lat,lon,year,yield_maize,temperature,precipitation,soil_water,solar_radiation,potential_evaporation,temperature_May,temperature_Jun,temperature_Jul,temperature_Aug,temperature_Sep,precipitation_May,precipitation_Jun,precipitation_Jul,precipitation_Aug,precipitation_Sep,soil_water_May,soil_water_Jun,soil_water_Jul,soil_water_Aug,soil_water_Sep,solar_radiation_May,solar_radiation_Jun,solar_radiation_Jul,solar_radiation_Aug,solar_radiation_Sep,potential_evaporation_May,potential_evaporation_Jun,potential_evaporation_Jul,potential_evaporation_Aug,potential_evaporation_Sep,cell_id,log_yield,yield_fe,log_yield_fe,aridity_index,temperature_z,precipitation_z,soil_water_z,solar_radiation_z,potential_evaporation_z,aridity_index_z,temperature_c,precipitation_c,soil_water_c,solar_radiation_c,potential_evaporation_c
43.75,11.75,1992,12.615363,18.433086,277.3122088909149,0.27439845,2701494184.0,1000.2428159713744,14.784227,16.200184,20.447678,22.760824,17.972515,54.0019588470459,110.6682586669922,51.278502464294434,23.07538080215454,38.288108110427856,0.33097595,0.35750914,0.2864215,0.1824878,0.21459778,583235240.0,518724660.0,601758298.0,574934866.0,422841120.0,195.82106971740723,178.31069469451904,220.7623763084412,238.74086618423465,166.60780906677246,0,2.5349153569465597,-0.3445394508843531,-0.013513094591781627,0.2772448894037858,0.23742416570686956,-1.1683810884108008,-1.0015541728027657,1.3777016133598392,-0.15943626881453554,-1.024165021445008,0.924299658367346,-255.5819774333413,-0.04819270129931974,196087242.16734695,-30.005834114794993
43.75,11.75,1993,11.639522,18.681509,251.2791529893875,0.25170788,2732179612.0,1099.5943369865415,15.235211,19.15506,20.15953,22.562315,16.295431,58.606987714767456,39.718945026397705,44.60082221031189,23.636056542396545,84.71634149551392,0.33056214,0.23073669,0.23244688,0.17370851,0.29108518,573140090.0,582873540.0,640264700.0,563294862.0,372606420.0,192.9952187538147,231.6379165649414,274.38513374328613,252.4608383178711,148.11522960662842,0,2.4544063761679933,-1.9063617532653065,-0.15086090188475643,0.22851986822524264,0.30123639692805243,-1.2873899891726661,-1.4731159332781856,1.593296280279363,0.3684689295914241,-1.213028559981199,1.172722658367345,-281.6150333348687,-0.07088327129931976,226772670.16734695,69.34568690037213
43.75,11.75,1994,12.417731,19.391516,308.79286020994186,0.2667654,2758352400.0,1099.3788175582886,14.743724,18.389706,22.588766,23.60134,17.634037,38.51874005794525,102.27129220962524,36.01984739303589,14.98121815919876,117.00176239013672,0.31128663,0.2909845,0.2376538,0.1743103,0.31959167,564402678.0,575474280.0,642597264.0,588687768.0,387190410.0,196.32055187225345,220.51920890808103,260.287615776062,264.65878677368164,157.59265422821045,0,2.519125370604676,-0.7038108270748307,-0.04082116825983517,0.28087939778189314,0.4836153668811511,-1.0244687592967552,-1.1601863488916393,1.7771853077100808,0.36732376517552306,-1.0100772674220078,1.8827296583673458,-224.10132611431436,-0.05582575129931977,252945458.16734695,69.13016747211918
43.75,11.75,1995,14.230786,17.107815,507.0498101711273,0.32324144,2593705556.0,927.6474452018738,13.410643,16.244637,22.062338,19.223558,14.597895,102.11353158950806,100.77514171600342,36.08845782279968,104.82805967330933,163.24461936950684,0.36468992,0.3355438,0.25355226,0.28862062,0.37380067,514418898.0,574251000.0,640084156.0,496605802.0,368345700.0,169.1810212135315,197.29994773864743,256.0127048492432,180.688401222229,124.46537017822266,0,2.655407645994472,0.2972980919727881,0.02004818325808433,0.546597538530151,-0.10299721026366714,-0.118146360092884,0.013514481324622725,0.6203827533663444,-0.5451724228043363,0.01987545709467495,-0.4009713416326548,-25.844376153128906,0.0006502887006802349,88298614.16734695,-102.60120488429561
43.75,11.75,1996,14.397116,17.065113,461.7672951221466,0.31212503,2641703750.0,968.665358543396,13.655047,18.465343,19.70336,19.64495,13.856855,109.54738998413086,57.97954559326172,63.46696829795837,71.04308080673218,159.73031044006348,0.36656067,0.2726825,0.27681884,0.28030273,0.36426026,543510228.0,599919720.0,621960564.0,533506838.0,342806400.0,179.72645092010498,230.8647108078003,247.66053247451785,201.19577264785767,109.21789169311523,0,2.667027908745905,0.26294588006802755,0.009153578171527954,0.4767046648767501,-0.11396604123989262,-0.3251532654710434,-0.21750985476594445,0.9576162652524647,-0.32722337220601594,-0.251037004662389,-0.44367334163265326,-71.12689120210962,-0.01046612129931973,136296808.16734695,-61.583291542773395
43.75,11.75,1997,15.186582,18.35752,317.3735601902008,0.29009998,2775137112.0,1055.1426782608032,14.521133,18.289883,20.383919,20.499866,18.0928,58.232937812805176,99.41609859466551,53.40895867347717,66.33227229118347,39.98329281806946,0.34159547,0.32714048,0.26990297,0.25367188,0.25818908,601738086.0,556017300.0,633035748.0,536727738.0,447618240.0,210.2376708984375,208.1050443649292,246.7588186264038,214.79012775421145,175.2510166168213,0,2.7204122748294837,0.4402823134013598,0.002312591391115948,0.3007873406403475,0.2180135834964469,-0.9852424895771844,-0.6752405928020166,1.8951140650661826,0.13227464208270548,-0.9329118923789343,0.8487336583673475,-215.52062613405542,-0.03249117129931978,269730170.16734695,24.89402817463383
43.75,11.75,1998,15.046177,19.065033,287.0233951210976,0.25334972,2774281684.0,1131.191359043121,14.300387,19.458097,22.619787,22.627476,16.319416,60.2645914554596,35.269936323165894,15.541649997234344,33.32312047481537,142.62409687042236,0.33421507,0.27123046,0.17513305,0.1846747,0.30149537,561206020.0,621171840.0,660158640.0,558739164.0,373006020.0,187.8531985282898,239.0965175628662,299.747504234314,255.67857360839844,148.81556510925293,0,2.711123938992802,0.9463447276870731,0.04703566139656612,0.25373549119389643,0.39975192152470057,-1.1239868535303694,-1.4389947560305902,1.8891038600029313,0.5363599898125324,-1.115290033346108,1.5562466583673462,-245.8707912031586,-0.06924143129931976,268874742.16734695,100.94270895695172
43.75,11.75,1999,15.251589,18.892374,346.9658442735672,0.28774938,2671587220.0,1033.0816912651062,15.939278,18.530897,20.58183,21.767597,17.642263,53.23861885070801,99.48904037475586,46.58250916004181,55.39412307739258,92.26155281066896,0.34228453,0.296911,0.25604922,0.21247742,0.3310248,540146852.0,601463880.0,597749440.0,528218548.0,404008500.0,179.0756459236145,218.7868452072144,249.8995695114136,233.3427782058716,151.9768524169922,0,2.7246836943466306,0.642895280068025,0.015938694246819818,0.3358551866780978,0.35540113262665884,-0.8499627431995165,-0.7240914182406686,1.1675764053244748,0.015053389725463528,-0.7969850660515931,1.3835876583673468,-185.92834205068903,-0.03484177129931976,166180278.16734695,2.83304117893681
43.75,11.75,2000,14.730982,18.993322,289.6449509859085,0.26042226,2818621510.0,1132.15168094635,16.339535,19.352894,19.638384,22.877386,16.758413,36.67597389221192,66.41689538955688,48.37027907371521,46.81386888027191,91.3679337501526,0.3164465,0.27178225,0.2373236,0.1831244,0.29343447,570924272.0,613251480.0,637999716.0,573492932.0,422953110.0,196.407883644104,233.442964553833,282.8489246368408,255.40268325805664,164.04922485351562,0,2.689952894919082,0.22341582292516726,-0.012010548117104225,0.25583581763867386,0.3813315702967454,-1.1120025331748533,-1.2920112552444563,2.200633815450828,0.5414626688624112,-1.1071489371526704,1.4845356583673457,-243.24923533834772,-0.06216889129931974,313214568.16734695,101.9030308601807
43.75,11.75,2001,14.2068615,18.248398,389.74277555942535,0.2787617,2741946468.0,1070.843713760376,15.354788,18.16016,20.978851,22.127136,14.621056,106.5673041343689,37.74469256401062,63.17129969596863,32.64400064945221,149.615478515625,0.35718933,0.2643823,0.22335999,0.2141443,0.33473268,530616956.0,627951060.0,615992506.0,584915316.0,382470630.0,175.94593715667725,245.4940223693848,260.2738389968872,253.5707855224609,135.55912971496582,0,2.6537250521269993,-0.3660442746938788,-0.047857836655015085,0.3639585969000128,0.18998349652656932,-0.6544099971234351,-0.9108758931740756,1.66191784443584,0.21570223509676326,-0.6880531585620924,0.7396116583673482,-143.15141076483087,-0.043829451299319755,236539526.16734695,40.595063674206585
43.75,11.75,2002,14.005683,17.750557,507.19355392456055,0.3303128,2548553235.0,909.8693733215332,14.38353,20.08312,20.224762,19.314064,14.747309,121.57235264778136,50.50270199775696,94.40872001647948,130.42123556137085,110.28854370117188,0.37417117,0.2910388,0.275755,0.34134948,0.36924928,526262014.0,610389300.0,582862682.0,480411309.0,348627930.0,167.92751169204712,229.33659553527832,229.1145782470703,170.7301845550537,112.76050329208374,0,2.639463175819974,-0.35888086278911757,-0.048013217033329614,0.5574355712985698,0.062103449174331,-0.11748924222888137,0.16047345902132557,0.30314423850390143,-0.6396363672650744,0.06188486355371508,0.24177065836734712,-25.700632399695678,0.0077216487006802614,43146293.167346954,-120.37927676463619
43.75,11.75,2003,12.172968,20.982573,196.20075690746307,0.22037975,2875009712.0,1243.6427297592163,17.34018,22.84044,23.475994,24.683025,16.573227,24.8661847114563,59.66137647628784,21.121007204055783,34.17115366458893,56.38103485107422,0.2422229,0.2429297,0.17836486,0.19489746,0.24348387,618588260.0,630901560.0,646260410.0,574842052.0,404417430.0,235.5410614013672,254.8085117340088,298.78383922576904,281.1235160827637,173.38580131530762,0,2.4992177556554176,-0.16470276517006965,0.027152853401988253,0.15776295893712966,0.8923089949674472,-1.5391783077715546,-2.1241858771007864,2.5968152090550114,1.1338713571507317,-1.487290118843734,3.473786658367345,-336.69342941679315,-0.10221140129931974,369602770.16734695,213.39407967304692
43.75,11.75,2004,14.208736,17.979172,355.0129054784775,0.27471265,2771673194.0,1081.3701405525208,12.113315,18.088718,21.455677,21.373112,16.865038,108.71847724914552,63.76688003540039,38.72626757621765,39.56464445590973,104.2366361618042,0.35678834,0.3053723,0.20979187,0.22430666,0.27730408,572184608.0,593810760.0,653207572.0,555154634.0,397315620.0,184.38149452209475,214.366192817688,286.4106950759888,237.03363943099976,159.1781187057495,0,2.653856986709949,-0.061583943741498004,-0.021282945393613417,0.32829915693537215,0.120827614169644,-0.81317597825028,-0.9950243806846579,1.8707767070392214,0.2716344983115827,-0.8262730679852751,0.4703856583673449,-177.88128084577875,-0.04787850129931975,266266252.16734695,51.12149046635136
43.75,11.75,2005,13.564902,18.39833,341.685057759285,0.28433067,2696401082.0,1044.8620972633362,15.459497,19.270306,21.67326,19.244442,16.344149,57.633777260780334,50.2098548412323,43.46948552131653,92.61328935623168,97.75865077972412,0.32837218,0.26567015,0.21939453,0.2736017,0.33461487,591597428.0,612742080.0,634872188.0,504223246.0,352966140.0,206.1922645568848,239.9875545501709,272.503568649292,200.54146432876587,125.63724517822266,0,2.6074857216100473,-0.7379641627891171,-0.07264700230504184,0.3270145013913451,0.2284964178400323,-0.8741036124313126,-0.7951400038934272,1.3419176696169928,0.07764868270390685,-0.831252534098918,0.889543658367348,-191.20912856497125,-0.03826048129931975,190994140.16734695,14.61344717716679
43.75,11.75,2006,12.963544,18.819973,327.48699963092804,0.26902258,2797559718.0,1120.3135147094729,14.647344,19.296165,23.054554,19.178585,17.923216,56.90479052066803,23.08107733726501,47.85444808006287,78.32308864593506,121.32359504699708,0.3242169,0.24050112,0.211557,0.26461914,0.30421874,590824226.0,647954160.0,643111244.0,509323118.0,406346970.0,208.4043984413147,273.57770919799805,275.2253694534302,207.97397756576535,155.13206005096436,0,2.562141110331759,-0.7062612627891163,-0.056813598593579595,0.29231728023548315,0.33680354161195875,-0.9390093729075419,-1.1132770039739084,2.05265445433622,0.478560466337627,-0.965742777640456,1.3111866583673475,-205.40718669332819,-0.053568571299319745,292152776.16734695,90.06486462330349
43.75,11.75,2007,14.689947,18.39799,294.01759350299835,0.2594154,2777908774.0,1114.4414377212524,15.339023,18.558605,22.229656,20.345158,15.517505,92.66085767745972,48.048638105392456,11.137694478034971,64.10393738746643,78.06646585464478,0.32252014,0.30023804,0.16545899,0.22079039,0.28806946,568440738.0,576596640.0,680281732.0,541050564.0,411539100.0,195.54278469085693,215.13896942138672,314.87869453430176,231.7015380859375,157.17945098876953,0,2.6871633822827494,0.3278321086394538,0.010399266628958515,0.2638250728581926,0.22840908229294007,-1.0920132018665405,-1.312936100858836,1.9145876583855752,0.44735913256994014,-1.0761817056455139,0.8892036583673466,-238.87659282125787,-0.06317575129931974,272501832.16734695,84.19278763508305
43.75,11.75,2008,15.607417,18.302198,332.5981602668762,0.28135142,2716201880.0,1028.47305393219,14.358572,18.595547,21.044237,21.706852,15.805797,114.33108830451964,96.0683298110962,35.93922293186188,25.818907380104065,60.440611839294434,0.36288697,0.35430416,0.23484924,0.20230834,0.25240844,530864150.0,546434820.0,645196676.0,593186674.0,400519560.0,172.53237056732178,180.5729341506958,257.27044200897217,257.3097915649414,160.7875156402588,0,2.747746249983511,1.2452069824489786,0.06247377016269118,0.32339025217553763,0.20380306250757585,-0.9156439404664807,-0.85705560913809,1.4810373341545309,-0.009434646096784807,-0.8453005224810315,0.7934116583673472,-200.29602605738,-0.04123973129931974,210794938.16734695,-1.7755961539794498
43.75,11.75,2009,14.288763,19.428345,263.18016225099564,0.26199326,2784611508.0,1115.9300785064695,16.675922,18.04697,21.84055,23.029968,17.548307,42.84945285320282,95.88265657424928,41.11362671852112,27.304181277751923,56.03024482727051,0.2984534,0.32661194,0.2583777,0.18708557,0.23943786,629439066.0,551185080.0,651259346.0,546827476.0,405900540.0,227.2988815307617,209.44011211395264,272.38297748565674,238.8653450012207,167.94276237487793,0,2.659473424164103,0.6668921586394543,0.056298511560874065,0.23583929434291154,0.4930756047159933,-1.2329850804466926,-1.2593622946539167,1.961680816225191,0.45526903873992464,-1.184657659708591,1.9195586583673467,-269.7140240732606,-0.06059789129931975,279204566.16734695,85.68142842030011
43.75,11.75,2010,14.812893,17.877592,481.0368708372116,0.31388977,2627055568.0,969.2474088668824,13.05759,18.145761,22.35021,19.966774,15.86763,150.03264331817627,90.48385620117188,57.967886328697205,72.07360458374023,110.47888040542604,0.37593812,0.32492492,0.24351928,0.29519168,0.3298749,495964846.0,574912680.0,633182254.0,541980998.0,381014790.0,158.7501664161682,200.56537628173828,259.14316749572754,211.05095911026,139.73773956298828,0,2.6954979501889618,0.9248059467346934,0.055457330095435076,0.4962993622026569,0.0947348351296691,-0.23706329890423433,-0.18083453540722472,0.8546986875909582,-0.3241306425893707,-0.17508580373923643,0.36880565836734647,-51.857315487044616,-0.008701381299319744,121648626.16734695,-61.00124121928695
43.75,11.75,2011,15.698774,19.407284,257.16083842515945,0.24805272,2863352216.0,1163.2342705726624,15.405029,19.001204,19.986134,22.900309,19.74374,37.456993103027344,88.48905086517334,75.44853854179382,11.031236708164217,44.73501920700073,0.2846362,0.2878668,0.25717467,0.19150758,0.21907838,634706586.0,589268280.0,597791166.0,599814164.0,441772020.0,235.22314596176147,218.63139152526853,251.67222118377688,268.52618885040283,189.18132305145264,0,2.75358262013317,0.9124373562585024,0.031134944864645853,0.22107398735644085,0.48766568131216476,-1.2605021385497501,-1.5490784888428686,2.514910079127031,0.7066202877492366,-1.2418896127706454,1.8984976583673472,-275.73334789909677,-0.07453843129931975,357945274.16734695,132.98562048649296
43.75,11.75,2012,14.073611,19.44576,332.88299149274826,0.26674378,2795034146.0,1154.0783734321594,13.583394,20.280865,22.510616,23.738289,17.115644,116.77555012702942,41.63952112197876,24.601192355155945,22.380789816379547,127.4859380722046,0.373797,0.2899762,0.18380126,0.1613202,0.3248242,555321910.0,630579720.0,672424038.0,593527798.0,343180680.0,178.7323498725891,246.58292770385745,311.9561252593994,279.86672496795654,136.94024562835693,0,2.64430148354322,0.7874840062585022,0.07027135267012019,0.28844054195624025,0.4975489828118898,-0.9143418478031411,-1.1606356617674938,2.0349098801324232,0.6579703461363259,-0.9807694413891204,1.9369736583673465,-200.01119483150796,-0.05584737129931977,289627204.16734695,123.82972334599003
43.75,11.75,2013,15.180315,18.251804,392.938272356987,0.28989452,2707369130.0,1026.3826723098755,12.677752,17.53973,21.8084,21.651651,17.581491,153.68669748306274,73.39478731155396,39.19622278213501,54.05803048610687,72.60253429412842,0.38828006,0.3320996,0.2509845,0.231817,0.24629149,493633646.0,605961720.0,636631438.0,572807336.0,398334990.0,156.47024250030518,205.2577114105225,258.5551118850708,248.9842710494995,157.11533546447754,0,2.7199995227403275,1.6992911943537408,0.13226347166911578,0.38283798329591723,0.19085839321302442,-0.6398019325648843,-0.679510519882177,1.4189787637401496,-0.020541907604171475,-0.6148745814393242,0.7430176583673465,-139.95591396726923,-0.03269663129931977,201962188.16734695,-3.865977776293903
43.75,11.75,2014,17.504501,17.58481,520.5614295005798,0.33105773,2609109462.0,940.8474674224854,13.556371,18.861088,19.505713,19.686502,16.314379,66.66298151016235,87.26609945297241,187.10094499588013,63.3905086517334,116.14089488983154,0.3354602,0.29961976,0.32326478,0.32815918,0.36878482,552753994.0,588471960.0,554148436.0,550129162.0,363605910.0,189.24933910369876,220.7217836380005,205.2948522567749,204.0175142288208,121.56397819519044,0,2.862458047859219,2.14544711340136,0.09323164308597498,0.5532899301166136,0.01952814057481558,-0.056378622567433874,0.1759548022502944,0.7286100195243936,-0.4750339862898995,0.04581590259304987,0.07602365836734748,-12.332756823676391,0.008466578700680238,103702520.16734695,-89.40118266368404
43.75,11.75,2015,16.101912,19.621922,327.2859146595001,0.27480882,2750808320.0,1082.829249382019,15.318247,19.282518,24.852276,21.840252,16.816319,109.02104902267456,72.55494832992554,17.169865369796753,63.79900789260864,64.74104404449463,0.34143007,0.31950074,0.18733886,0.25966492,0.26610962,548722382.0,618557400.0,661685142.0,534958506.0,386884890.0,187.34332466125488,221.7286777496338,291.01287841796875,216.7774429321289,165.96692562103271,0,2.7789380227032474,1.7019535562585002,0.0996945757565002,0.3022507148253386,0.5427995847142344,-0.9399286234749701,-0.9930257488959932,1.7241808844113657,0.27938748616986214,-0.9272396931659838,2.113135658367348,-205.6082716647561,-0.04778233129931975,245401378.16734695,52.58059929584965
43.75,11.75,2016,17.160381,18.638208,403.7047917842865,0.3034092,2749254128.0,1040.8665084838867,13.851598,18.177425,22.684704,20.706984,17.770332,124.49451541900636,87.65108585357666,47.21469259262085,61.42754673957825,82.9169511795044,0.37884218,0.35025635,0.24145141,0.24987917,0.29661685,563743618.0,578100840.0,622651926.0,573493924.0,411263820.0,185.6150040626526,200.7857894897461,263.75123405456543,237.92076349258423,152.79371738433838,0,2.8426032966105406,1.9923989681632648,0.0897979700809377,0.387854531290778,0.2901137012673913,-0.5905832911990428,-0.3986446671044838,1.7132611896764907,0.05641808587145486,-0.5954298899311496,1.1294216583673453,-129.18939453996973,-0.019181951299319766,243847186.16734695,10.617858397717328
43.75,12.25,1982,9.097686,18.797573,302.7988886833191,0.27340707,2613747233.0,1030.413997173309,14.018715,19.86884,21.705215,20.028591,18.366505,78.66116666793823,32.378751039505005,71.60331678390503,56.803722620010376,63.35193157196045,0.3232666,0.23310669,0.24501891,0.2682001,0.2974432,556621120.0,589172520.0,576432166.0,516824157.0,374697270.0,188.1377658843994,247.84478187561035,238.50951385498047,215.9273476600647,139.9945878982544,1,2.2080200954724245,-0.9609077294557817,-0.04877639943461087,0.2938613892221713,0.3310496702741415,-1.051869920546497,-1.0221573087354523,0.7611948247288062,0.0008785732311940086,-0.9597576414607742,1.2887866583673464,-230.09529764093713,-0.04918408129931978,108340291.16734695,0.16534708713970758
43.75,12.25,1983,9.234997,18.400543,283.3629541993141,0.26827577,2637945237.0,1070.20814371109,14.497589,17.639187,23.318085,19.444109,17.103748,44.80216717720032,63.60645532608032,18.38068276643753,109.23974800109865,47.333900928497314,0.275036,0.2686267,0.20738526,0.29139772,0.29893312,538136874.0,573518040.0,634172518.0,474928835.0,417188970.0,217.055299282074,220.9736967086792,283.0004987716675,186.2857351303101,162.89291381835938,1,2.2230002888000406,-0.9192827413605436,-0.042871331386459044,0.2647736852540807,0.22906486950389726,-1.1407203884658377,-1.1287974178877342,0.9312090937980629,0.21232512793684435,-1.072504779716016,0.8917566583673455,-249.5312321249421,-0.05431538129931973,132538295.16734695,39.9594936249207
