lat,lon,year,yield_maize,temperature
45.75,11.75,2012,8.888397,19.798964
45.75,11.75,2013,8.892824,18.740055
45.75,11.75,2014,10.621449,18.18631
45.75,11.75,2015,10.0093,20.005627
45.75,11.75,2016,10.450276,19.110443
46.25,11.75,1982,10.581199,12.92798
46.25,11.75,1983,10.500502,12.804497
46.25,11.75,1984,7.525077,10.629625
46.25,11.75,1985,10.576287,12.292475
46.25,11.75,1986,10.993839,12.52141
46.25,11.75,1987,11.057937,12.208919
46.25,11.75,1988,10.264868,12.235209
46.25,11.75,1989,10.618514,11.557737
46.25,11.75,1990,11.913484,12.255819
46.25,11.75,1991,10.590961,12.257481
46.25,11.75,1992,11.966281,12.948633
46.25,11.75,1993,11.797613,12.436931
46.25,11.75,1994,11.132935,13.4514675
46.25,11.75,1995,13.899049,11.756454
46.25,11.75,1996,15.009338,11.495721
46.25,11.75,1997,14.587532,12.620021
46.25,11.75,1998,12.5043745,12.782938
46.25,11.75,1999,13.786914,12.957155
46.25,11.75,2000,13.831847,12.8209
46.25,11.75,2001,15.219181,12.296835
46.25,11.75,2002,14.082443,12.212822
46.25,11.75,2003,12.663667,14.325073
46.25,11.75,2004,14.071748,12.053797
46.25,11.75,2005,14.155311,12.461987
46.25,11.75,2006,14.095459,12.7248
46.25,11.75,2007,13.9895315,12.368395
46.25,11.75,2008,14.21648,12.289061
46.25,11.75,2009,13.555146,13.16308
46.25,11.75,2010,12.869674,12.294828
46.25,11.75,2011,13.519175,13.196393
46.25,11.75,2012,13.178818,13.255762
46.25,11.75,2013,13.321417,12.464148
46.25,11.75,2014,13.740875,11.815888
46.25,11.75,2015,13.56321,13.663922
46.25,11.75,2016,13.748293,12.98927
46.25,12.25,1982,10.095251,14.431292
46.25,12.25,1983,11.583255,14.3037
46.25,12.25,1984,8.26808,12.098516
46.25,12.25,1985,10.692729,13.765927
46.25,12.25,1986,10.619548,14.007207
46.25,12.25,1987,10.155137,13.666278
46.25,12.25,1988,10.02288,13.941772
46.25,12.25,1989,11.557099,13.303003
46.25,12.25,1990,12.262858,13.722288
46.25,12.25,1991,11.424536,13.797808
46.25,12.25,1992,12.382835,14.49882
46.25,12.25,1993,12.052741,14.02815
46.25,12.25,1994,11.904126,14.986765
46.25,12.25,1995,13.247571,13.318392
46.25,12.25,1996,15.243782,13.066409
46.25,12.25,1997,15.435394,14.059662
46.25,12.25,1998,12.967604,14.357971
46.25,12.25,1999,14.117486,14.57442
46.25,12.25,2000,14.732993,14.507399
46.25,12.25,2001,15.541712,14.085991
46.25,12.25,2002,13.898812,14.04487
46.25,12.25,2003,13.418419,16.05751
46.25,12.25,2004,14.4411125,13.662577
46.25,12.25,2005,14.37081,14.106392
46.25,12.25,2006,14.245734,14.402504
46.25,12.25,2007,14.881736,14.133177
46.25,12.25,2008,15.053716,14.04614
46.25,12.25,2009,14.475494,14.933172
46.25,12.25,2010,13.534311,14.092453
46.25,12.25,2011,14.693397,15.022876
46.25,12.25,2012,13.630974,15.049292
46.25,12.25,2013,13.782024,14.298445
46.25,12.25,2014,14.32082,13.696482
46.25,12.25,2015,14.473115,15.374392
46.25,12.25,2016,15.134072,14.767848
46.75,12.25,1982,6.8897614,9.224401
46.75,12.25,1983,8.195422,9.106028
46.75,12.25,1984,4.561365,6.904798
46.75,12.25,1985,7.734969,8.375458
46.75,12.25,1986,7.2736335,8.812143
46.75,12.25,1987,7.7637553,8.2949505
46.75,12.25,1988,6.9284306,8.649943
46.75,12.25,1989,8.381265,7.872331
46.75,12.25,1990,9.129684,8.383522
46.75,12.25,1991,6.857875,8.170465
46.75,12.25,1992,8.590587,9.130915
46.75,12.25,1993,8.372891,8.505369
46.75,12.25,1994,9.229665,9.803375
46.75,12.25,1995,10.094435,7.9017982
46.75,12.25,1996,12.102727,7.6877046
46.75,12.25,1997,11.682617,8.829584
46.75,12.25,1998,9.299205,8.954486
46.75,12.25,1999,10.936444,9.303015
46.75,12.25,2000,10.745741,9.195931
46.75,12.25,2001,11.721226,8.4520855
46.75,12.25,2002,10.504953,8.842792
46.75,12.25,2003,10.3095255,10.7170105
46.75,12.25,2004,11.102172,8.3295
46.75,12.25,2005,11.493715,8.834158
46.75,12.25,2006,10.440698,9.1502695
46.75,12.25,2007,10.309816,8.781676
46.75,12.25,2008,10.4396515,8.720812
46.75,12.25,2009,10.076098,9.454062
46.75,12.25,2010,9.589375,8.57789
46.75,12.25,2011,9.771048,9.462502
46.75,12.25,2012,9.465651,9.651011
46.75,12.25,2013,9.626763,8.875242
46.75,12.25,2014,10.013489,8.183981
46.75,12.25,2015,9.779673,10.083391
46.75,12.25,2016,10.088157,9.465785
