lat,lon,year,potential_evaporation
44.25,6.75,1984,858.37029504776
44.25,6.75,1985,1042.5817558765411
44.25,6.75,1986,944.1633622646332
44.25,6.75,1987,959.271933555603
44.25,6.75,1988,942.6637675762177
44.25,6.75,1989,1004.3419885635376
44.25,6.75,1990,1027.8203573226929
44.25,6.75,1991,1035.6505961418152
44.25,6.75,1992,937.4061417579651
44.25,6.75,1993,1035.8902220726013
44.25,6.75,1994,1030.2472715377808
44.25,6.75,1995,906.7215595245361
44.25,6.75,1996,896.6262121200562
44.25,6.75,1997,1008.4416456222534
44.25,6.75,1998,1116.3437819480896
44.25,6.75,1999,1005.232789516449
44.25,6.75,2000,1110.1047768592834
44.25,6.75,2001,1127.164948940277
44.25,6.75,2002,959.0232849121094
44.25,6.75,2003,1205.873511314392
44.25,6.75,2004,1087.3066833019257
44.25,6.75,2005,1072.1561117172241
44.25,6.75,2006,1090.4281063079834
44.25,6.75,2007,1132.45378780365
44.25,6.75,2008,1013.9135944843292
44.25,6.75,2009,1123.741970539093
44.25,6.75,2010,964.4651942253113
44.25,6.75,2011,1062.6321930885315
44.25,6.75,2012,1190.0431747436523
44.25,6.75,2013,952.46431016922
44.25,6.75,2014,978.5657076835632
44.25,6.75,2015,1108.3605880737305
44.25,6.75,2016,1113.3638467788696
44.25,7.25,1982,985.2907919883728
44.25,7.25,1983,960.5448637008667
44.25,7.25,1984,911.265860080719
44.25,7.25,1985,1091.3244066238403
44.25,7.25,1986,990.2575554847717
44.25,7.25,1987,1026.288489818573
44.25,7.25,1988,996.5432252883911
44.25,7.25,1989,1041.4897484779358
44.25,7.25,1990,1061.2497582435608
44.25,7.25,1991,1103.1896424293518
44.25,7.25,1992,961.7433609962463
44.25,7.25,1993,1077.3878450393677
44.25,7.25,1994,1072.2391662597656
44.25,7.25,1995,970.6991300582886
44.25,7.25,1996,981.835289478302
44.25,7.25,1997,1082.7155561447144
44.25,7.25,1998,1164.0872402191162
44.25,7.25,1999,1054.3210248947144
44.25,7.25,2000,1133.9126887321472
44.25,7.25,2001,1178.9116415977478
44.25,7.25,2002,945.8928756713867
44.25,7.25,2003,1294.474193572998
44.25,7.25,2004,1150.6434307098389
44.25,7.25,2005,1090.7107510566711
44.25,7.25,2006,1165.904712677002
44.25,7.25,2007,1191.944416999817
44.25,7.25,2008,1069.330023765564
44.25,7.25,2009,1155.175964832306
44.25,7.25,2010,1036.711561203003
44.25,7.25,2011,1090.6171731948853
44.25,7.25,2012,1156.9455981254578
44.25,7.25,2013,1030.351667881012
44.25,7.25,2014,990.5975646972656
44.25,7.25,2015,1068.9192461967468
44.25,7.25,2016,1134.482014656067
44.25,7.75,1982,1017.8871183395386
44.25,7.75,1983,984.3328022956848
44.25,7.75,1984,928.451012134552
44.25,7.75,1985,1053.0898823738098
44.25,7.75,1986,1017.4721760749817
44.25,7.75,1987,1049.2003321647644
44.25,7.75,1988,1019.4612064361572
44.25,7.75,1989,1041.9958138465881
44.25,7.75,1990,1040.2046122550964
44.25,7.75,1991,1118.1224308013916
44.25,7.75,1992,955.3599162101746
44.25,7.75,1993,1073.8091793060303
44.25,7.75,1994,1062.2835111618042
44.25,7.75,1995,987.9623403549194
44.25,7.75,1996,1025.0518102645874
44.25,7.75,1997,1088.1583528518677
44.25,7.75,1998,1135.9086284637451
44.25,7.75,1999,1054.1341361999512
44.25,7.75,2000,1089.1529607772827
44.25,7.75,2001,1151.0650129318237
44.25,7.75,2002,934.6182465553284
44.25,7.75,2003,1297.7119398117065
44.25,7.75,2004,1125.7761001586914
44.25,7.75,2005,1082.5226311683655
44.25,7.75,2006,1175.9084601402283
44.25,7.75,2007,1175.789029121399
44.25,7.75,2008,1046.5861520767212
44.25,7.75,2009,1191.8674201965332
44.25,7.75,2010,1052.9751162528992
44.25,7.75,2011,1113.9103255271912
44.25,7.75,2012,1103.0273480415344
44.25,7.75,2013,1056.70916223526
44.25,7.75,2014,966.3972392082214
44.25,7.75,2015,1065.2924132347107
44.25,7.75,2016,1121.745210647583
44.25,10.75,1982,1315.288007736206
44.25,10.75,1983,1343.3162865638733
44.25,10.75,1984,1194.2863640785217
44.25,10.75,1985,1371.6661615371704
44.25,10.75,1986,1337.8291816711426
44.25,10.75,1987,1370.7865657806396
44.25,10.75,1988,1357.170349597931
44.25,10.75,1989,1226.8792362213135
44.25,10.75,1990,1394.7339487075806
44.25,10.75,1991,1388.963080406189
44.25,10.75,1992,1399.7881145477295
44.25,10.75,1993,1433.5473880767822
44.25,10.75,1994,1435.5591859817505
44.25,10.75,1995,1266.2855434417725
44.25,10.75,1996,1330.1270747184753
44.25,10.75,1997,1376.7665090560913
44.25,10.75,1998,1550.7342538833618
44.25,10.75,1999,1348.8789639472961
44.25,10.75,2000,1486.7384786605835
44.25,10.75,2001,1446.1857471466064
44.25,10.75,2002,1208.202808856964
44.25,10.75,2003,1732.909899711609
44.25,10.75,2004,1421.1874361038208
44.25,10.75,2005,1387.7409038543701
44.25,10.75,2006,1521.7052431106567
44.25,10.75,2007,1500.1386241912842
44.25,10.75,2008,1354.771743774414
44.25,10.75,2009,1507.3727169036865
44.25,10.75,2010,1263.1053829193115
44.25,10.75,2011,1564.0398235321045
44.25,10.75,2012,1557.9180836677551
44.25,10.75,2013,1434.419469833374
44.25,10.75,2014,1218.299331188202
44.25,10.75,2015,1484.207176208496
44.25,10.75,2016,1444.914137840271
44.25,11.25,1982,1134.6154522895813
44.25,11.25,1983,1179.7801775932312
44.25,11.25,1984,1065.1864819526672
44.25,11.25,1985,1205.3010368347168
44.25,11.25,1986,1143.4701194763184
44.25,11.25,1987,1226.8234734535217
44.25,11.25,1988,1183.5839214324951
44.25,11.25,1989,1054.8990960121155
44.25,11.25,1990,1209.6003217697144
44.25,11.25,1991,1194.964720249176
44.25,11.25,1992,1239.2848682403564
44.25,11.25,1993,1282.7705926895142
44.25,11.25,1994,1224.7436814308167
44.25,11.25,1995,1093.2661423683167
44.25,11.25,1996,1166.2191257476807
44.25,11.25,1997,1228.2981643676758
44.25,11.25,1998,1352.2369527816772
44.25,11.25,1999,1190.3385105133057
44.25,11.25,2000,1307.1810159683228
44.25,11.25,2001,1250.3024320602417
44.25,11.25,2002,1049.1671018600464
44.25,11.25,2003,1462.409598350525
44.25,11.25,2004,1244.556764125824
44.25,11.25,2005,1220.8799362182617
44.25,11.25,2006,1292.3440132141113
44.25,11.25,2007,1338.6290392875671
44.25,11.25,2008,1194.9562244415283
44.25,11.25,2009,1308.2289819717407
44.25,11.25,2010,1123.9725666046143
44.25,11.25,2011,1372.2345819473267
44.25,11.25,2012,1387.5122117996216
44.25,11.25,2013,1236.4462943077087
44.25,11.25,2014,1071.415849685669
44.25,11.25,2015,1263.4370317459106
44.25,11.25,2016,1257.5028867721558
44.25,11.75,1982,1044.0107688903809
44.25,11.75,1983,1095.6145887374878
44.25,11.75,1984,1023.392186164856
44.25,11.75,1985,1122.2479276657104
44.25,11.75,1986,1052.691035270691
44.25,11.75,1987,1159.936321258545
44.25,11.75,1988,1095.6989331245422
44.25,11.75,1989,985.0405550003052
44.25,11.75,1990,1123.6017127037048
44.25,11.75,1991,1109.8423147201538
44.25,11.75,1992,1164.7479286193848
44.25,11.75,1993,1221.1569805145264
44.25,11.75,1994,1145.145384311676
44.25,11.75,1995,1004.6305956840515
44.25,11.75,1996,1096.253658771515
44.25,11.75,1997,1152.2038769721985
44.25,11.75,1998,1253.3185963630676
44.25,11.75,1999,1110.1648530960083
44.25,11.75,2000,1244.0990076065063
44.25,11.75,2001,1176.9101514816284
44.25,11.75,2002,964.6950297355652
44.25,11.75,2003,1295.8435587882996
44.25,11.75,2004,1157.3144798278809
44.25,11.75,2005,1106.597981452942
44.25,11.75,2006,1147.5905718803406
44.25,11.75,2007,1263.3144364356995
44.25,11.75,2008,1112.3274159431458
44.25,11.75,2009,1195.4760851860046
44.25,11.75,2010,1038.9761199951172
44.25,11.75,2011,1259.2426266670227
44.25,11.75,2012,1305.2902054786682
44.25,11.75,2013,1132.9994616508484
44.25,11.75,2014,981.637553691864
44.25,11.75,2015,1158.1082463264465
44.25,11.75,2016,1122.4625945091248
44.75,6.75,1982,920.6137568950653
44.75,6.75,1983,824.6607613563538
44.75,6.75,1984,835.4384645223618
44.75,6.75,1985,1066.9906046390533
44.75,6.75,1986,989.8647391796112
44.75,6.75,1987,1002.0833506584167
44.75,6.75,1988,998.6994230747223
44.75,6.75,1989,1060.2824425697327
44.75,6.75,1990,1082.010377407074
44.75,6.75,1991,1044.2063789367676
44.75,6.75,1992,956.5889792442322
44.75,6.75,1993,1034.3664648532867
44.75,6.75,1994,996.7218058109283
44.75,6.75,1995,904.4154646396637
44.75,6.75,1996,869.3534898757935
44.75,6.75,1997,997.0522000789642
44.75,6.75,1998,1143.1931002140045
44.75,6.75,1999,995.8843038082123
44.75,6.75,2000,1091.8108668327332
44.75,6.75,2001,1092.9474115371704
44.75,6.75,2002,958.563588142395
44.75,6.75,2003,1243.7780447006226
44.75,6.75,2004,1083.7759861946106
44.75,6.75,2005,1101.3828492164612
44.75,6.75,2006,1085.2085919380188
44.75,6.75,2007,1162.352744102478
44.75,6.75,2008,1068.8337998390198
44.75,6.75,2009,1147.21378159523
44.75,6.75,2010,998.2252326011658
44.75,6.75,2011,1103.0693807601929
44.75,6.75,2012,1173.748942375183
44.75,6.75,2013,983.1961634159088
44.75,6.75,2014,944.4323592185974
44.75,6.75,2015,1092.1423554420471
44.75,6.75,2016,1111.8728923797607
44.75,7.25,1982,761.8193230628967
44.75,7.25,1983,764.7098441123962
44.75,7.25,1984,750.0008013248444
44.75,7.25,1985,818.9374520778656
44.75,7.25,1986,765.5719876289368
44.75,7.25,1987,825.1179051399231
44.75,7.25,1988,780.5162043571472
44.75,7.25,1989,852.0892004966736
44.75,7.25,1990,847.1404390335083
44.75,7.25,1991,900.2243189811707
44.75,7.25,1992,761.9771494865417
44.75,7.25,1993,838.5280299186707
44.75,7.25,1994,826.7505810260773
44.75,7.25,1995,812.5695471763611
44.75,7.25,1996,787.0632801055908
44.75,7.25,1997,861.6587657928467
44.75,7.25,1998,919.1492586135864
44.75,7.25,1999,814.4615440368652
44.75,7.25,2000,877.5147166252136
44.75,7.25,2001,906.2644476890564
44.75,7.25,2002,748.9469051361084
44.75,7.25,2003,1050.1257557868958
44.75,7.25,2004,899.3127160072327
44.75,7.25,2005,897.574333190918
44.75,7.25,2006,947.4445190429688
44.75,7.25,2007,921.0203084945679
44.75,7.25,2008,790.3205881118774
44.75,7.25,2009,904.9072737693787
44.75,7.25,2010,826.1254444122314
44.75,7.25,2011,888.3663301467896
44.75,7.25,2012,839.8128714561462
44.75,7.25,2013,859.393789768219
44.75,7.25,2014,792.8476843833923
44.75,7.25,2015,828.3254022598267
44.75,7.25,2016,893.9375882148743
44.75,7.75,1982,793.6576352119446
44.75,7.75,1983,780.732264995575
44.75,7.75,1984,758.7768754959106
44.75,7.75,1985,824.7289171218872
44.75,7.75,1986,787.2020053863525
44.75,7.75,1987,855.39422082901
44.75,7.75,1988,795.9956362247467
44.75,7.75,1989,873.4783129692078
44.75,7.75,1990,861.818609714508
44.75,7.75,1991,929.9519090652466
44.75,7.75,1992,756.0883808135986
44.75,7.75,1993,859.8931241035461
44.75,7.75,1994,814.9420590400696
44.75,7.75,1995,819.3183393478394
44.75,7.75,1996,836.7577514648438
44.75,7.75,1997,906.3090424537659
44.75,7.75,1998,955.9278612136841
44.75,7.75,1999,843.1489949226379
44.75,7.75,2000,867.1087646484375
44.75,7.75,2001,916.2289428710938
44.75,7.75,2002,744.5471668243408
44.75,7.75,2003,1115.5227947235107
44.75,7.75,2004,939.4098482131958
44.75,7.75,2005,908.6543307304382
44.75,7.75,2006,998.386974811554
44.75,7.75,2007,945.8791127204895
44.75,7.75,2008,815.7570013999939
44.75,7.75,2009,979.3480067253113
44.75,7.75,2010,844.5599327087402
44.75,7.75,2011,926.8533434867859
44.75,7.75,2012,847.4681506156921
44.75,7.75,2013,897.8931970596313
44.75,7.75,2014,785.0808663368225
44.75,7.75,2015,834.117103099823
44.75,7.75,2016,924.6521964073181
44.75,8.25,1982,942.107720375061
44.75,8.25,1983,910.4138746261597
44.75,8.25,1984,885.3117451667786
44.75,8.25,1985,981.6665534973145
44.75,8.25,1986,946.8335175514221
44.75,8.25,1987,1014.4604096412659
44.75,8.25,1988,952.3738579750061
44.75,8.25,1989,984.5443286895752
44.75,8.25,1990,1014.6863446235657
44.75,8.25,1991,1121.9520955085754
44.75,8.25,1992,881.991961479187
44.75,8.25,1993,1024.78382396698
44.75,8.25,1994,970.3369326591492
44.75,8.25,1995,955.0606355667114
44.75,8.25,1996,980.8437461853027
44.75,8.25,1997,1039.8490419387817
44.75,8.25,1998,1078.5399913787842
44.75,8.25,1999,1003.9746603965759
44.75,8.25,2000,1047.3186168670654
44.75,8.25,2001,1106.5698475837708
44.75,8.25,2002,875.4178166389465
44.75,8.25,2003,1269.9617266654968
44.75,8.25,2004,1103.6422538757324
44.75,8.25,2005,1030.3601231575012
44.75,8.25,2006,1154.8841319084167
44.75,8.25,2007,1132.941351890564
44.75,8.25,2008,936.4526405334473
44.75,8.25,2009,1138.1001524925232
44.75,8.25,2010,1008.9141755104065
44.75,8.25,2011,1109.021806716919
44.75,8.25,2012,1038.4765152931213
44.75,8.25,2013,1020.2987251281738
44.75,8.25,2014,906.9776973724365
44.75,8.25,2015,987.8879437446594
44.75,8.25,2016,1079.5192823410034
44.75,8.75,1982,1220.2792720794678
44.75,8.75,1983,1160.5857048034668
44.75,8.75,1984,1121.4380373954773
44.75,8.75,1985,1276.098889350891
44.75,8.75,1986,1226.8782925605774
44.75,8.75,1987,1297.1601190567017
44.75,8.75,1988,1227.3986868858337
44.75,8.75,1989,1295.992265701294
44.75,8.75,1990,1360.1288437843323
44.75,8.75,1991,1454.6742072105408
44.75,8.75,1992,1133.3352193832397
44.75,8.75,1993,1355.8882937431335
44.75,8.75,1994,1276.9812259674072
44.75,8.75,1995,1266.0216088294983
44.75,8.75,1996,1255.5448002815247
44.75,8.75,1997,1361.1027822494507
44.75,8.75,1998,1430.9516987800598
44.75,8.75,1999,1299.014756679535
44.75,8.75,2000,1408.1855750083923
44.75,8.75,2001,1462.8982729911804
44.75,8.75,2002,1137.9764404296875
44.75,8.75,2003,1662.5816888809204
44.75,8.75,2004,1488.6162934303284
44.75,8.75,2005,1341.7388591766357
44.75,8.75,2006,1515.7763662338257
44.75,8.75,2007,1425.8969793319702
44.75,8.75,2008,1229.739013671875
44.75,8.75,2009,1492.7247457504272
44.75,8.75,2010,1296.3372821807861
44.75,8.75,2011,1407.9059839248657
44.75,8.75,2012,1403.1083798408508
44.75,8.75,2013,1303.817638874054
44.75,8.75,2014,1167.8780784606934
44.75,8.75,2015,1285.8429989814758
44.75,8.75,2016,1439.7560873031616
44.75,9.25,1982,1253.2829909324646
44.75,9.25,1983,1240.473858833313
44.75,9.25,1984,1163.1620316505432
44.75,9.25,1985,1321.0350470542908
44.75,9.25,1986,1267.2156581878662
44.75,9.25,1987,1310.1713767051697
44.75,9.25,1988,1208.5171904563904
44.75,9.25,1989,1271.303599357605
44.75,9.25,1990,1348.8021850585938
44.75,9.25,1991,1451.8768591880798
44.75,9.25,1992,1220.9025688171387
44.75,9.25,1993,1362.0851244926453
44.75,9.25,1994,1359.0682926177979
44.75,9.25,1995,1283.143711090088
44.75,9.25,1996,1277.9798350334167
44.75,9.25,1997,1364.8182163238525
44.75,9.25,1998,1460.5550909042358
44.75,9.25,1999,1297.4720978736877
44.75,9.25,2000,1412.2815370559692
44.75,9.25,2001,1441.233507156372
44.75,9.25,2002,1133.6590595245361
44.75,9.25,2003,1665.7505521774292
44.75,9.25,2004,1492.1864643096924
44.75,9.25,2005,1337.7262830734253
44.75,9.25,2006,1519.8725204467773
44.75,9.25,2007,1428.4392585754395
44.75,9.25,2008,1252.7334909439087
44.75,9.25,2009,1502.1056718826294
44.75,9.25,2010,1254.9834413528442
44.75,9.25,2011,1400.8901376724243
44.75,9.25,2012,1411.964443206787
44.75,9.25,2013,1328.3668007850647
44.75,9.25,2014,1166.0564017295837
44.75,9.25,2015,1334.4812812805176
44.75,9.25,2016,1392.9155850410461
44.75,9.75,1982,915.2506632804871
44.75,9.75,1983,916.8368988037109
44.75,9.75,1984,846.7703678607941
44.75,9.75,1985,950.014181137085
44.75,9.75,1986,916.0537548065186
44.75,9.75,1987,959.5685486793518
44.75,9.75,1988,888.3878893852234
44.75,9.75,1989,898.1466569900513
44.75,9.75,1990,964.8025860786438
44.75,9.75,1991,1033.549660205841
44.75,9.75,1992,941.8768525123596
44.75,9.75,1993,995.6820669174194
44.75,9.75,1994,974.9390287399292
44.75,9.75,1995,926.2969374656677
44.75,9.75,1996,952.370005607605
44.75,9.75,1997,987.1368880271912
44.75,9.75,1998,1061.8171472549438
44.75,9.75,1999,954.5649538040161
44.75,9.75,2000,1019.3750405311584
44.75,9.75,2001,1029.019603729248
44.75,9.75,2002,852.14959192276
44.75,9.75,2003,1176.6001834869385
44.75,9.75,2004,1058.9686136245728
44.75,9.75,2005,969.1523966789246
44.75,9.75,2006,1083.11931848526
44.75,9.75,2007,1052.3605995178223
44.75,9.75,2008,942.2105751037598
44.75,9.75,2009,1071.1727380752563
44.75,9.75,2010,913.0989437103271
44.75,9.75,2011,1034.562448501587
44.75,9.75,2012,1060.8849177360535
44.75,9.75,2013,980.8684287071228
44.75,9.75,2014,854.9939422607422
44.75,9.75,2015,1007.3808908462524
44.75,9.75,2016,1015.420244216919
44.75,10.25,1982,883.4335346221924
44.75,10.25,1983,898.5272917747498
44.75,10.25,1984,815.301031589508
44.75,10.25,1985,908.7358765602112
44.75,10.25,1986,862.8048987388611
44.75,10.25,1987,953.7816305160522
44.75,10.25,1988,876.7359228134155
44.75,10.25,1989,855.3165149688721
44.75,10.25,1990,949.147141456604
44.75,10.25,1991,989.8265733718872
44.75,10.25,1992,955.3623490333557
44.75,10.25,1993,977.2084789276123
44.75,10.25,1994,925.1315937042236
44.75,10.25,1995,885.8126401901245
44.75,10.25,1996,944.2970066070557
44.75,10.25,1997,995.42902135849
44.75,10.25,1998,1054.4423398971558
44.75,10.25,1999,945.4039416313171
44.75,10.25,2000,984.4992480278015
44.75,10.25,2001,973.3028445243835
44.75,10.25,2002,836.0117955207825
44.75,10.25,2003,1122.3920707702637
44.75,10.25,2004,1003.961582660675
44.75,10.25,2005,931.3506197929382
44.75,10.25,2006,1018.5460481643677
44.75,10.25,2007,1037.4891080856323
44.75,10.25,2008,921.5222382545471
44.75,10.25,2009,1022.6185312271118
44.75,10.25,2010,879.209222316742
44.75,10.25,2011,996.0028219223022
44.75,10.25,2012,1064.596529006958
44.75,10.25,2013,922.3015174865723
44.75,10.25,2014,816.4249038696289
44.75,10.25,2015,980.9538178443909
44.75,10.25,2016,967.0298933982849
44.75,10.75,1982,976.2120990753174
44.75,10.75,1983,1009.5259871482849
44.75,10.75,1984,903.4489073753357
44.75,10.75,1985,1022.1249732971191
44.75,10.75,1986,960.7724943161011
44.75,10.75,1987,1062.7536878585815
44.75,10.75,1988,976.0412178039551
44.75,10.75,1989,936.8515472412109
44.75,10.75,1990,1043.3958039283752
44.75,10.75,1991,1090.5741701126099
44.75,10.75,1992,1113.104214668274
44.75,10.75,1993,1099.5132851600647
44.75,10.75,1994,1013.8002519607544
44.75,10.75,1995,954.6696391105652
44.75,10.75,1996,1036.0284185409546
44.75,10.75,1997,1116.450421333313
44.75,10.75,1998,1170.9895515441895
44.75,10.75,1999,1046.7356719970703
44.75,10.75,2000,1102.5152096748352
44.75,10.75,2001,1065.1694798469543
44.75,10.75,2002,919.198766708374
44.75,10.75,2003,1222.2458291053772
44.75,10.75,2004,1071.866919517517
44.75,10.75,2005,1022.1934866905212
44.75,10.75,2006,1103.6254234313965
44.75,10.75,2007,1126.4466152191162
44.75,10.75,2008,1007.2225584983826
44.75,10.75,2009,1120.5641922950745
44.75,10.75,2010,946.5431470870972
44.75,10.75,2011,1093.3931012153625
44.75,10.75,2012,1193.8382377624512
44.75,10.75,2013,1021.1945691108704
44.75,10.75,2014,907.5013084411621
44.75,10.75,2015,1089.9786500930786
44.75,10.75,2016,1065.653335571289
44.75,11.25,1982,956.1389417648315
44.75,11.25,1983,996.1764664649963
44.75,11.25,1984,881.0538282394409
44.75,11.25,1985,1015.90065574646
44.75,11.25,1986,959.9500017166138
44.75,11.25,1987,1052.1057124137878
44.75,11.25,1988,975.447271823883
44.75,11.25,1989,914.2731266021729
44.75,11.25,1990,1046.8078713417053
44.75,11.25,1991,1058.3936982154846
44.75,11.25,1992,1130.2281346321106
44.75,11.25,1993,1103.8569774627686
44.75,11.25,1994,1015.9007205963135
44.75,11.25,1995,935.7399549484253
44.75,11.25,1996,1025.3553919792175
44.75,11.25,1997,1101.6496229171753
44.75,11.25,1998,1170.2899284362793
44.75,11.25,1999,1045.126492023468
44.75,11.25,2000,1131.3508286476135
44.75,11.25,2001,1054.5805749893188
44.75,11.25,2002,910.9030041694641
44.75,11.25,2003,1207.4919919967651
44.75,11.25,2004,1065.1491594314575
44.75,11.25,2005,1015.3770298957825
44.75,11.25,2006,1088.5039372444153
44.75,11.25,2007,1128.8665113449097
44.75,11.25,2008,1017.5656886100769
44.75,11.25,2009,1107.6655616760254
44.75,11.25,2010,910.6553015708923
44.75,11.25,2011,1092.7918276786804
44.75,11.25,2012,1218.9329299926758
44.75,11.25,2013,1009.494544506073
44.75,11.25,2014,893.972580909729
44.75,11.25,2015,1092.0787029266357
44.75,11.25,2016,1063.2563848495483
44.75,11.75,1982,1028.6680641174316
44.75,11.75,1983,1080.3963050842285
44.75,11.75,1984,970.4637107849121
44.75,11.75,1985,1095.461552143097
44.75,11.75,1986,1073.6711888313293
44.75,11.75,1987,1167.6915969848633
44.75,11.75,1988,1063.3708381652832
44.75,11.75,1989,995.3678650856018
44.75,11.75,1990,1143.0949158668518
44.75,11.75,1991,1119.4906449317932
44.75,11.75,1992,1204.023630619049
44.75,11.75,1993,1211.103503227234
44.75,11.75,1994,1134.2519836425781
44.75,11.75,1995,1001.385311126709
44.75,11.75,1996,1132.6412725448608
44.75,11.75,1997,1174.39110994339
44.75,11.75,1998,1256.3774871826172
44.75,11.75,1999,1140.484899520874
44.75,11.75,2000,1261.4695825576782
44.75,11.75,2001,1171.881824016571
44.75,11.75,2002,993.482036113739
44.75,11.75,2003,1280.9385080337524
44.75,11.75,2004,1162.6870160102844
