lat,lon,year,yield_maize
44.25,7.75,1990,11.231312
44.25,7.75,1991,10.719433
44.25,7.75,1992,12.74846
44.25,7.75,1993,13.573235
44.25,7.75,1994,12.162379
44.25,7.75,1995,14.25776
44.25,7.75,1996,14.482355
44.25,7.75,1997,15.115263
44.25,7.75,1998,14.402645
44.25,7.75,1999,14.657988
44.25,7.75,2000,13.897618
44.25,7.75,2001,14.701508
44.25,7.75,2002,14.576176
44.25,7.75,2003,12.298773
44.25,7.75,2004,14.39765
44.25,7.75,2005,14.628692
44.25,7.75,2006,13.172995
44.25,7.75,2007,14.779437
44.25,7.75,2008,14.182974
44.25,7.75,2009,13.889964
44.25,7.75,2010,13.48788
44.25,7.75,2011,14.545188
44.25,7.75,2012,13.337563
44.25,7.75,2013,13.437532
44.25,7.75,2014,15.895902
44.25,7.75,2015,15.310852
44.25,7.75,2016,15.647698
44.25,10.75,1982,11.787119
44.25,10.75,1983,10.476537
44.25,10.75,1984,11.773861
44.25,10.75,1985,9.366126
44.25,10.75,1986,11.524019
44.25,10.75,1987,10.623666
44.25,10.75,1988,9.816074
44.25,10.75,1989,12.421483
44.25,10.75,1990,12.010322
44.25,10.75,1991,10.314743
44.25,10.75,1992,13.137212
44.25,10.75,1993,13.90847
44.25,10.75,1994,15.073413
44.25,10.75,1995,15.138663
44.25,10.75,1996,14.242658
44.25,10.75,1997,14.956212
44.25,10.75,1998,12.618806
44.25,10.75,1999,15.8713
44.25,10.75,2000,13.98992
44.25,10.75,2001,14.902504
44.25,10.75,2002,14.5162115
44.25,10.75,2003,11.454273
44.25,10.75,2004,15.136396
44.25,10.75,2005,14.108326
44.25,10.75,2006,12.821318
44.25,10.75,2007,12.483021
44.25,10.75,2008,13.520428
44.25,10.75,2009,12.054239
44.25,10.75,2010,13.602551
44.25,10.75,2011,13.349923
44.25,10.75,2012,11.966124
44.25,10.75,2013,12.429629
44.25,10.75,2014,15.0978155
44.25,10.75,2015,13.786693
44.25,10.75,2016,14.303396
44.25,11.25,1982,10.601578
44.25,11.25,1983,10.170758
44.25,11.25,1984,11.075874
44.25,11.25,1985,9.625108
44.25,11.25,1986,11.205585
44.25,11.25,1987,10.241192
44.25,11.25,1988,9.349217
44.25,11.25,1989,11.532188
44.25,11.25,1990,11.652904
44.25,11.25,1991,10.210315
44.25,11.25,1992,12.847755
44.25,11.25,1993,12.830394
44.25,11.25,1994,13.714006
44.25,11.25,1995,14.00812
44.25,11.25,1996,13.959251
44.25,11.25,1997,14.251071
44.25,11.25,1998,12.565253
44.25,11.25,1999,15.08513
44.25,11.25,2000,13.569542
44.25,11.25,2001,14.387786
44.25,11.25,2002,14.357722
44.25,11.25,2003,11.234888
44.25,11.25,2004,14.816501
44.25,11.25,2005,14.227389
44.25,11.25,2006,13.085434
44.25,11.25,2007,12.776414
44.25,11.25,2008,13.908833
44.25,11.25,2009,12.379347
44.25,11.25,2010,13.238466
44.25,11.25,2011,13.9583025
44.25,11.25,2012,12.182407
44.25,11.25,2013,13.075284
44.25,11.25,2014,14.791282
44.25,11.25,2015,13.73295
44.25,11.25,2016,14.248969
44.25,11.75,1982,7.058009
44.25,11.75,1983,6.905156
44.25,11.75,1984,8.359867
44.25,11.75,1985,5.3447785
44.25,11.75,1986,7.635679
44.25,11.75,1987,7.654874
44.25,11.75,1988,6.980862
44.25,11.75,1989,7.91496
44.25,11.75,1990,7.8916535
44.25,11.75,1991,7.504186
44.25,11.75,1992,8.942548
44.25,11.75,1993,9.244362
44.25,11.75,1994,9.685424
44.25,11.75,1995,9.8423395
44.25,11.75,1996,9.500466
44.25,11.75,1997,9.961577
44.25,11.75,1998,9.259625
44.25,11.75,1999,11.047405
44.25,11.75,2000,10.11284
44.25,11.75,2001,9.550433
44.25,11.75,2002,10.549921
44.25,11.75,2003,7.2239223
44.25,11.75,2004,10.247313
44.25,11.75,2005,10.217241
44.25,11.75,2006,9.140951
44.25,11.75,2007,8.569701
44.25,11.75,2008,9.906344
44.25,11.75,2009,8.636356
44.25,11.75,2010,9.702794
44.25,11.75,2011,9.499779
44.25,11.75,2012,8.131632
44.25,11.75,2013,9.373113
44.25,11.75,2014,11.219747
44.25,11.75,2015,9.90619
44.25,11.75,2016,10.3488035
44.75,6.75,1982,4.173969
44.75,6.75,1983,4.3000245
44.75,6.75,1984,4.009498
44.75,6.75,1985,5.4810796
44.75,6.75,1986,4.0902467
44.75,6.75,1987,5.8050923
44.75,6.75,1988,5.6006746
44.75,6.75,1989,4.7434535
44.75,6.75,1990,4.1606383
44.75,6.75,1991,5.031696
44.75,6.75,1992,5.0023565
44.75,6.75,1993,6.0685244
44.75,6.75,1994,5.8159404
44.75,6.75,1995,5.648385
44.75,6.75,1996,6.048012
44.75,6.75,1997,8.283391
44.75,6.75,1998,6.7715282
44.75,6.75,1999,6.8551464
44.75,6.75,2000,7.9684386
44.75,6.75,2001,6.528379
44.75,6.75,2002,6.999819
44.75,6.75,2003,5.81854
44.75,6.75,2004,6.6641326
44.75,6.75,2005,6.7172823
44.75,6.75,2006,6.8435326
44.75,6.75,2007,8.160282
44.75,6.75,2008,7.3369226
44.75,6.75,2009,7.6512747
44.75,6.75,2010,6.873226
44.75,6.75,2011,8.887675
44.75,6.75,2012,7.4705715
44.75,6.75,2013,5.515252
44.75,6.75,2014,7.6503677
44.75,6.75,2015,6.463251
44.75,6.75,2016,6.9030533
44.75,7.25,1982,10.603088
44.75,7.25,1983,10.581488
44.75,7.25,1984,9.336192
44.75,7.25,1985,10.9485655
44.75,7.25,1986,10.209357
44.75,7.25,1987,10.56056
44.75,7.25,1988,10.672442
44.75,7.25,1989,12.083683
44.75,7.25,1990,10.398013
44.75,7.25,1991,10.889345
44.75,7.25,1992,11.633682
44.75,7.25,1993,13.584158
44.75,7.25,1994,11.526303
44.75,7.25,1995,13.475233
44.75,7.25,1996,13.578108
44.75,7.25,1997,14.551633
44.75,7.25,1998,13.6159
44.75,7.25,1999,13.490276
44.75,7.25,2000,13.912484
44.75,7.25,2001,13.859829
44.75,7.25,2002,13.62393
44.75,7.25,2003,11.442715
44.75,7.25,2004,13.991903
44.75,7.25,2005,13.830759
44.75,7.25,2006,13.459549
44.75,7.25,2007,15.302446
44.75,7.25,2008,14.0356045
44.75,7.25,2009,13.232153
44.75,7.25,2010,13.601564
44.75,7.25,2011,14.70842
44.75,7.25,2012,13.148229
44.75,7.25,2013,13.210139
44.75,7.25,2014,16.180458
44.75,7.25,2015,14.769877
44.75,7.25,2016,14.853129
44.75,7.75,1982,8.796412
44.75,7.75,1983,9.178934
44.75,7.75,1984,9.090876
44.75,7.75,1985,8.903454
44.75,7.75,1986,9.250181
44.75,7.75,1987,9.472726
44.75,7.75,1988,9.713887
44.75,7.75,1989,9.746233
44.75,7.75,1990,8.942585
44.75,7.75,1991,9.112705
44.75,7.75,1992,10.90348
44.75,7.75,1993,11.469169
44.75,7.75,1994,10.5017185
44.75,7.75,1995,11.586558
44.75,7.75,1996,11.619077
44.75,7.75,1997,12.1328945
44.75,7.75,1998,11.69136
