lat,lon,year,precipitation
44.25,7.75,2013,13267.112600326538
44.25,7.75,2014,15614.571189880371
44.25,7.75,2015,12865.817876815796
44.25,7.75,2016,11823.308395385742
44.25,10.75,1982,10165.986574172974
44.25,10.75,1983,10151.881254673004
44.25,10.75,1984,15304.959500312805
44.25,10.75,1985,8328.647000312805
44.25,10.75,1986,10026.272283554077
44.25,10.75,1987,9689.29144191742
44.25,10.75,1988,9272.351822376251
44.25,10.75,1989,15740.25777053833
44.25,10.75,1990,8816.632315635681
44.25,10.75,1991,10706.304400920868
44.25,10.75,1992,8793.590818405151
44.25,10.75,1993,9401.12093925476
44.25,10.75,1994,11526.364331245422
44.25,10.75,1995,13722.545210838318
44.25,10.75,1996,11876.978359222412
44.25,10.75,1997,9330.439922332764
44.25,10.75,1998,8427.518417358398
44.25,10.75,1999,11245.75880241394
44.25,10.75,2000,9671.901002883911
44.25,10.75,2001,11108.12940788269
44.25,10.75,2002,15890.663887023926
44.25,10.75,2003,5821.534299373627
44.25,10.75,2004,10762.544835090637
44.25,10.75,2005,10067.737260818481
44.25,10.75,2006,10041.854873657227
44.25,10.75,2007,8108.0192856788635
44.25,10.75,2008,10716.197306156158
44.25,10.75,2009,8089.8010597229
44.25,10.75,2010,14463.741353988647
44.25,10.75,2011,7854.990800857544
44.25,10.75,2012,9755.115760803223
44.25,10.75,2013,10509.33617591858
44.25,10.75,2014,13455.87098121643
44.25,10.75,2015,9241.509693145752
44.25,10.75,2016,12158.453330039978
44.25,11.25,1982,6954.304701805115
44.25,11.25,1983,7261.532287359238
44.25,11.25,1984,10898.586296081543
44.25,11.25,1985,5785.093412876129
44.25,11.25,1986,9151.364971160889
44.25,11.25,1987,6447.3491678237915
44.25,11.25,1988,7419.034878015518
44.25,11.25,1989,15009.794786453247
44.25,11.25,1990,7047.848507881165
44.25,11.25,1991,7788.874494552612
44.25,11.25,1992,4827.469602584839
44.25,11.25,1993,6110.711162567139
44.25,11.25,1994,9340.95682311058
44.25,11.25,1995,10899.453489303589
44.25,11.25,1996,9499.30189704895
44.25,11.25,1997,6817.071948051453
44.25,11.25,1998,6242.430742263794
44.25,11.25,1999,8550.638505935669
44.25,11.25,2000,8043.414942741394
44.25,11.25,2001,8557.180480957031
44.25,11.25,2002,13644.201971054077
44.25,11.25,2003,3963.446192264557
44.25,11.25,2004,9634.766987800598
44.25,11.25,2005,8411.237179756165
44.25,11.25,2006,7762.236150741577
44.25,11.25,2007,5899.548399925232
44.25,11.25,2008,9212.251895427704
44.25,11.25,2009,6069.309762954712
44.25,11.25,2010,10321.18934726715
44.25,11.25,2011,5656.954414844513
44.25,11.25,2012,8390.923170089722
44.25,11.25,2013,7448.24084186554
44.25,11.25,2014,11403.376364707947
44.25,11.25,2015,7905.502255439758
44.25,11.25,2016,9541.59986114502
44.25,11.75,1982,6239.528197288513
44.25,11.75,1983,6556.792532444
44.25,11.75,1984,9532.147617816925
44.25,11.75,1985,4964.17724275589
44.25,11.75,1986,8304.577161312103
44.25,11.75,1987,5885.392032623291
44.25,11.75,1988,7100.412798643112
44.25,11.75,1989,15670.396797180176
44.25,11.75,1990,7341.182450294495
44.25,11.75,1991,7143.613603591919
44.25,11.75,1992,3911.1541228294373
44.25,11.75,1993,5399.653318405151
44.25,11.75,1994,8256.234862804413
44.25,11.75,1995,11070.227771759033
44.25,11.75,1996,8441.675946235657
44.25,11.75,1997,5958.880325317383
44.25,11.75,1998,6025.966631412506
44.25,11.75,1999,8202.172636985779
44.25,11.75,2000,6829.629698753357
44.25,11.75,2001,7229.560009002686
44.25,11.75,2002,13978.316648483276
44.25,11.75,2003,4368.73574924469
44.25,11.75,2004,7989.836480140686
44.25,11.75,2005,9231.170225143433
44.25,11.75,2006,8233.86591911316
44.25,11.75,2007,5933.273815155029
44.25,11.75,2008,8366.38456106186
44.25,11.75,2009,5572.7669134140015
44.25,11.75,2010,10101.225442886353
44.25,11.75,2011,5025.717866420746
44.25,11.75,2012,8097.367692947388
44.25,11.75,2013,6812.019468784332
44.25,11.75,2014,12292.366707801819
44.25,11.75,2015,7474.675137519836
44.25,11.75,2016,8763.060808181763
44.75,6.75,1982,11902.061382293701
44.75,6.75,1983,14490.206285476685
44.75,6.75,1984,14148.823326587677
44.75,6.75,1985,10790.274370193481
44.75,6.75,1986,9496.786897659302
44.75,6.75,1987,10146.60517501831
44.75,6.75,1988,11160.804270744324
44.75,6.75,1989,8856.205770492554
44.75,6.75,1990,9578.295026779175
44.75,6.75,1991,11061.588807106018
44.75,6.75,1992,15266.911571502686
44.75,6.75,1993,12715.194906234741
44.75,6.75,1994,14730.89730834961
44.75,6.75,1995,13782.311393737793
44.75,6.75,1996,12157.78335571289
44.75,6.75,1997,11836.61957359314
44.75,6.75,1998,9801.696438789368
44.75,6.75,1999,13440.899803161621
44.75,6.75,2000,11910.159004211426
44.75,6.75,2001,10867.00770664215
44.75,6.75,2002,16120.454921722412
44.75,6.75,2003,7952.053862571716
44.75,6.75,2004,7849.255256652832
44.75,6.75,2005,10398.63723564148
44.75,6.75,2006,12959.28923034668
44.75,6.75,2007,10856.62041091919
44.75,6.75,2008,13907.532797813416
44.75,6.75,2009,10032.411512374878
44.75,6.75,2010,13179.770931243896
44.75,6.75,2011,12917.719505310059
44.75,6.75,2012,10073.859546661377
44.75,6.75,2013,12320.476987838745
44.75,6.75,2014,13649.197637557983
44.75,6.75,2015,13138.986087799072
44.75,6.75,2016,12454.023736953735
44.75,7.25,1982,16103.712547302246
44.75,7.25,1983,18002.612377166748
44.75,7.25,1984,19795.559557914734
44.75,7.25,1985,15675.7346534729
44.75,7.25,1986,15512.14651107788
44.75,7.25,1987,13166.151054382324
44.75,7.25,1988,18164.39345741272
44.75,7.25,1989,13047.147943496704
44.75,7.25,1990,15286.855699539185
44.75,7.25,1991,13948.286127090454
44.75,7.25,1992,21841.29297065735
44.75,7.25,1993,17028.671905517578
44.75,7.25,1994,20792.25389099121
44.75,7.25,1995,19241.265071868896
44.75,7.25,1996,15766.983564376831
44.75,7.25,1997,16287.959678649902
44.75,7.25,1998,14078.760543823242
44.75,7.25,1999,20407.434436798096
44.75,7.25,2000,17659.025424957275
44.75,7.25,2001,16746.75726699829
44.75,7.25,2002,25275.865573883057
44.75,7.25,2003,10022.251510620117
44.75,7.25,2004,12562.207706451416
44.75,7.25,2005,15976.17897605896
44.75,7.25,2006,16248.303777694702
44.75,7.25,2007,15777.03404045105
44.75,7.25,2008,19956.272970199585
44.75,7.25,2009,15049.277074813843
44.75,7.25,2010,22994.15350341797
44.75,7.25,2011,18243.86791419983
44.75,7.25,2012,17521.837188720703
44.75,7.25,2013,18485.371982574463
44.75,7.25,2014,21475.898860931396
44.75,7.25,2015,18558.473831176758
44.75,7.25,2016,17757.55474090576
44.75,7.75,1982,8447.512201309204
44.75,7.75,1983,10542.330760002136
44.75,7.75,1984,15210.197124481201
44.75,7.75,1985,9350.955737113953
44.75,7.75,1986,9434.571581840515
44.75,7.75,1987,6686.57958984375
44.75,7.75,1988,10027.78567314148
44.75,7.75,1989,5551.211149692535
44.75,7.75,1990,7295.051166057587
44.75,7.75,1991,8901.605202198029
44.75,7.75,1992,13640.09597826004
44.75,7.75,1993,10372.62066936493
44.75,7.75,1994,13770.042843818665
44.75,7.75,1995,12377.453948020935
44.75,7.75,1996,8074.167240142822
44.75,7.75,1997,8182.723720550537
44.75,7.75,1998,7392.0660581588745
44.75,7.75,1999,11654.108413696289
44.75,7.75,2000,12343.906657218933
44.75,7.75,2001,9419.163062095642
44.75,7.75,2002,17386.75739479065
44.75,7.75,2003,3790.725604534149
44.75,7.75,2004,6514.432409763336
44.75,7.75,2005,8943.88887834549
44.75,7.75,2006,10565.028965950012
44.75,7.75,2007,9902.664318323135
44.75,7.75,2008,12042.329358100891
44.75,7.75,2009,6889.722932338715
44.75,7.75,2010,13463.90175819397
44.75,7.75,2011,9346.917091369629
44.75,7.75,2012,10767.801818847656
44.75,7.75,2013,10237.573934555054
44.75,7.75,2014,12272.699764251709
44.75,7.75,2015,11973.704857349396
44.75,7.75,2016,9165.420038223267
44.75,8.25,1982,9781.234763145447
44.75,8.25,1983,8188.351088047028
44.75,8.25,1984,14322.771793484688
44.75,8.25,1985,8307.443213939667
44.75,8.25,1986,7448.284106254578
44.75,8.25,1987,7519.996850967407
44.75,8.25,1988,7654.43764257431
44.75,8.25,1989,7155.618650436401
44.75,8.25,1990,6248.629019737244
44.75,8.25,1991,7322.445990085602
44.75,8.25,1992,12222.281476020813
44.75,8.25,1993,10173.25743341446
44.75,8.25,1994,12516.262172698975
44.75,8.25,1995,12648.59457206726
44.75,8.25,1996,8935.548894882202
44.75,8.25,1997,8368.636058807373
44.75,8.25,1998,9032.052967071533
44.75,8.25,1999,9979.781859397888
44.75,8.25,2000,10506.95829963684
44.75,8.25,2001,8214.044340133667
44.75,8.25,2002,15656.235774993896
44.75,8.25,2003,4663.794919967651
44.75,8.25,2004,6123.418507575989
44.75,8.25,2005,9397.0932970047
44.75,8.25,2006,11356.314671516418
44.75,8.25,2007,8719.626647472382
44.75,8.25,2008,11673.350355148315
44.75,8.25,2009,6935.669999599457
44.75,8.25,2010,11535.555356025696
44.75,8.25,2011,8271.644916057587
44.75,8.25,2012,9838.733854293823
44.75,8.25,2013,10239.368562698364
44.75,8.25,2014,12495.016994476318
44.75,8.25,2015,11753.723885536194
44.75,8.25,2016,9006.647117614746
44.75,8.75,1982,9433.609820365906
44.75,8.75,1983,8173.770792961121
44.75,8.75,1984,12863.016183972359
44.75,8.75,1985,7899.4076063632965
44.75,8.75,1986,6458.315729141235
44.75,8.75,1987,6973.970952987671
44.75,8.75,1988,6740.857825756073
44.75,8.75,1989,5868.458888053894
44.75,8.75,1990,4525.192249774933
44.75,8.75,1991,6857.889113903046
44.75,8.75,1992,10923.937617301941
44.75,8.75,1993,8026.496503829956
44.75,8.75,1994,11024.968708992004
44.75,8.75,1995,10333.67110490799
44.75,8.75,1996,8967.223314285278
44.75,8.75,1997,6987.493902683258
44.75,8.75,1998,8127.008428573608
44.75,8.75,1999,9159.23104763031
44.75,8.75,2000,7861.735934257507
44.75,8.75,2001,7462.815095901489
44.75,8.75,2002,11720.621503829956
44.75,8.75,2003,3920.8250885009766
44.75,8.75,2004,4553.2706823349
44.75,8.75,2005,8825.19100856781
44.75,8.75,2006,10467.704592704773
44.75,8.75,2007,7945.530881881714
44.75,8.75,2008,10734.17955493927
44.75,8.75,2009,5952.424035072327
44.75,8.75,2010,10306.257403850555
44.75,8.75,2011,7205.159605264664
44.75,8.75,2012,8458.85357093811
44.75,8.75,2013,9465.665239334106
44.75,8.75,2014,10022.257495880127
44.75,8.75,2015,9672.454759597778
44.75,8.75,2016,6704.699472427368
44.75,9.25,1982,12785.028573989868
44.75,9.25,1983,9909.337898254395
44.75,9.25,1984,15100.162788033485
44.75,9.25,1985,9512.306967258453
44.75,9.25,1986,8427.646960258484
44.75,9.25,1987,9548.21210861206
44.75,9.25,1988,10026.285209655762
44.75,9.25,1989,9212.400135040283
44.75,9.25,1990,7745.512487411499
44.75,9.25,1991,9339.374500751495
44.75,9.25,1992,12542.213762283325
44.75,9.25,1993,10117.940817832947
44.75,9.25,1994,12233.874641418457
44.75,9.25,1995,13459.664643287659
44.75,9.25,1996,11728.259997367859
44.75,9.25,1997,9869.174168586731
44.75,9.25,1998,10202.976050376892
44.75,9.25,1999,12077.948810577393
44.75,9.25,2000,9772.667953491211
44.75,9.25,2001,10598.751960754395
44.75,9.25,2002,15790.04513168335
44.75,9.25,2003,6116.44721031189
44.75,9.25,2004,6863.529765129089
44.75,9.25,2005,11725.242067337036
44.75,9.25,2006,10566.665871620178
44.75,9.25,2007,9421.776240348816
44.75,9.25,2008,12712.168087005615
44.75,9.25,2009,8026.389919281006
44.75,9.25,2010,14254.178518295288
44.75,9.25,2011,9535.101652622223
44.75,9.25,2012,11139.125576019287
44.75,9.25,2013,12238.302938461304
44.75,9.25,2014,13438.679248809814
44.75,9.25,2015,11444.650956630707
44.75,9.25,2016,9684.449140548706
44.75,9.75,1982,12239.018577575684
44.75,9.75,1983,8597.404698371887
44.75,9.75,1984,14323.472464084625
44.75,9.75,1985,8266.111385822296
44.75,9.75,1986,8141.100354194641
44.75,9.75,1987,8743.733757019043
44.75,9.75,1988,9400.92771434784
44.75,9.75,1989,10877.46175289154
44.75,9.75,1990,7621.278511047363
44.75,9.75,1991,8566.018373966217
44.75,9.75,1992,9926.641290664673
44.75,9.75,1993,9233.43533706665
44.75,9.75,1994,12083.2934217453
44.75,9.75,1995,12411.36617231369
44.75,9.75,1996,9902.37126159668
44.75,9.75,1997,9643.69923877716
44.75,9.75,1998,8793.632959842682
44.75,9.75,1999,10147.536249160767
44.75,9.75,2000,9546.196477890015
44.75,9.75,2001,10503.41639328003
44.75,9.75,2002,14562.348541259766
44.75,9.75,2003,5304.309163570404
44.75,9.75,2004,7318.292329788208
44.75,9.75,2005,10217.771673202515
44.75,9.75,2006,9447.366717338562
44.75,9.75,2007,9654.979152202606
44.75,9.75,2008,10146.819525718689
44.75,9.75,2009,6927.3764390945435
44.75,9.75,2010,14686.067702293396
44.75,9.75,2011,7941.548081874847
44.75,9.75,2012,11055.529131889343
44.75,9.75,2013,11291.137144088745
44.75,9.75,2014,12389.851661682129
44.75,9.75,2015,9027.857630252838
44.75,9.75,2016,9026.010372161865
44.75,10.25,1982,9948.92295742035
44.75,10.25,1983,7054.195990562439
44.75,10.25,1984,12163.711631298065
44.75,10.25,1985,6751.18606710434
44.75,10.25,1986,7762.102555274963
44.75,10.25,1987,6411.872580528259
44.75,10.25,1988,8265.933547496796
44.75,10.25,1989,10757.940948486328
44.75,10.25,1990,6977.451541900635
44.75,10.25,1991,7339.23534822464
44.75,10.25,1992,7682.886144161224
44.75,10.25,1993,7437.859620094299
44.75,10.25,1994,9968.006452560425
44.75,10.25,1995,10354.31218957901
44.75,10.25,1996,8180.504194736481
44.75,10.25,1997,7240.21266746521
44.75,10.25,1998,6990.73632144928
44.75,10.25,1999,8782.656183242798
44.75,10.25,2000,8171.682632446289
44.75,10.25,2001,9209.89361000061
44.75,10.25,2002,13499.182823181152
44.75,10.25,2003,4753.403203010559
44.75,10.25,2004,7478.30181312561
44.75,10.25,2005,8749.520101547241
44.75,10.25,2006,8305.265454769135
44.75,10.25,2007,8083.558614492416
44.75,10.25,2008,9305.63626241684
44.75,10.25,2009,5805.061729431152
44.75,10.25,2010,12471.816152572632
44.75,10.25,2011,6503.565901637077
44.75,10.25,2012,9418.618460655212
44.75,10.25,2013,9819.109352588654
44.75,10.25,2014,10764.870506286621
44.75,10.25,2015,7233.295467853546
44.75,10.25,2016,8009.659707069397
44.75,10.75,1982,9059.59724521637
44.75,10.75,1983,6994.326268672943
44.75,10.75,1984,10782.218559265137
44.75,10.75,1985,5598.341365098953
44.75,10.75,1986,7649.2849817276
44.75,10.75,1987,5388.886465072632
44.75,10.75,1988,8251.747641563416
44.75,10.75,1989,12274.921440124512
44.75,10.75,1990,6998.19277381897
44.75,10.75,1991,7252.638689517975
44.75,10.75,1992,5892.126495838165
44.75,10.75,1993,6600.8836669921875
44.75,10.75,1994,9433.4783577919
44.75,10.75,1995,10252.00321340561
44.75,10.75,1996,8219.74118900299
44.75,10.75,1997,6612.274586677551
44.75,10.75,1998,6740.047250747681
44.75,10.75,1999,9490.276371002197
44.75,10.75,2000,7407.977663040161
44.75,10.75,2001,8334.877581596375
44.75,10.75,2002,14266.34638595581
44.75,10.75,2003,4652.354046821594
44.75,10.75,2004,7741.1246881484985
44.75,10.75,2005,9647.10803604126
44.75,10.75,2006,7932.549861431122
44.75,10.75,2007,7751.741371393204
44.75,10.75,2008,10204.969383716583
44.75,10.75,2009,5883.288665771484
44.75,10.75,2010,12071.943949699402
44.75,10.75,2011,6553.801118373871
44.75,10.75,2012,8849.142680168152
44.75,10.75,2013,8753.440810203552
44.75,10.75,2014,11372.260683059692
44.75,10.75,2015,7085.632432937622
44.75,10.75,2016,9356.337701797485
44.75,11.25,1982,8002.393183708191
44.75,11.25,1983,6848.069098949432
44.75,11.25,1984,9558.828414916992
44.75,11.25,1985,4569.383214712143
44.75,11.25,1986,6826.007294654846
44.75,11.25,1987,5225.559814453125
44.75,11.25,1988,7682.273792982101
44.75,11.25,1989,12940.42993927002
44.75,11.25,1990,6792.486597061157
44.75,11.25,1991,6785.01251077652
44.75,11.25,1992,4675.166567802429
44.75,11.25,1993,5740.9282393455505
44.75,11.25,1994,8491.273283958435
44.75,11.25,1995,10553.944951057434
44.75,11.25,1996,8191.111318588257
44.75,11.25,1997,6215.152610778809
44.75,11.25,1998,6618.747751235962
44.75,11.25,1999,9015.498779296875
44.75,11.25,2000,6765.913207054138
44.75,11.25,2001,7643.975206375122
44.75,11.25,2002,14475.418733596802
44.75,11.25,2003,4541.069001674652
44.75,11.25,2004,6630.461194038391
44.75,11.25,2005,9695.551251411438
44.75,11.25,2006,7442.213879585266
44.75,11.25,2007,6769.331774711609
44.75,11.25,2008,9863.398077964783
44.75,11.25,2009,6264.969689369202
44.75,11.25,2010,11211.260890960693
44.75,11.25,2011,6543.242639422417
44.75,11.25,2012,8227.000164985657
44.75,11.25,2013,7953.6112604141235
44.75,11.25,2014,11204.838460922241
44.75,11.25,2015,6579.408411026001
44.75,11.25,2016,9813.209076404572
44.75,11.75,1982,7453.232894897461
44.75,11.75,1983,6082.2305788993835
44.75,11.75,1984,9115.670519828796
44.75,11.75,1985,4247.557080745697
44.75,11.75,1986,5903.956518173218
44.75,11.75,1987,5252.371881008148
44.75,11.75,1988,7525.6996114254
44.75,11.75,1989,12638.956031799316
44.75,11.75,1990,6816.322053909302
44.75,11.75,1991,6653.000500202179
44.75,11.75,1992,4499.030397891998
44.75,11.75,1993,5891.056361675262
44.75,11.75,1994,7477.730113506317
44.75,11.75,1995,11294.036664962769
44.75,11.75,1996,8319.381377220154
44.75,11.75,1997,6313.990007400513
44.75,11.75,1998,6358.954971313477
44.75,11.75,1999,8306.595405578613
44.75,11.75,2000,6022.573585510254
44.75,11.75,2001,7129.445137023926
44.75,11.75,2002,14329.382177352905
44.75,11.75,2003,4799.827195644379
44.75,11.75,2004,6187.08038520813
44.75,11.75,2005,9645.230687141418
44.75,11.75,2006,7613.46346950531
44.75,11.75,2007,6745.382728099823
44.75,11.75,2008,9870.635029792786
44.75,11.75,2009,6112.060358047485
44.75,11.75,2010,11057.98420715332
44.75,11.75,2011,5533.497630357742
44.75,11.75,2012,7841.981670856476
44.75,11.75,2013,7416.563884735107
44.75,11.75,2014,11748.887769699097
44.75,11.75,2015,5985.543665885925
44.75,11.75,2016,10283.932273864746
45.25,6.75,1982,12324.667121887207
45.25,6.75,1983,14234.705549240112
45.25,6.75,1984,14618.981843948364
45.25,6.75,1985,13343.763547897339
45.25,6.75,1986,10371.586406707764
45.25,6.75,1987,11770.237232208252
45.25,6.75,1988,12653.871774673462
45.25,6.75,1989,9836.949708938599
45.25,6.75,1990,10114.828637123108
45.25,6.75,1991,10949.748567581177
45.25,6.75,1992,16054.740531921387
45.25,6.75,1993,14878.273441314697
45.25,6.75,1994,16035.837953567505
45.25,6.75,1995,14323.712448120117
45.25,6.75,1996,13421.574005126953
45.25,6.75,1997,12871.645889282227
45.25,6.75,1998,11590.27071762085
45.25,6.75,1999,15182.253547668457
45.25,6.75,2000,12974.185861587524
45.25,6.75,2001,12891.08113861084
45.25,6.75,2002,17514.26214981079
45.25,6.75,2003,9497.792770385742
45.25,6.75,2004,8917.981115341187
45.25,6.75,2005,11398.594656944275
45.25,6.75,2006,14426.44027519226
45.25,6.75,2007,14189.39489364624
45.25,6.75,2008,14199.391176223755
45.25,6.75,2009,10811.401187896729
45.25,6.75,2010,14563.477277755737
45.25,6.75,2011,13875.202732086182
45.25,6.75,2012,12429.648616790771
45.25,6.75,2013,13354.489116668701
45.25,6.75,2014,13873.431587219238
45.25,6.75,2015,13295.582021713257
45.25,6.75,2016,12701.823303222656
45.25,7.25,1982,20262.891220092773
45.25,7.25,1983,20031.9466381073
45.25,7.25,1984,22760.411833763123
45.25,7.25,1985,19893.483781814575
45.25,7.25,1986,17759.41342163086
45.25,7.25,1987,18422.81454849243
45.25,7.25,1988,22617.246322631836
45.25,7.25,1989,15368.843318939209
45.25,7.25,1990,16446.398775100708
45.25,7.25,1991,14729.744979858398
45.25,7.25,1992,25473.098945617676
45.25,7.25,1993,25021.09129714966
45.25,7.25,1994,25839.802974700928
45.25,7.25,1995,20968.8289604187
45.25,7.25,1996,19125.712909698486
45.25,7.25,1997,18603.496828079224
45.25,7.25,1998,18481.507890701294
45.25,7.25,1999,24791.884162902832
45.25,7.25,2000,20960.399906158447
45.25,7.25,2001,20002.21378326416
45.25,7.25,2002,27840.716800689697
45.25,7.25,2003,13852.046802520752
45.25,7.25,2004,14982.107299804688
45.25,7.25,2005,18136.48134613037
45.25,7.25,2006,19790.08218383789
45.25,7.25,2007,21314.849824905396
45.25,7.25,2008,24526.81551361084
45.25,7.25,2009,18731.232593536377
45.25,7.25,2010,23863.04946899414
45.25,7.25,2011,21553.39504623413
45.25,7.25,2012,23031.58045578003
45.25,7.25,2013,22168.629901885986
45.25,7.25,2014,22412.849361419678
45.25,7.25,2015,19653.084846496582
