lat,lon,year,precipitation
45.25,7.25,2016,19925.970336914062
45.25,7.75,1982,13038.862621307373
45.25,7.75,1983,12997.027318954468
45.25,7.75,1984,18018.51670217514
45.25,7.75,1985,13358.977970123291
45.25,7.75,1986,10035.952480316162
45.25,7.75,1987,11547.259586334229
45.25,7.75,1988,14698.420486450195
45.25,7.75,1989,6908.578934669495
45.25,7.75,1990,8188.960204124451
45.25,7.75,1991,9419.039019584656
45.25,7.75,1992,17730.9535446167
45.25,7.75,1993,17232.018968582153
45.25,7.75,1994,16938.583353996277
45.25,7.75,1995,14991.136053085327
45.25,7.75,1996,11211.380630493164
45.25,7.75,1997,10904.362057685852
45.25,7.75,1998,11395.249523162842
45.25,7.75,1999,16106.850677490234
45.25,7.75,2000,14385.21498298645
45.25,7.75,2001,12911.16647529602
45.25,7.75,2002,21532.80023574829
45.25,7.75,2003,5276.138056755066
45.25,7.75,2004,8155.021865844727
45.25,7.75,2005,12440.009199142456
45.25,7.75,2006,12206.65698337555
45.25,7.75,2007,14761.131196975708
45.25,7.75,2008,15224.61796760559
45.25,7.75,2009,9384.671808242798
45.25,7.75,2010,16113.181838035583
45.25,7.75,2011,12605.68952178955
45.25,7.75,2012,14208.003141403198
45.25,7.75,2013,14723.779220581055
45.25,7.75,2014,14872.122047424316
45.25,7.75,2015,13617.218450546265
45.25,7.75,2016,11754.951313018799
45.25,8.25,1982,12929.94545173645
45.25,8.25,1983,10069.667441368103
45.25,8.25,1984,15896.610496759415
45.25,8.25,1985,11121.00191116333
45.25,8.25,1986,8719.107522010803
45.25,8.25,1987,10139.166355133057
45.25,8.25,1988,10917.946323394775
45.25,8.25,1989,7084.505593299866
45.25,8.25,1990,7306.372944831848
45.25,8.25,1991,8655.329785823822
45.25,8.25,1992,15555.128900527954
45.25,8.25,1993,12748.172435760498
45.25,8.25,1994,13901.580408096313
45.25,8.25,1995,14740.029012680054
45.25,8.25,1996,10027.350156784058
45.25,8.25,1997,10096.874829769135
45.25,8.25,1998,9775.043403625488
45.25,8.25,1999,12879.108879089355
45.25,8.25,2000,13555.64616394043
45.25,8.25,2001,10448.826066970825
45.25,8.25,2002,19269.2504196167
45.25,8.25,2003,5689.187682151794
45.25,8.25,2004,6694.994998455048
45.25,8.25,2005,11249.973601341248
45.25,8.25,2006,11398.261835575104
45.25,8.25,2007,12701.334686279297
45.25,8.25,2008,13506.750540733337
45.25,8.25,2009,7936.2825565338135
45.25,8.25,2010,15037.942789077759
45.25,8.25,2011,10591.179204940796
45.25,8.25,2012,10667.689270019531
45.25,8.25,2013,14762.291301727295
45.25,8.25,2014,13947.612768173218
45.25,8.25,2015,12848.93413066864
45.25,8.25,2016,10988.728197097778
45.25,8.75,1982,11692.744125366211
45.25,8.75,1983,8900.230507850647
45.25,8.75,1984,13354.688408374786
45.25,8.75,1985,9007.894065856934
45.25,8.75,1986,8241.438437461853
45.25,8.75,1987,7853.684815406799
45.25,8.75,1988,8305.971774101257
45.25,8.75,1989,6034.220770597458
45.25,8.75,1990,6112.545275688171
45.25,8.75,1991,7533.422025203705
45.25,8.75,1992,10583.136651992798
45.25,8.75,1993,10656.298976898193
45.25,8.75,1994,13205.442984580994
45.25,8.75,1995,12426.681658744812
45.25,8.75,1996,9665.423406600952
45.25,8.75,1997,8943.635032653809
45.25,8.75,1998,8765.415155410767
45.25,8.75,1999,10438.6592502594
45.25,8.75,2000,11387.125322341919
45.25,8.75,2001,8587.078903198242
45.25,8.75,2002,15000.315839767456
45.25,8.75,2003,5172.517204284668
45.25,8.75,2004,6143.7051429748535
45.25,8.75,2005,10172.170349121094
45.25,8.75,2006,10292.024147987366
45.25,8.75,2007,10813.38631439209
45.25,8.75,2008,12272.153652191162
45.25,8.75,2009,6290.893048524857
45.25,8.75,2010,14434.537199020386
45.25,8.75,2011,9012.466861724854
45.25,8.75,2012,8496.0263671875
45.25,8.75,2013,10637.602712631226
45.25,8.75,2014,11502.129529953003
45.25,8.75,2015,9898.855024337769
45.25,8.75,2016,9144.125793457031
45.25,9.25,1982,10850.422130584717
45.25,9.25,1983,8336.347648143768
45.25,9.25,1984,12747.006291389465
45.25,9.25,1985,8037.988194465637
45.25,9.25,1986,8071.221141815186
45.25,9.25,1987,6706.811665534973
45.25,9.25,1988,8580.41010761261
45.25,9.25,1989,7544.512784957886
45.25,9.25,1990,7099.330083847046
45.25,9.25,1991,7459.046389102936
45.25,9.25,1992,9100.6330575943
45.25,9.25,1993,9708.854387283325
45.25,9.25,1994,11268.044757843018
45.25,9.25,1995,11835.130339622498
45.25,9.25,1996,9012.68947505951
45.25,9.25,1997,9798.99596786499
45.25,9.25,1998,9106.085105895996
45.25,9.25,1999,9024.584961891174
45.25,9.25,2000,9457.835277557373
45.25,9.25,2001,7955.465695381165
45.25,9.25,2002,15750.298862457275
45.25,9.25,2003,4760.953263759613
45.25,9.25,2004,6551.675591468811
45.25,9.25,2005,10822.684118270874
45.25,9.25,2006,8448.290596961975
45.25,9.25,2007,10496.735780954361
45.25,9.25,2008,11369.32539653778
45.25,9.25,2009,5780.332170009613
45.25,9.25,2010,16040.732625961304
45.25,9.25,2011,8628.199327468872
45.25,9.25,2012,8586.20571899414
45.25,9.25,2013,10252.592342376709
45.25,9.25,2014,11114.282761573792
45.25,9.25,2015,9051.714686393738
45.25,9.25,2016,10571.596309661865
45.25,9.75,1982,12501.267642974854
45.25,9.75,1983,8339.511810779572
45.25,9.75,1984,13290.400895118713
45.25,9.75,1985,8147.055881023407
45.25,9.75,1986,8566.723760604858
45.25,9.75,1987,7769.924237251282
45.25,9.75,1988,9008.759888648987
45.25,9.75,1989,10443.05071735382
45.25,9.75,1990,7944.939222335815
45.25,9.75,1991,8444.704640507698
45.25,9.75,1992,9116.487064361572
45.25,9.75,1993,9444.59959602356
45.25,9.75,1994,11176.296752929688
45.25,9.75,1995,11993.34548664093
45.25,9.75,1996,9417.215744018555
45.25,9.75,1997,9861.235602378845
45.25,9.75,1998,9939.592617988586
45.25,9.75,1999,8856.530639648438
45.25,9.75,2000,9245.810648918152
45.25,9.75,2001,8881.16201877594
45.25,9.75,2002,16797.12070083618
45.25,9.75,2003,4864.055578708649
45.25,9.75,2004,8047.249108314514
45.25,9.75,2005,11534.114971160889
45.25,9.75,2006,8401.13425540924
45.25,9.75,2007,11767.297960281372
45.25,9.75,2008,11475.42932510376
45.25,9.75,2009,6770.439117193222
45.25,9.75,2010,16430.33773612976
45.25,9.75,2011,9178.312445640564
45.25,9.75,2012,10100.15249633789
45.25,9.75,2013,11496.694870948792
45.25,9.75,2014,12910.068208694458
45.25,9.75,2015,8802.80201625824
45.25,9.75,2016,11786.040513038635
45.25,10.25,1982,13412.154825210571
45.25,10.25,1983,8994.46812915802
45.25,10.25,1984,13240.876298904419
45.25,10.25,1985,7709.967254161835
45.25,10.25,1986,8273.822347640991
45.25,10.25,1987,7602.061025619507
45.25,10.25,1988,8878.441964149475
45.25,10.25,1989,10916.133808135986
45.25,10.25,1990,7381.645626068115
45.25,10.25,1991,8822.69951069355
45.25,10.25,1992,8708.753863334656
45.25,10.25,1993,8838.521904945374
45.25,10.25,1994,10782.136499404907
45.25,10.25,1995,11369.579767227173
45.25,10.25,1996,9087.340072631836
45.25,10.25,1997,8834.83037853241
45.25,10.25,1998,10235.511125564575
45.25,10.25,1999,9172.157155036926
45.25,10.25,2000,9967.815673828125
45.25,10.25,2001,9333.946640968323
45.25,10.25,2002,17442.781608581543
45.25,10.25,2003,4801.8099002838135
45.25,10.25,2004,8399.323677062988
45.25,10.25,2005,12059.029712677002
45.25,10.25,2006,8808.400729179382
45.25,10.25,2007,11959.5148229599
45.25,10.25,2008,11136.913604736328
45.25,10.25,2009,6542.8085153102875
45.25,10.25,2010,15136.70664024353
45.25,10.25,2011,10461.447014808655
45.25,10.25,2012,10552.88311958313
45.25,10.25,2013,11292.374387741089
45.25,10.25,2014,13667.921716690063
45.25,10.25,2015,7601.332815170288
45.25,10.25,2016,11710.86353302002
45.25,10.75,1982,13209.211149215698
45.25,10.75,1983,8832.294362068176
45.25,10.75,1984,12996.792832374573
45.25,10.75,1985,7181.525553703308
45.25,10.75,1986,7612.198579788208
45.25,10.75,1987,7160.6783266067505
45.25,10.75,1988,8877.901671409607
45.25,10.75,1989,11139.073004722595
45.25,10.75,1990,7659.7875623703
45.25,10.75,1991,8953.889300823212
45.25,10.75,1992,7939.87986946106
45.25,10.75,1993,7474.500188827515
45.25,10.75,1994,11455.17547416687
45.25,10.75,1995,12328.203958511353
45.25,10.75,1996,8326.460718154907
45.25,10.75,1997,8668.804475784302
45.25,10.75,1998,9068.636950492859
45.25,10.75,1999,9914.003022193909
45.25,10.75,2000,9677.152633666992
45.25,10.75,2001,9368.287233352661
45.25,10.75,2002,18529.542594909668
45.25,10.75,2003,4787.518947601318
45.25,10.75,2004,8146.843299865723
45.25,10.75,2005,12820.978254318237
45.25,10.75,2006,9286.565082550049
45.25,10.75,2007,11685.262238502502
45.25,10.75,2008,10576.958805084229
45.25,10.75,2009,5923.560085058212
45.25,10.75,2010,14856.133257865906
45.25,10.75,2011,10861.701800823212
45.25,10.75,2012,9717.907814025879
45.25,10.75,2013,11283.797172546387
45.25,10.75,2014,13555.861424446106
45.25,10.75,2015,7038.245421409607
45.25,10.75,2016,12228.418601989746
45.25,11.25,1982,13063.754928588867
45.25,11.25,1983,8057.027661323547
45.25,11.25,1984,12706.773113250732
45.25,11.25,1985,6733.518530845642
45.25,11.25,1986,7150.808916091919
45.25,11.25,1987,7358.369230270386
45.25,11.25,1988,8950.424122810364
45.25,11.25,1989,11553.997544288635
45.25,11.25,1990,8619.746852874756
45.25,11.25,1991,9305.8791847229
45.25,11.25,1992,7458.847675323486
45.25,11.25,1993,7123.5732679367065
45.25,11.25,1994,11138.433917999268
45.25,11.25,1995,13889.792103767395
45.25,11.25,1996,7919.154682159424
45.25,11.25,1997,8711.973495483398
45.25,11.25,1998,8527.625435829163
45.25,11.25,1999,9252.80986404419
45.25,11.25,2000,8875.272119522095
45.25,11.25,2001,8674.02104473114
45.25,11.25,2002,17532.285118103027
45.25,11.25,2003,5289.663793087006
45.25,11.25,2004,7830.229348182678
45.25,11.25,2005,12369.866191864014
45.25,11.25,2006,8918.034799575806
45.25,11.25,2007,11733.28155040741
45.25,11.25,2008,10748.498356819153
45.25,11.25,2009,6572.375341415405
45.25,11.25,2010,15297.283143997192
45.25,11.25,2011,9959.583522319794
45.25,11.25,2012,9286.224266052246
45.25,11.25,2013,11052.561887741089
45.25,11.25,2014,14019.444242477417
45.25,11.25,2015,7790.211839675903
45.25,11.25,2016,12985.554133415222
45.25,11.75,1982,12285.704235076904
45.25,11.75,1983,7772.463563919067
45.25,11.75,1984,11701.594994544983
45.25,11.75,1985,6708.463631629944
45.25,11.75,1986,7371.803275108337
45.25,11.75,1987,7361.119457244873
45.25,11.75,1988,8349.148146629333
45.25,11.75,1989,11635.467962265015
45.25,11.75,1990,8829.260879516602
45.25,11.75,1991,8996.799290657043
45.25,11.75,1992,7035.537159919739
45.25,11.75,1993,7308.3691964149475
45.25,11.75,1994,9034.730675697327
45.25,11.75,1995,14928.65652179718
45.25,11.75,1996,8294.471383094788
45.25,11.75,1997,8056.324816703796
45.25,11.75,1998,8960.992721557617
45.25,11.75,1999,8669.171127319336
45.25,11.75,2000,7532.860407829285
45.25,11.75,2001,9658.37404346466
45.25,11.75,2002,17127.728199005127
45.25,11.75,2003,5497.734270572662
45.25,11.75,2004,7709.709383010864
45.25,11.75,2005,12223.3052444458
45.25,11.75,2006,8548.009194374084
45.25,11.75,2007,11812.376830101013
45.25,11.75,2008,11191.174618721008
45.25,11.75,2009,7278.646343708038
45.25,11.75,2010,14856.904612541199
45.25,11.75,2011,8666.416551589966
45.25,11.75,2012,8932.870287895203
45.25,11.75,2013,11022.662049293518
45.25,11.75,2014,14384.348802566528
45.25,11.75,2015,8681.080641746521
45.25,11.75,2016,13494.786741256714
45.75,7.75,1982,19136.79744529724
45.75,7.75,1983,21072.683086395264
45.75,7.75,1984,23252.79153728485
45.75,7.75,1985,18560.84408569336
45.75,7.75,1986,14136.90574836731
45.75,7.75,1987,19063.920169830322
45.75,7.75,1988,20354.642910003662
45.75,7.75,1989,14159.085771560669
45.75,7.75,1990,14422.179845809937
45.75,7.75,1991,14221.589859008789
45.75,7.75,1992,22858.451133728027
45.75,7.75,1993,25617.477378845215
45.75,7.75,1994,21904.633712768555
45.75,7.75,1995,20755.651988983154
45.75,7.75,1996,18785.846534729004
45.75,7.75,1997,18715.350706100464
45.75,7.75,1998,17545.425086975098
45.75,7.75,1999,23934.502773284912
45.75,7.75,2000,19778.127187728882
45.75,7.75,2001,18582.16845703125
45.75,7.75,2002,28006.94867706299
45.75,7.75,2003,11045.738851547241
45.75,7.75,2004,13461.248805999756
45.75,7.75,2005,17834.994981765747
45.75,7.75,2006,19424.161834716797
45.75,7.75,2007,20474.35076522827
45.75,7.75,2008,20838.08980178833
45.75,7.75,2009,16913.932079315186
45.75,7.75,2010,22712.383129119873
45.75,7.75,2011,18403.758436203003
45.75,7.75,2012,18441.58071899414
45.75,7.75,2013,19967.61513519287
45.75,7.75,2014,18725.205894470215
45.75,7.75,2015,18907.28818130493
45.75,7.75,2016,18780.694107055664
45.75,8.25,1982,30260.407104492188
45.75,8.25,1983,27606.804914474487
45.75,8.25,1984,30238.015628814697
45.75,8.25,1985,27122.635803222656
45.75,8.25,1986,20375.4800491333
45.75,8.25,1987,30353.983337402344
45.75,8.25,1988,27632.598678588867
45.75,8.25,1989,17855.648614883423
45.75,8.25,1990,20336.165325164795
45.75,8.25,1991,20766.13929748535
45.75,8.25,1992,29199.750869750977
45.75,8.25,1993,31602.195819854736
45.75,8.25,1994,29064.008068084717
45.75,8.25,1995,25715.846300125122
45.75,8.25,1996,26004.168926239014
45.75,8.25,1997,25563.69878768921
45.75,8.25,1998,24514.477758407593
45.75,8.25,1999,32220.37664794922
45.75,8.25,2000,28573.97557067871
45.75,8.25,2001,27753.364654541016
45.75,8.25,2002,33381.97261047363
45.75,8.25,2003,12722.096769332886
45.75,8.25,2004,18968.999919891357
45.75,8.25,2005,21023.979572296143
45.75,8.25,2006,22845.7615814209
45.75,8.25,2007,26722.038242340088
45.75,8.25,2008,27778.564247131348
45.75,8.25,2009,20277.394397735596
45.75,8.25,2010,31579.306938171387
45.75,8.25,2011,24076.473735809326
45.75,8.25,2012,26337.446571350098
45.75,8.25,2013,24648.363750457764
45.75,8.25,2014,28466.29204559326
45.75,8.25,2015,26370.060791015625
45.75,8.25,2016,25879.71284866333
45.75,8.75,1982,23828.118885040283
45.75,8.75,1983,18025.53697013855
45.75,8.75,1984,20378.09196138382
45.75,8.75,1985,17067.140733718872
45.75,8.75,1986,12423.12674331665
45.75,8.75,1987,19764.28659439087
45.75,8.75,1988,16614.062908172607
45.75,8.75,1989,9178.046118736267
45.75,8.75,1990,11386.367305755615
45.75,8.75,1991,14765.093234539032
45.75,8.75,1992,19407.51263809204
45.75,8.75,1993,20550.703800201416
45.75,8.75,1994,19797.74268436432
45.75,8.75,1995,18173.403745651245
45.75,8.75,1996,17890.385845184326
45.75,8.75,1997,16191.528880119324
45.75,8.75,1998,15500.074590682983
45.75,8.75,1999,17195.584444999695
45.75,8.75,2000,19569.87973022461
45.75,8.75,2001,16531.476007461548
45.75,8.75,2002,22293.959575653076
45.75,8.75,2003,7796.047757148743
45.75,8.75,2004,10032.696395874023
45.75,8.75,2005,12678.501628875732
45.75,8.75,2006,13785.91550731659
45.75,8.75,2007,18127.35241127014
45.75,8.75,2008,19519.387882232666
45.75,8.75,2009,11680.782028198242
45.75,8.75,2010,22005.47085571289
45.75,8.75,2011,16091.927438735962
45.75,8.75,2012,16186.2718334198
45.75,8.75,2013,16740.896690368652
45.75,8.75,2014,18892.230800628662
45.75,8.75,2015,17867.20449256897
45.75,8.75,2016,16872.672815322876
45.75,9.25,1982,22493.59334564209
45.75,9.25,1983,15869.497644424438
45.75,9.25,1984,19373.34823036194
45.75,9.25,1985,15310.4696559906
45.75,9.25,1986,13430.367250442505
45.75,9.25,1987,17913.690055847168
45.75,9.25,1988,16739.60665512085
45.75,9.25,1989,11352.346444129944
45.75,9.25,1990,12447.516288757324
45.75,9.25,1991,14027.141987800598
45.75,9.25,1992,16454.492511749268
45.75,9.25,1993,19015.51672554016
45.75,9.25,1994,17875.534317970276
45.75,9.25,1995,17135.04013824463
45.75,9.25,1996,16568.4256439209
45.75,9.25,1997,16224.950992584229
45.75,9.25,1998,16163.793857574463
45.75,9.25,1999,15579.005779266357
45.75,9.25,2000,16450.65233230591
45.75,9.25,2001,14683.044525146484
45.75,9.25,2002,21111.65427017212
45.75,9.25,2003,8407.130390167236
45.75,9.25,2004,10611.534370422363
45.75,9.25,2005,13452.085584640503
45.75,9.25,2006,12367.09833240509
45.75,9.25,2007,17282.004541397095
45.75,9.25,2008,19484.808826446533
45.75,9.25,2009,11216.227578163147
45.75,9.25,2010,22878.917198181152
45.75,9.25,2011,16650.10737991333
45.75,9.25,2012,16537.588119506836
45.75,9.25,2013,16036.72352027893
45.75,9.25,2014,19231.246026992798
45.75,9.25,2015,16785.437044143677
45.75,9.25,2016,17780.875888824463
45.75,9.75,1982,19868.425884246826
45.75,9.75,1983,15419.087665557861
45.75,9.75,1984,18571.986079216003
45.75,9.75,1985,15895.935762405396
45.75,9.75,1986,14265.272220611572
45.75,9.75,1987,17591.87876701355
45.75,9.75,1988,17847.83645439148
45.75,9.75,1989,13959.445346832275
45.75,9.75,1990,14477.024265289307
45.75,9.75,1991,15300.622312545776
45.75,9.75,1992,15560.977432250977
45.75,9.75,1993,18831.22470474243
45.75,9.75,1994,17504.602294921875
45.75,9.75,1995,17806.430614471436
45.75,9.75,1996,16333.008544921875
45.75,9.75,1997,16207.080053329468
45.75,9.75,1998,16973.899280548096
45.75,9.75,1999,17400.59054374695
45.75,9.75,2000,15465.64259147644
45.75,9.75,2001,15121.680404663086
45.75,9.75,2002,21873.05979537964
45.75,9.75,2003,9434.560300827026
45.75,9.75,2004,13824.775566101074
45.75,9.75,2005,14988.475593566895
45.75,9.75,2006,12691.506889343262
45.75,9.75,2007,17256.909267425537
45.75,9.75,2008,20234.43039894104
45.75,9.75,2009,12707.09418296814
45.75,9.75,2010,22820.080867767334
45.75,9.75,2011,18460.53286743164
45.75,9.75,2012,18196.99977493286
45.75,9.75,2013,17394.872674942017
45.75,9.75,2014,20019.31477546692
45.75,9.75,2015,16510.092796325684
45.75,9.75,2016,18669.995264053345
45.75,10.25,1982,18013.513332366943
45.75,10.25,1983,15061.908193588257
45.75,10.25,1984,16928.493753433228
45.75,10.25,1985,14988.51056098938
45.75,10.25,1986,12878.977375030518
45.75,10.25,1987,16531.55130958557
45.75,10.25,1988,16535.71273612976
45.75,10.25,1989,14432.41123008728
45.75,10.25,1990,13186.715595245361
45.75,10.25,1991,15410.21836566925
45.75,10.25,1992,13404.72596168518
45.75,10.25,1993,17465.503383636475
45.75,10.25,1994,16004.639791488647
45.75,10.25,1995,17169.439796447754
45.75,10.25,1996,15502.670196533203
45.75,10.25,1997,15750.802817344666
45.75,10.25,1998,16720.459493637085
45.75,10.25,1999,17019.59947013855
45.75,10.25,2000,15311.778476715088
45.75,10.25,2001,14026.99779510498
45.75,10.25,2002,21268.12836456299
45.75,10.25,2003,8771.928663253784
45.75,10.25,2004,14792.705577850342
45.75,10.25,2005,15736.387939453125
45.75,10.25,2006,12614.653318405151
45.75,10.25,2007,16975.918802261353
45.75,10.25,2008,18192.67485809326
45.75,10.25,2009,12924.911581993103
45.75,10.25,2010,21814.65170288086
45.75,10.25,2011,17815.150800704956
45.75,10.25,2012,16095.301477432251
45.75,10.25,2013,16898.882217407227
45.75,10.25,2014,19478.987102508545
45.75,10.25,2015,14368.653116226196
45.75,10.25,2016,17182.04490852356
45.75,10.75,1982,15348.917364120483
45.75,10.75,1983,14391.187851905823
45.75,10.75,1984,16296.477293014526
45.75,10.75,1985,14508.592595100403
45.75,10.75,1986,11344.433687210083
45.75,10.75,1987,14896.442516326904
45.75,10.75,1988,13723.764930725098
45.75,10.75,1989,13566.022687911987
45.75,10.75,1990,11765.079483032227
45.75,10.75,1991,14816.080547332764
45.75,10.75,1992,11377.106872558594
45.75,10.75,1993,14680.572086334229
45.75,10.75,1994,15417.75996208191
45.75,10.75,1995,16805.169816970825
45.75,10.75,1996,13662.100107192993
45.75,10.75,1997,15149.078701972961
45.75,10.75,1998,15435.742904663086
45.75,10.75,1999,15910.942834854126
45.75,10.75,2000,14198.587085723877
45.75,10.75,2001,13006.548585891724
45.75,10.75,2002,20720.665340423584
45.75,10.75,2003,8353.057130813599
45.75,10.75,2004,13341.144058227539
45.75,10.75,2005,15662.208326339722
45.75,10.75,2006,11603.445857048035
45.75,10.75,2007,15625.806186676025
45.75,10.75,2008,15673.911735534668
45.75,10.75,2009,10687.552519798279
45.75,10.75,2010,19493.50780105591
45.75,10.75,2011,15544.178741455078
45.75,10.75,2012,14401.261224746704
45.75,10.75,2013,15452.257415771484
45.75,10.75,2014,16960.51933479309
45.75,10.75,2015,12156.938106536865
45.75,10.75,2016,15276.496936798096
45.75,11.25,1982,16227.354412078857
45.75,11.25,1983,14336.45926952362
45.75,11.25,1984,18279.176948547363
45.75,11.25,1985,14733.723069190979
45.75,11.25,1986,11897.255933761597
45.75,11.25,1987,15051.99981880188
45.75,11.25,1988,14188.643354415894
45.75,11.25,1989,16103.470830917358
45.75,11.25,1990,12877.030288696289
45.75,11.25,1991,15585.205309867859
45.75,11.25,1992,12275.554384231567
45.75,11.25,1993,14061.681861877441
45.75,11.25,1994,16246.483675003052
45.75,11.25,1995,20041.101894378662
45.75,11.25,1996,14867.609590530396
45.75,11.25,1997,15374.665892601013
45.75,11.25,1998,15842.938962936401
45.75,11.25,1999,15723.141036987305
45.75,11.25,2000,13971.240921020508
45.75,11.25,2001,12974.468559265137
45.75,11.25,2002,22733.745929718018
45.75,11.25,2003,8797.063965797424
45.75,11.25,2004,13500.313899993896
45.75,11.25,2005,16059.91689491272
45.75,11.25,2006,12631.80985736847
45.75,11.25,2007,16952.82221031189
45.75,11.25,2008,16811.415870666504
45.75,11.25,2009,12530.187266349792
45.75,11.25,2010,20946.837650299072
45.75,11.25,2011,15807.180882453918
45.75,11.25,2012,15238.328550338745
45.75,11.25,2013,17782.121715545654
45.75,11.25,2014,18458.888580322266
45.75,11.25,2015,13699.96167755127
45.75,11.25,2016,17954.342628479004
45.75,11.75,1982,16036.185338973999
45.75,11.75,1983,13029.729206085205
45.75,11.75,1984,18430.70618247986
45.75,11.75,1985,13308.4876871109
45.75,11.75,1986,12006.779262542725
45.75,11.75,1987,13685.219959259033
45.75,11.75,1988,15049.400493621826
45.75,11.75,1989,16337.372652053833
45.75,11.75,1990,13498.226434707642
45.75,11.75,1991,15790.189787864685
45.75,11.75,1992,11168.866124153137
45.75,11.75,1993,11811.699966430664
45.75,11.75,1994,14199.534433364868
45.75,11.75,1995,20068.342208862305
45.75,11.75,1996,14980.70969581604
45.75,11.75,1997,14421.679355621338
45.75,11.75,1998,14574.389110565186
45.75,11.75,1999,13445.93162727356
45.75,11.75,2000,12938.904556274414
45.75,11.75,2001,13025.788106918335
45.75,11.75,2002,22203.028942108154
45.75,11.75,2003,8256.973497390747
45.75,11.75,2004,13581.861459732056
45.75,11.75,2005,16277.950178146362
45.75,11.75,2006,12271.230568885803
45.75,11.75,2007,17320.25161743164
45.75,11.75,2008,15910.072637557983
45.75,11.75,2009,12187.137302398682
45.75,11.75,2010,20344.727319717407
45.75,11.75,2011,13419.397727966309
45.75,11.75,2012,15543.879043579102
45.75,11.75,2013,17762.443016052246
45.75,11.75,2014,18422.28610610962
45.75,11.75,2015,14449.686532974243
45.75,11.75,2016,18102.99419403076
46.25,11.75,1982,23435.449893951416
46.25,11.75,1983,20641.382274627686
46.25,11.75,1984,21951.263998031616
46.25,11.75,1985,21044.631357192993
46.25,11.75,1986,20373.960079193115
46.25,11.75,1987,23490.69089126587
46.25,11.75,1988,22589.8821144104
46.25,11.75,1989,22338.885669708252
46.25,11.75,1990,19961.65269470215
46.25,11.75,1991,21392.772708892822
46.25,11.75,1992,19002.090282440186
46.25,11.75,1993,20699.874572753906
46.25,11.75,1994,22262.690586090088
46.25,11.75,1995,24309.549968719482
46.25,11.75,1996,24332.169204711914
46.25,11.75,1997,23538.42734527588
46.25,11.75,1998,23870.484523773193
46.25,11.75,1999,24634.212993621826
46.25,11.75,2000,21074.559768676758
46.25,11.75,2001,20516.825912475586
46.25,11.75,2002,27077.405158996582
46.25,11.75,2003,16981.208850860596
46.25,11.75,2004,21854.852771759033
46.25,11.75,2005,22120.71941757202
46.25,11.75,2006,19337.926460266113
46.25,11.75,2007,24121.91411590576
46.25,11.75,2008,24195.531772613525
46.25,11.75,2009,20803.256046295166
46.25,11.75,2010,26036.40106201172
46.25,11.75,2011,25422.44309234619
46.25,11.75,2012,23707.13193511963
46.25,11.75,2013,25082.516452789307
46.25,11.75,2014,26169.586910247803
46.25,11.75,2015,23666.20261001587
46.25,11.75,2016,25875.992351531982
46.25,12.25,1982,20764.606281280518
46.25,12.25,1983,18580.408727645874
46.25,12.25,1984,23890.664085388184
46.25,12.25,1985,20345.84663772583
46.25,12.25,1986,19846.700191497803
46.25,12.25,1987,22458.209999084473
46.25,12.25,1988,22072.61745071411
46.25,12.25,1989,21889.60629272461
46.25,12.25,1990,18831.868337631226
46.25,12.25,1991,20876.904035568237
46.25,12.25,1992,16355.187217712402
46.25,12.25,1993,19430.2884349823
46.25,12.25,1994,21145.14252090454
46.25,12.25,1995,23477.501346588135
46.25,12.25,1996,23854.855922698975
46.25,12.25,1997,22818.43041229248
46.25,12.25,1998,23008.711750030518
46.25,12.25,1999,22911.71689224243
46.25,12.25,2000,20297.432292938232
46.25,12.25,2001,18959.440532684326
46.25,12.25,2002,26270.910472869873
46.25,12.25,2003,14611.117183685303
46.25,12.25,2004,23356.549964904785
46.25,12.25,2005,22175.059524536133
46.25,12.25,2006,18398.53729248047
46.25,12.25,2007,21596.381160736084
46.25,12.25,2008,23059.15354156494
46.25,12.25,2009,20132.8114528656
46.25,12.25,2010,25654.4083442688
46.25,12.25,2011,22932.384841918945
46.25,12.25,2012,23094.92137527466
46.25,12.25,2013,22505.550407409668
46.25,12.25,2014,24568.378017425537
46.25,12.25,2015,21573.419872283936
46.25,12.25,2016,22551.073276519775
46.75,12.25,1982,19325.834747314453
46.75,12.25,1983,18035.985397338867
46.75,12.25,1984,18723.48730659485
46.75,12.25,1985,19780.000385284424
46.75,12.25,1986,17365.04532623291
46.75,12.25,1987,21989.126094818115
46.75,12.25,1988,20864.91146850586
46.75,12.25,1989,17567.61206817627
46.75,12.25,1990,17646.281564712524
46.75,12.25,1991,19092.47508430481
46.75,12.25,1992,14674.537336349487
46.75,12.25,1993,19159.781616210938
46.75,12.25,1994,19563.29997253418
46.75,12.25,1995,17935.844455718994
46.75,12.25,1996,21442.675437927246
46.75,12.25,1997,22403.680297851562
46.75,12.25,1998,21826.426036834717
46.75,12.25,1999,22136.06739807129
46.75,12.25,2000,21303.424243927002
46.75,12.25,2001,18724.587993621826
46.75,12.25,2002,20842.86849975586
46.75,12.25,2003,14705.96558189392
46.75,12.25,2004,19456.033058166504
46.75,12.25,2005,19304.08695602417
46.75,12.25,2006,15924.243770599365
46.75,12.25,2007,22569.943519592285
46.75,12.25,2008,19902.70018386841
46.75,12.25,2009,18564.74178314209
46.75,12.25,2010,22581.34831237793
46.75,12.25,2011,23522.812351226807
46.75,12.25,2012,23638.17025566101
46.75,12.25,2013,19558.928340911865
46.75,12.25,2014,20340.970476150513
46.75,12.25,2015,19919.00651550293
