year,lat,lon,yield_wheat_spring,temperature,precipitation,soil_water,solar_radiation,potential_evaporation
2005,43.75,11.75,5.428815,14.192835374595292,313.2742975950241,0.31561827308991375,2666239880.0,953.4531919956207
2006,43.75,11.75,5.556663,14.569293707803963,300.7442103624344,0.30801870250234414,2664716075.0,991.1701202392578
2007,43.75,11.75,4.9371624,15.205938566743939,284.65371906757355,0.3022563057202919,2684513747.0,1002.9100458621979
2008,43.75,11.75,5.7727532,13.925596140568553,551.3918913602829,0.3476625653653363,2467830096.0,841.2459366321564
2009,43.75,11.75,5.7486105,14.806488912869122,412.44019401073456,0.3302549655530967,2607641290.0,946.9513688087463
2010,43.75,11.75,5.63611,13.69952468934402,511.7602173089981,0.3437711302361457,2463195368.0,845.9518194198608
2011,43.75,11.75,6.0449524,14.330712851356058,376.577241897583,0.30950239203334634,2666409167.0,969.8707866668701
2012,43.75,11.75,6.2679205,14.982409907322303,340.97378873825073,0.31638723611831665,2708056496.0,999.2043452262878
2013,43.75,11.75,5.928459,13.841385872535456,538.0014405250549,0.349782564671211,2476582707.0,841.7559463977814
2014,43.75,11.75,5.4946203,14.070649221831678,532.2797191143036,0.3411775393034118,2509811561.0,866.7928776741028
2015,43.75,11.75,5.1241436,15.310027720881443,405.1594874858856,0.31858205600501666,2667644961.0,981.5361931324005
2016,43.75,11.75,6.133076,14.590622836468267,445.8305895328522,0.3414809468135335,2585501994.0,920.185049533844
1982,43.75,12.25,3.8497286,13.664308815999748,394.80384159088135,0.31167556773992927,2502289220.0,908.4877038002014
1983,43.75,12.25,3.9000776,14.561888289607428,300.61844712495804,0.297567188447597,2565570630.0,990.1071186065674
1984,43.75,12.25,5.2206793,12.264800215079115,477.16107445955276,0.34315788278392717,2400225314.0,878.2115559577942
1985,43.75,12.25,4.444729,13.904965288498822,351.34290730953217,0.31810883086880826,2458773061.0,950.4675352573395
1986,43.75,12.25,4.8220344,13.601445995904262,495.225150346756,0.350138865849551,2416152936.0,856.1550672054291
1987,43.75,12.25,5.485566,12.754875077141655,329.6014952659607,0.32045824309579685,2581621687.0,960.473867893219
1988,43.75,12.25,4.025369,13.829574242136836,411.1318587362766,0.3468190143310946,2458496814.0,884.6164236068726
1989,43.75,12.25,4.065663,13.852134411631067,471.13643395900726,0.34742146087627784,2533157964.0,905.5721406936646
1990,43.75,12.25,4.3506155,14.312599581051495,337.4580361843109,0.3077910713900148,2604674613.0,980.3645911216736
1991,43.75,12.25,5.332463,13.329935983894698,410.37195205688477,0.32178525100736055,2495134952.0,899.1127800941467
1992,43.75,12.25,6.0378737,13.617089464773539,388.44030833244324,0.32603879029454746,2515109130.0,895.4380316734314
1993,43.75,12.25,5.9664965,13.997971413182277,310.1283221244812,0.3028294102233999,2620531200.0,1001.4852089881897
1994,43.75,12.25,5.4100647,14.814758587506862,335.9814043343067,0.30959854834999134,2652938559.0,994.8733949661255
1995,43.75,12.25,4.458784,13.220600171805986,386.02202355861664,0.3381989383035236,2520815682.0,921.0707964897156
1996,43.75,12.25,5.1273847,13.414502901189467,344.28508150577545,0.317516486629162,2527171547.0,946.6649372577667
1997,43.75,12.25,4.3281975,13.85661539688609,349.05598771572113,0.3141517738501231,2693004021.0,1022.9704122543335
1998,43.75,12.25,5.2756667,14.587746735491784,271.5045123696327,0.299330159145243,2672307092.0,1072.7519731521606
1999,43.75,12.25,5.1004725,14.475476165222966,385.0021240711212,0.3307615245868957,2539887781.0,941.6487326622009
2000,43.75,12.25,5.443861,15.023559299169802,317.33046662807465,0.30577045377173456,2650991219.0,1054.9538793563843
2001,43.75,12.25,4.083491,14.940907727659138,396.8887586593628,0.3119203888512904,2571697314.0,1031.9970426559448
2002,43.75,12.25,5.1349006,14.658153889225979,411.99391800165176,0.3275834657008352,2530966991.0,923.270411491394
2003,43.75,12.25,4.4830484,15.904902604670307,227.60602444410324,0.27072523485601335,2779904595.0,1096.8929891586304
2004,43.75,12.25,5.42091,13.416744369307375,418.412580370903,0.33443397712084205,2547151247.0,929.422758102417
2005,43.75,12.25,5.7515507,14.267201314564623,317.43358838558197,0.3150006687524272,2653273966.0,993.5395467281342
2006,43.75,12.25,5.8289933,14.592543963513343,316.8386732339859,0.3113974669789956,2638213554.0,1020.5132412910461
2007,43.75,12.25,4.546441,15.593027345495287,275.2119237780571,0.29026420365751177,2688744648.0,1086.9782209396362
2008,43.75,12.25,5.8353524,14.308654336368337,498.2183086872101,0.3410486146515491,2493724876.0,916.6432943344116
2009,43.75,12.25,5.8606386,14.90388905768301,401.64028120040894,0.3293704125616286,2603368577.0,995.5191802978516
2010,43.75,12.25,5.90488,13.887739440194922,503.4775482416153,0.3381437044712453,2483461008.0,908.4073941707611
2011,43.75,12.25,6.0167823,14.414720585143645,404.0811564922333,0.30862309652216297,2647700394.0,1009.3358263969421
2012,43.75,12.25,6.293114,15.335469576268414,322.1359261274338,0.3090665912121729,2702318438.0,1081.8050150871277
2013,43.75,12.25,6.000981,14.00402062235315,480.7130012512207,0.3458646050855225,2497391186.0,887.2933316230774
2014,43.75,12.25,5.7301064,14.19222407247506,530.7685551643372,0.33958038434483645,2521124093.0,904.5390858650208
2015,43.75,12.25,5.384472,15.415887564615486,438.3639587163925,0.31458596612503326,2656579313.0,1027.9447860717773
2016,43.75,12.25,6.307783,14.72796289905224,483.6589102745056,0.3473092395495745,2560350333.0,948.8013248443604
1982,44.25,6.75,1.5979053,6.040400872822681,435.0178155899048,0.376236284285589,2105010183.0,709.9707863330841
1983,44.25,6.75,1.8842034,6.361644287124958,708.2917759418488,0.40282080804600434,2034838579.0,665.9361151456833
1984,44.25,6.75,1.6722367,4.377253154524012,582.7499359846115,0.3722250736227222,1881961445.5,621.5748445987701
1985,44.25,6.75,3.0052285,5.653475789462819,490.1018705368042,0.3717775824023228,2111164247.0,722.3424689769745
1986,44.25,6.75,1.71402,6.1019421071788065,595.691123008728,0.38594627653072083,2013503229.5,646.493320941925
1987,44.25,6.75,2.2244143,5.191618124643962,598.2655804157257,0.39685193756047416,2175578823.0,678.7701079845428
1988,44.25,6.75,2.5682442,6.0913607435288775,582.6323237419128,0.392474707824732,2123010147.0,681.0616483688354
1989,44.25,6.75,1.8774458,6.692587173062991,596.6721954345703,0.40383057598195043,2318360379.0,769.9627718925476
1990,44.25,6.75,1.6822656,7.108491937319438,498.4297389984131,0.3837774164146847,2426354062.0,827.1132280826569
1991,44.25,6.75,2.3141108,6.039508404879788,492.6938990354538,0.37274539616762425,2179842075.0,752.6413406133652
1992,44.25,6.75,1.2907375,6.492763849839665,653.7567677497864,0.4058680770054362,2190419215.0,685.8494575023651
1993,44.25,6.75,2.5388064,6.487492664187562,538.1584854125977,0.383307467683468,2360354789.0,804.2220754623413
1994,44.25,6.75,2.5414643,7.6050635584039625,428.3532504141331,0.3809770604753806,2310917951.0,803.5783317089081
1995,44.25,6.75,2.447097,6.272269753848805,571.6650027036667,0.39552845031607387,2324535980.5,759.4237082004547
1996,44.25,6.75,3.237249,5.972021049923367,474.9642972946167,0.39193252741900925,2121784219.0,689.1598457098007
1997,44.25,6.75,3.4304516,7.318187381706986,375.1827576458454,0.3847254880892685,2476927472.0,837.7704539299011
1998,44.25,6.75,3.4408343,6.99704352254961,461.43757724761963,0.360905777784734,2368524517.0,850.1715867519379
1999,44.25,6.75,3.4140518,6.883932351286894,550.99245262146,0.3846636005476409,2293523911.0,786.9771453142166
2000,44.25,6.75,3.4547725,7.087735469824349,533.0203878879547,0.36843735778253844,2392255106.0,850.3471925258636
2001,44.25,6.75,3.0158775,7.334857154515833,548.2295520305634,0.37007544496480155,2320856832.0,812.6674780845642
2002,44.25,6.75,3.1291242,7.298858479736677,583.5215032100677,0.38666002890642953,2366455101.0,820.9909121990204
2003,44.25,6.75,3.2077324,8.260164552849103,349.21572774648666,0.35003165920185886,2442503502.0,911.308491230011
2004,44.25,6.75,2.8640008,6.130719303305632,362.6174832582474,0.3701394399007161,2268478822.0,777.5666214227676
2005,44.25,6.75,3.00362,7.294524375519721,429.06001472473145,0.38156288297347773,2454986799.5,881.9430830478668
2006,44.25,6.75,2.5463119,7.563713142295289,470.2638261318207,0.37267935120202356,2387065292.5,859.3732254505157
2007,44.25,6.75,2.4156241,7.648802817744367,435.53693544864655,0.3637726854265126,2621773211.0,942.3187041282654
2008,44.25,6.75,2.9983308,6.641911469253839,648.2867041826248,0.39660822001158025,2192143838.0,742.8244471549988
2009,44.25,6.75,3.3729205,7.610177879629571,479.73004055023193,0.3693294690714942,2272009541.0,838.9244349002838
2010,44.25,6.75,2.0411782,6.030750594107933,562.0968337059021,0.39945825720145034,2080392046.0,657.4689476490021
2011,44.25,6.75,1.9629054,7.213220738117991,563.2655429840088,0.39630892385844313,2334500504.0,766.9402983188629
2012,44.25,6.75,3.949882,8.03424112157884,433.9649406671524,0.36069276286106483,2534821776.0,963.1984205245972
2013,44.25,6.75,3.0541449,5.783043499865563,830.0621871948242,0.4004759091177797,2003705811.0,627.1388967037201
2014,44.25,6.75,2.3984032,6.819255692019961,525.032078742981,0.4063674616657831,2247722469.0,720.9904072284698
2015,44.25,6.75,3.8610544,8.81471727778709,436.4470295906067,0.3636118025561563,2430258204.5,916.3211864233017
2016,44.25,6.75,1.5395584,7.122289134006874,502.35732316970825,0.3809915876466464,2454646233.0,862.0688905715942
1982,44.25,7.25,3.795419,7.801748127719156,471.6336784362793,0.37670617165908316,2171515041.5,789.5842399597168
1983,44.25,7.25,3.9400558,8.200763319052902,747.4677338600159,0.39951583431437127,2179327138.0,799.6007626056671
1984,44.25,7.25,3.9596512,6.172152288598952,643.950073838234,0.3772722917054993,2037795465.0,724.326771736145
1985,44.25,7.25,4.1200666,7.623546141424989,548.9570069313049,0.3769819678044787,2227080186.5,821.1055765151978
1986,44.25,7.25,3.549055,7.7295760691555495,708.1565601825714,0.3928920170840095,2092648488.0,722.4723397493362
1987,44.25,7.25,5.1240373,6.954857059553558,561.7633674144745,0.39310449478673,2239162767.5,793.177440404892
1988,44.25,7.25,3.4725072,8.004416014244354,625.2698286771774,0.3959631376406726,2228277816.0,782.0336856842041
1989,44.25,7.25,4.164669,8.526666937310711,619.5468109846115,0.39906640302122026,2441944974.0,887.5114316940308
1990,44.25,7.25,4.555028,8.894374058916679,568.959078669548,0.3810144096028571,2475971277.0,927.1207060813904
1991,44.25,7.25,5.7277184,7.620447143230563,602.5114934444427,0.37272850010130143,2274285713.5,849.5688933134079
1992,44.25,7.25,5.3837647,8.199540887782776,675.0545644760132,0.40206980004030113,2312241743.0,795.8964087963104
1993,44.25,7.25,5.7476816,8.062545767796585,631.4259893894196,0.37619247662475686,2340872101.0,860.4138004779816
1994,44.25,7.25,4.846818,9.445830884322621,480.014259070158,0.3798524521145166,2451618736.0,918.3347833156586
1995,44.25,7.25,4.5073395,8.212642490961194,632.2337847948074,0.38806243075264824,2513742271.0,913.5130710601807
1996,44.25,7.25,4.8920255,7.586630190120024,521.4478981494904,0.37965909075113685,2201043959.5,798.1584233045578
1997,44.25,7.25,4.4353995,9.128292541877896,399.27928242087364,0.3649065030945672,2599602745.0,999.9913372993469
1998,44.25,7.25,5.113377,8.874898965062659,460.6321177482605,0.3633248108664369,2514361310.0,974.4281451702118
1999,44.25,7.25,4.450401,8.69735787078446,589.5430402755737,0.38400110816643906,2410100421.0,901.2826616764069
2000,44.25,7.25,5.139665,8.97271852711447,593.5548939704895,0.37520722509209625,2499921439.0,950.1238436698914
2001,44.25,7.25,4.2333984,9.136489171607822,533.767765045166,0.36409254498731075,2437269087.0,945.8651423454285
2002,44.25,7.25,4.948425,8.789254860161178,694.2540936470032,0.3932071924209595,2365702107.0,856.2037024497986
2003,44.25,7.25,4.8949037,10.010685954997742,380.79656410217285,0.3542026463482115,2539600686.0,1018.8628902435303
2004,44.25,7.25,4.7320313,7.789524524624831,434.8776288032532,0.3737676283892463,2353474397.0,880.2827816009521
2005,44.25,7.25,5.5958576,8.873003507166906,475.548734664917,0.3786795600956562,2438223470.0,942.5951862335205
2006,44.25,7.25,5.497135,9.418669637511758,418.403960108757,0.3670561525946349,2453834402.0,987.2281639575958
2007,44.25,7.25,4.891806,9.494765664237777,462.551656126976,0.35244810133198506,2672463182.0,1061.7563796043396
2008,44.25,7.25,4.8048606,8.557818140079773,668.6739795207977,0.39611125771516287,2310930451.0,856.1051831245422
2009,44.25,7.25,5.3230505,9.103861190524755,581.3941386938095,0.37177207890678854,2329742263.0,900.2570652961731
2010,44.25,7.25,4.4859986,7.737337307213179,606.460351228714,0.3963945161283406,2218564268.5,780.5559093952179
2011,44.25,7.25,5.226631,8.807326547460619,687.4077763557434,0.3965323045362834,2372112837.0,844.9456787109375
2012,44.25,7.25,5.499386,9.682387062147551,470.9620943069458,0.36343736001868654,2518238879.0,1012.6413016319275
2013,44.25,7.25,4.682232,7.472754606234482,898.9234447479248,0.4053646218932532,2137080244.0,731.779025554657
2014,44.25,7.25,4.6216474,8.477584291906918,630.9613127708435,0.4055861267778609,2316341262.0,809.4377393722534
2015,44.25,7.25,4.778773,10.185027759838727,561.599406003952,0.3784152836191888,2410406700.0,915.422776222229
2016,44.25,7.25,5.058461,8.829314613507854,551.5662932395935,0.38459295365545487,2477559993.0,934.9969892501831
1982,44.25,7.75,3.9163945,11.16502807732501,396.71200370788574,0.3483157625385359,2344733013.0,892.519984960556
1983,44.25,7.75,3.8081756,11.508877383338081,640.2865715026855,0.3780463678774491,2310561578.0,864.5471668243408
1984,44.25,7.75,4.095628,9.509378391932819,625.5289842486382,0.36503584098582176,2245919551.0,819.6002626419067
1985,44.25,7.75,4.1366534,10.943206386628495,526.4256448745728,0.36373014796793074,2343156285.0,872.4109177589417
1986,44.25,7.75,3.7422016,10.950618200052798,657.5717313289642,0.3785589419159235,2256288899.0,808.1246974468231
1987,44.25,7.75,5.3369775,10.245690438092923,448.67234563827515,0.3619806328240563,2387561448.0,887.5608506202698
1988,44.25,7.75,3.3879921,11.372715996760949,577.5414727330208,0.37702367819991767,2355003192.0,858.9652528762817
1989,44.25,7.75,3.5808647,11.83470673031277,558.969549536705,0.37061211720011594,2528238421.0,939.5291118621826
1990,44.25,7.75,3.780144,12.009003442876478,521.8668183088303,0.35829973922056313,2480934940.0,940.4117121696472
1991,44.25,7.75,5.1407914,10.94308858759263,614.8598310947418,0.35244447255835815,2462520249.0,931.3619904518127
1992,44.25,7.75,5.349617,11.429656147177703,611.8422474861145,0.3800913157805898,2385760354.0,853.7247774600983
1993,44.25,7.75,5.2547917,11.090214863322139,634.6081411838531,0.3624415678136489,2414073137.0,884.6925196647644
1994,44.25,7.75,4.2279124,12.55946439855239,444.63587391376495,0.35124023930699216,2524419706.0,968.4422926902771
1995,44.25,7.75,3.8880084,11.391919376024234,550.6431580781937,0.3627539273180993,2551615407.0,955.0799264907837
1996,44.25,7.75,4.804248,10.832968483563342,460.3127794265747,0.3591456637273427,2347148923.0,892.6385917663574
1997,44.25,7.75,3.9724717,12.257754385081771,344.0116177201271,0.3188782009034375,2693936468.0,1088.5730957984924
1998,44.25,7.75,5.0266557,12.134686819089005,424.7224734425545,0.3425395054365295,2610202870.0,1019.9502239227295
1999,44.25,7.75,4.9126954,11.990849619597391,523.4788434505463,0.35207783143504773,2505341360.0,970.5040488243103
2000,44.25,7.75,4.7063885,12.151364482306187,569.3790662288666,0.3550188181057475,2549523351.0,973.7974801063538
2001,44.25,7.75,3.8397663,12.266919513153875,481.4025659561157,0.3524320359323539,2518412069.0,990.0878400802612
2002,44.25,7.75,4.7817025,11.958630829854728,684.3187050819397,0.3752153054171917,2433142479.0,899.7033171653748
2003,44.25,7.75,4.522509,13.311014175415039,341.64866411685944,0.3327602079880783,2628447217.0,1069.2770414352417
2004,44.25,7.75,4.8168535,10.99398064301684,449.9836939573288,0.3594488575567607,2508132421.0,935.797037601471
2005,44.25,7.75,5.71476,12.04380306075601,448.3666162490845,0.35748183142905143,2464338682.0,947.0621585845947
2006,44.25,7.75,5.290364,12.639584126815297,265.434415102005,0.32464533265120066,2551062782.0,1055.6362972259521
2007,44.25,7.75,4.555771,12.77513529895957,434.95734417438507,0.3366643640340543,2670206604.0,1083.8303608894348
2008,44.25,7.75,4.7847095,11.885284573424096,594.9315574169159,0.3735971382630417,2428748993.0,925.8018574714661
2009,44.25,7.75,5.371192,12.325576417586383,602.6868628263474,0.34993605909783854,2480159444.0,976.5426292419434
2010,44.25,7.75,4.703395,11.234749524421941,554.8653047084808,0.3765115977502337,2389744472.0,878.5424525737762
2011,44.25,7.75,5.344334,12.085287792230742,653.8168333768845,0.36782872832678504,2502135671.0,943.0341701507568
2012,44.25,7.75,5.572556,12.68745364083184,475.9270715713501,0.354569944291333,2511834274.0,987.6130113601685
2013,44.25,7.75,4.9406223,10.801069340674706,886.3019733428955,0.3919505122440313,2291489483.0,819.2152945995331
2014,44.25,7.75,4.837547,11.86801238153495,660.7727460861206,0.39170950300553264,2434270842.0,889.246618270874
2015,44.25,7.75,4.7847013,13.186612690196318,553.7773225307465,0.36043741461498285,2489203902.0,953.7979846000671
2016,44.25,7.75,5.4414096,12.038518399194954,482.4521417617798,0.3696588965412838,2521704706.0,962.7034199237823
1982,44.25,10.75,4.641828,12.75826643650828,445.542462348938,0.2827964496184019,2460369383.0,1202.763548374176
1983,44.25,10.75,4.3911157,13.421807357688355,446.48557037115097,0.2889626883213816,2447974447.0,1215.250822544098
1984,44.25,10.75,5.240733,11.100034451952167,642.4968265295029,0.31042007274097866,2346623118.0,1080.737631559372
1985,44.25,10.75,4.74262,12.54643995621625,510.1024433374405,0.3012181991845175,2396687518.0,1144.936675786972
1986,44.25,10.75,4.6914043,12.552005264494154,602.0221415758133,0.3131135647592981,2359702511.0,1080.6952340602875
1987,44.25,10.75,5.5529547,11.71987989837048,418.3210552930832,0.2937335790761935,2556626991.0,1204.8361711502075
1988,44.25,10.75,3.9490228,12.726336410622192,496.1355602145195,0.3089361791712007,2393840209.0,1111.316686630249
1989,44.25,10.75,4.368664,12.990928138782776,628.0928590297699,0.31581993099131617,2491468975.0,1141.6007952690125
1990,44.25,10.75,4.629976,13.22485147426331,479.2949466705322,0.2864930005439746,2548306828.0,1227.5290813446045
1991,44.25,10.75,5.9028172,12.44733103895499,519.5654134750366,0.2975781372949189,2500339971.0,1173.7108254432678
1992,44.25,10.75,6.330069,12.991569531509299,427.920352935791,0.29280193490919726,2493272411.0,1194.028989315033
1993,44.25,10.75,5.995714,12.721654768862756,425.97134351730347,0.2836016221763262,2545668282.0,1233.1748142242432
1994,44.25,10.75,6.140509,13.889370419620688,510.5764025449753,0.28871866710045757,2551151690.0,1247.9949231147766
1995,44.25,10.75,4.9659257,12.454460418302249,448.5046948194504,0.29888588229036017,2548388432.0,1215.739236831665
1996,44.25,10.75,5.445152,12.334171977697634,418.89539182186127,0.28763095265120464,2506752519.0,1205.6844291687012
1997,44.25,10.75,4.7244916,13.061199543522854,421.5050003528595,0.28481285420118596,2651709994.0,1307.155514717102
1998,44.25,10.75,5.325086,13.309238857693142,362.51137268543243,0.27359992382573145,2639194313.0,1351.8133988380432
1999,44.25,10.75,5.448957,13.476495403090334,489.98530554771423,0.3018975646472445,2498623787.0,1204.1941685676575
2000,44.25,10.75,5.459629,13.81101929596047,429.6662163734436,0.28427424335401824,2609536047.0,1290.2672357559204
2001,44.25,10.75,4.454115,13.688666867274865,549.243362903595,0.2887805784060285,2511145590.0,1244.250724554062
2002,44.25,10.75,5.030085,13.65190054076949,541.6519805192947,0.3019743577327604,2539017050.0,1202.1837482452393
2003,44.25,10.75,4.651649,14.804999731724559,282.8368653655052,0.24501016882120394,2779200930.0,1486.0804424285889
2004,44.25,10.75,5.7310486,12.24068888340121,535.8053460121155,0.29459285395207746,2520358276.0,1208.7514142990112
2005,44.25,10.75,5.9473524,13.326295067282285,387.48998844623566,0.28240513879489276,2599753003.0,1284.2890329360962
2006,44.25,10.75,6.0367303,13.696531043333167,371.5320360660553,0.27301368351076166,2657785605.0,1378.2625584602356
2007,44.25,10.75,4.8250837,14.246308819141264,381.6222383379936,0.2668134849640279,2644169667.0,1366.511402606964
2008,44.25,10.75,5.676447,13.049686569014407,649.4920661449432,0.31465376523974675,2411522698.0,1100.0770063400269
2009,44.25,10.75,5.6460953,13.93792244655634,528.0641881227493,0.2892722029701557,2574226683.0,1278.2067770957947
2010,44.25,10.75,5.6092224,12.86803680307725,645.675525188446,0.3131353178250244,2419130242.0,1112.6808602809906
2011,44.25,10.75,6.005552,13.524299419004153,440.21999394893646,0.28385763133273406,2636095060.0,1305.8147239685059
2012,44.25,10.75,6.00817,14.148361349417494,389.9248949289322,0.27443361496613694,2653596744.0,1346.758876800537
2013,44.25,10.75,5.728948,12.757617221159094,693.2001799345016,0.31780528535250746,2408080576.5,1108.8837366104126
2014,44.25,10.75,5.504699,13.33340915355807,624.4112796783447,0.3113258323248695,2517609430.0,1165.695873260498
2015,44.25,10.75,5.2073154,14.501905456867094,471.41423869132996,0.28782524723632663,2629352891.0,1336.8402910232544
2016,44.25,10.75,6.085077,13.684716573727677,492.9819768667221,0.294568638883385,2585326387.0,1261.0070099830627
1982,44.25,11.25,4.5162916,14.13825122047873,365.95509374141693,0.32509882952652724,2459511464.0,1015.7074511051178
1983,44.25,11.25,4.4252563,15.018648334577971,315.8301881849766,0.31462697996423133,2468406020.0,1075.88827085495
1984,44.25,11.25,5.2792864,12.528634981392257,497.3181993961334,0.35358982596522065,2348557183.0,949.4203565120697
1985,44.25,11.25,4.968605,14.038821036519568,389.29654973745346,0.34034064704296635,2390837799.0,1021.5579192638397
1986,44.25,11.25,4.812366,13.891995797749438,556.3125733137131,0.36480121733316406,2363674250.0,933.0882284641266
1987,44.25,11.25,5.542718,13.225418438319288,288.51623475551605,0.32631080456418926,2569103261.0,1073.1975367069244
1988,44.25,11.25,4.0155735,14.201848852868174,403.23253670334816,0.3577567725594527,2399564938.0,968.1699066162109
1989,44.25,11.25,4.1073227,14.454127754261291,517.8285856246948,0.3540598855299108,2477022118.0,1003.0268898010254
1990,44.25,11.25,4.6943226,14.69309593026155,405.62952506542206,0.32574986593396055,2540240292.0,1062.6679468154907
1991,44.25,11.25,5.6101346,13.837445115731432,438.17872178554535,0.3396458939399595,2472817622.0,992.1812193393707
1992,44.25,11.25,6.4577765,14.44739730685365,293.2044697999954,0.32636753601186413,2487301675.0,1042.3058924674988
1993,44.25,11.25,6.0583134,14.333920597250945,326.29761946201324,0.31683191296711466,2565430849.0,1086.7046384811401
1994,44.25,11.25,5.8836217,15.218663608326631,469.1080810278654,0.34381681719636603,2555476638.0,1051.0212755203247
1995,44.25,11.25,4.8959827,13.864611014821172,370.47115421295166,0.3447086279298745,2520795403.0,1038.8660063743591
1996,44.25,11.25,5.4861803,13.822062529769598,352.1854785680771,0.33170940128027226,2487563707.0,1044.1399474143982
1997,44.25,11.25,4.6569195,14.392014129489075,335.35854613780975,0.3283681855871787,2646873052.0,1122.711932182312
1998,44.25,11.25,5.5608163,14.95380660287695,258.3470779657364,0.3144175675180223,2637397238.0,1192.2757534980774
1999,44.25,11.25,5.549004,14.940315904180988,374.2040467262268,0.34805790407984866,2480642227.0,1043.99489736557
2000,44.25,11.25,5.428253,15.35376677793615,332.7497886419296,0.3274194913751939,2609056948.0,1140.4227604866028
2001,44.25,11.25,4.4876356,15.19441065445445,419.0637333393097,0.33446522894638037,2499662592.0,1089.2479286193848
2002,44.25,11.25,5.272736,15.084485646166833,450.48871570825577,0.34785929770251506,2510124203.0,1022.1166620254517
2003,44.25,11.25,4.885985,16.395288885029313,211.22807079553604,0.2823403681220572,2764958772.0,1246.700312614441
2004,44.25,11.25,5.775323,13.736152480630313,501.84300351142883,0.3480123386663549,2505989886.0,1043.4996478557587
2005,44.25,11.25,6.2007613,15.002406581554537,290.6263715028763,0.3226751729943394,2616537110.0,1127.6755378246307
2006,44.25,11.25,6.3440337,15.16135788898842,304.47757482528687,0.3239707826009763,2633493374.0,1151.7148275375366
2007,44.25,11.25,5.10232,15.906222845214645,317.4041665792465,0.3068903164536345,2641493102.0,1199.6105647087097
2008,44.25,11.25,6.1350965,14.642008098901487,514.1906151771545,0.3595331638467078,2413587862.0,980.6534278392792
2009,44.25,11.25,6.034945,15.43641213186426,403.198903799057,0.33088337927082784,2549101595.0,1110.4134888648987
2010,44.25,11.25,5.866293,14.40187569537194,482.47732174396515,0.3550549920867471,2422451591.0,979.1357984542847
2011,44.25,11.25,6.417775,14.939475567512263,372.54319167137146,0.32686509435472927,2632517776.0,1117.954517841339
2012,44.25,11.25,6.291912,15.86579304115445,295.1602192521095,0.31121499086517135,2660919118.0,1218.5665516853333
2013,44.25,11.25,6.0784698,14.370453884399016,500.9671709537506,0.3536379483400607,2420643930.0,974.7393941879272
2014,44.25,11.25,5.799626,14.764778916352714,535.9239659309387,0.35578228445614085,2494230843.0,1002.1238136291504
2015,44.25,11.25,5.540161,15.899937059365067,430.75660955905914,0.3356412304382698,2629546004.0,1133.8496189117432
2016,44.25,11.25,6.2718954,15.230246986439026,379.7648546695709,0.3375820683108436,2560829886.0,1107.5027322769165
1982,44.25,11.75,3.050211,15.057360178504894,370.0925134420395,0.317863122894873,2457290930.0,917.4475016593933
1983,44.25,11.75,3.1219664,16.13964136909036,275.0951802134514,0.2947691458892199,2495524005.0,1007.0864639282227
1984,44.25,11.75,4.2052174,13.724830281500722,435.19403594732285,0.33763154376955595,2360940940.0,897.8551349639893
1985,44.25,11.75,2.9716628,15.217344106412401,339.5809664130211,0.32411182861702115,2402341050.0,962.0417914390564
1986,44.25,11.75,3.4268377,14.986860141255498,485.50834143161774,0.3502061674797457,2380330567.0,869.9860603809357
1987,44.25,11.75,4.144278,14.41825528394163,249.76796436309814,0.30431410465754716,2562066288.0,1010.9146766662598
1988,44.25,11.75,2.9644904,15.295920209946976,364.1577867567539,0.34356546830507667,2409815149.0,907.3272213935852
1989,44.25,11.75,2.8360527,15.541454658009648,470.3340538740158,0.32681240735490336,2477959350.0,953.027735710144
1990,44.25,11.75,3.2295873,15.841746735416987,389.5390590429306,0.30717423051790477,2547044466.0,988.8455281257629
1991,44.25,11.75,4.113376,14.819374919716829,409.2663041949272,0.32434099260108923,2450442901.0,905.2519376277924
1992,44.25,11.75,4.5594373,15.51905739229489,253.41294771432877,0.3005734598324969,2490348654.0,975.4598922729492
1993,44.25,11.75,4.52802,15.557292246351055,282.8215274810791,0.29520049856768715,2566119784.0,1027.7064096927643
1994,44.25,11.75,4.206048,16.269674855899186,413.68696443736553,0.3171582769334706,2566849942.0,981.2710690498352
1995,44.25,11.75,3.3402736,14.892961608039009,381.97615814208984,0.33031242170365027,2503023684.0,955.8114957809448
1996,44.25,11.75,3.7466502,14.92250176972034,338.0170603990555,0.31567353428968414,2483912778.0,971.0751299858093
1997,44.25,11.75,3.195973,15.422228700974408,303.04485404491425,0.3085295464478287,2641285497.0,1043.8900866508484
1998,44.25,11.75,4.0615273,16.289394964579664,228.25039714574814,0.29183582776512196,2630199787.0,1125.581573009491
1999,44.25,11.75,4.1003733,16.110890394721935,341.5518020391464,0.326995770915661,2481659180.0,980.1752429008484
2000,44.25,11.75,4.0702715,16.70002127005384,269.2180986404419,0.295617064619376,2612233743.0,1102.7407808303833
2001,44.25,11.75,3.0451863,16.37336926678427,367.0173627138138,0.32045243135075163,2512676840.0,1028.3152441978455
2002,44.25,11.75,3.7689633,16.085096409118254,432.28351253271103,0.33195585947410733,2492382951.0,929.8163585662842
2003,44.25,11.75,3.0844822,17.30515405866835,208.24586689472198,0.27302883604383155,2733336512.0,1103.6461272239685
2004,44.25,11.75,4.120696,14.841218836167279,445.6115415096283,0.34002867905922185,2507185286.0,967.1596350669861
2005,44.25,11.75,4.5245347,15.967986390481588,294.8188786506653,0.3145219270699944,2626436669.0,1034.5795123577118
