lat,lon,year,soil_water
44.75,8.25,2016,0.29243565
44.75,8.75,1982,0.2738783
44.75,8.75,1983,0.2973672
44.75,8.75,1984,0.3076162
44.75,8.75,1985,0.26317492
44.75,8.75,1986,0.27508911
44.75,8.75,1987,0.26122388
44.75,8.75,1988,0.27673548
44.75,8.75,1989,0.26171717
44.75,8.75,1990,0.23615405
44.75,8.75,1991,0.22786741
44.75,8.75,1992,0.2957206
44.75,8.75,1993,0.25009876
44.75,8.75,1994,0.28975683
44.75,8.75,1995,0.28710377
44.75,8.75,1996,0.2891487
44.75,8.75,1997,0.24665578
44.75,8.75,1998,0.25828075
44.75,8.75,1999,0.2836426
44.75,8.75,2000,0.2537257
44.75,8.75,2001,0.25933543
44.75,8.75,2002,0.32231224
44.75,8.75,2003,0.20445545
44.75,8.75,2004,0.22660717
44.75,8.75,2005,0.28031436
44.75,8.75,2006,0.25026113
44.75,8.75,2007,0.25813243
44.75,8.75,2008,0.29166347
44.75,8.75,2009,0.23521069
44.75,8.75,2010,0.29070106
44.75,8.75,2011,0.24996229
44.75,8.75,2012,0.26237926
44.75,8.75,2013,0.2862515
44.75,8.75,2014,0.31235656
44.75,8.75,2015,0.2835464
44.75,8.75,2016,0.25565514
44.75,9.25,1982,0.3147134
44.75,9.25,1983,0.32386047
44.75,9.25,1984,0.3291788
44.75,9.25,1985,0.29865062
44.75,9.25,1986,0.3091521
44.75,9.25,1987,0.30516404
44.75,9.25,1988,0.3226025
44.75,9.25,1989,0.3182213
44.75,9.25,1990,0.29381496
44.75,9.25,1991,0.26540905
44.75,9.25,1992,0.32538083
44.75,9.25,1993,0.29448742
44.75,9.25,1994,0.31239638
44.75,9.25,1995,0.32794544
44.75,9.25,1996,0.32378358
44.75,9.25,1997,0.29940334
44.75,9.25,1998,0.2971654
44.75,9.25,1999,0.32746395
44.75,9.25,2000,0.29472667
44.75,9.25,2001,0.30472875
44.75,9.25,2002,0.36077458
44.75,9.25,2003,0.24983239
44.75,9.25,2004,0.26557946
44.75,9.25,2005,0.31977916
44.75,9.25,2006,0.28594226
44.75,9.25,2007,0.29123425
44.75,9.25,2008,0.3250326
44.75,9.25,2009,0.27059692
44.75,9.25,2010,0.33572754
44.75,9.25,2011,0.29496336
44.75,9.25,2012,0.29672033
44.75,9.25,2013,0.31948388
44.75,9.25,2014,0.3559564
44.75,9.25,2015,0.31569153
44.75,9.25,2016,0.30842334
44.75,9.75,1982,0.32576674
44.75,9.75,1983,0.3241785
44.75,9.75,1984,0.33666894
44.75,9.75,1985,0.30820388
44.75,9.75,1986,0.3215216
44.75,9.75,1987,0.31316295
44.75,9.75,1988,0.33539954
44.75,9.75,1989,0.34312576
44.75,9.75,1990,0.31119153
44.75,9.75,1991,0.27092177
44.75,9.75,1992,0.31771335
44.75,9.75,1993,0.3053883
44.75,9.75,1994,0.3296582
44.75,9.75,1995,0.33985767
44.75,9.75,1996,0.3185088
44.75,9.75,1997,0.31627148
44.75,9.75,1998,0.30414334
44.75,9.75,1999,0.33342406
44.75,9.75,2000,0.30977377
44.75,9.75,2001,0.31858876
44.75,9.75,2002,0.36943507
44.75,9.75,2003,0.25541076
44.75,9.75,2004,0.28452224
44.75,9.75,2005,0.32790798
44.75,9.75,2006,0.29508743
44.75,9.75,2007,0.30321556
44.75,9.75,2008,0.32253566
44.75,9.75,2009,0.28227797
44.75,9.75,2010,0.34948525
44.75,9.75,2011,0.2943706
44.75,9.75,2012,0.3027362
44.75,9.75,2013,0.32809216
44.75,9.75,2014,0.36842248
44.75,9.75,2015,0.3140349
44.75,9.75,2016,0.31987843
