lat,lon,year,solar_radiation
44.75,6.75,2003,66127863600.0
44.75,6.75,2004,62167295232.0
44.75,6.75,2005,65237242560.0
44.75,6.75,2006,63722956536.0
44.75,6.75,2007,65096287248.0
44.75,6.75,2008,60669999600.0
44.75,6.75,2009,63149222064.0
44.75,6.75,2010,59417328744.0
44.75,6.75,2011,64332687672.0
44.75,6.75,2012,62673373440.0
44.75,6.75,2013,58504431312.0
44.75,6.75,2014,59795949600.0
44.75,6.75,2015,61753712184.0
44.75,6.75,2016,63602111760.0
44.75,7.25,1982,55097683200.0
44.75,7.25,1983,54889711320.0
44.75,7.25,1984,54103403856.0
44.75,7.25,1985,57885362352.0
44.75,7.25,1986,56295394416.0
44.75,7.25,1987,58384087680.0
44.75,7.25,1988,56523729072.0
44.75,7.25,1989,60903646416.0
44.75,7.25,1990,60192813696.0
44.75,7.25,1991,60004403688.0
44.75,7.25,1992,55901358336.0
44.75,7.25,1993,58824131016.0
44.75,7.25,1994,56284467048.0
44.75,7.25,1995,58377269400.0
44.75,7.25,1996,56554940496.0
44.75,7.25,1997,59560019904.0
44.75,7.25,1998,61659093936.0
44.75,7.25,1999,57164906304.0
44.75,7.25,2000,60165826200.0
44.75,7.25,2001,61392129984.0
44.75,7.25,2002,55385969712.0
44.75,7.25,2003,64701444000.0
44.75,7.25,2004,61163738928.0
44.75,7.25,2005,60757266600.0
44.75,7.25,2006,61019630208.0
44.75,7.25,2007,61496326656.0
44.75,7.25,2008,57016774128.0
44.75,7.25,2009,61946766624.0
44.75,7.25,2010,58556751624.0
44.75,7.25,2011,61237286592.0
44.75,7.25,2012,58835692344.0
44.75,7.25,2013,61109635152.0
44.75,7.25,2014,57344487720.0
44.75,7.25,2015,57782434800.0
44.75,7.25,2016,62524193496.0
44.75,7.75,1982,53594450184.0
44.75,7.75,1983,54285663600.0
44.75,7.75,1984,53198404752.0
44.75,7.75,1985,55635777384.0
44.75,7.75,1986,54456073968.0
44.75,7.75,1987,56593906776.0
44.75,7.75,1988,54777903240.0
44.75,7.75,1989,58661816184.0
44.75,7.75,1990,57633069912.0
44.75,7.75,1991,59466538800.0
44.75,7.75,1992,53953155576.0
44.75,7.75,1993,56922085680.0
44.75,7.75,1994,54540714120.0
44.75,7.75,1995,56415305448.0
44.75,7.75,1996,55296746280.0
44.75,7.75,1997,57599552208.0
44.75,7.75,1998,59429187096.0
44.75,7.75,1999,54939602376.0
44.75,7.75,2000,57987674184.0
44.75,7.75,2001,59193231792.0
44.75,7.75,2002,53578704696.0
44.75,7.75,2003,62860813440.0
44.75,7.75,2004,59831844624.0
44.75,7.75,2005,58169713368.0
44.75,7.75,2006,59373218136.0
44.75,7.75,2007,59441700816.0
44.75,7.75,2008,54493448808.0
44.75,7.75,2009,60508593312.0
44.75,7.75,2010,57205768176.0
44.75,7.75,2011,59420452464.0
44.75,7.75,2012,55981287384.0
44.75,7.75,2013,59900100480.0
44.75,7.75,2014,55198784832.0
44.75,7.75,2015,55548233136.0
44.75,7.75,2016,60174666288.0
44.75,8.25,1982,56912899368.0
44.75,8.25,1983,56922844944.0
44.75,8.25,1984,55566098568.0
44.75,8.25,1985,58537932144.0
44.75,8.25,1986,57639125664.0
44.75,8.25,1987,59806988832.0
44.75,8.25,1988,58106150592.0
44.75,8.25,1989,60614021496.0
44.75,8.25,1990,60351742656.0
44.75,8.25,1991,61951418208.0
44.75,8.25,1992,56718050760.0
44.75,8.25,1993,59799752016.0
44.75,8.25,1994,57898348992.0
44.75,8.25,1995,58802439168.0
44.75,8.25,1996,57989951592.0
44.75,8.25,1997,59959483008.0
44.75,8.25,1998,61931549040.0
44.75,8.25,1999,57972526608.0
44.75,8.25,2000,61328869824.0
44.75,8.25,2001,61613013096.0
44.75,8.25,2002,56625039600.0
44.75,8.25,2003,65132264688.0
44.75,8.25,2004,62271905616.0
44.75,8.25,2005,60344233152.0
44.75,8.25,2006,62416077360.0
44.75,8.25,2007,61905068088.0
44.75,8.25,2008,57651536712.0
44.75,8.25,2009,63020460720.0
44.75,8.25,2010,59975727288.0
44.75,8.25,2011,62379042480.0
44.75,8.25,2012,59532871872.0
44.75,8.25,2013,61896155640.0
44.75,8.25,2014,57881615304.0
44.75,8.25,2015,58993441152.0
44.75,8.25,2016,62027704848.0
44.75,8.75,1982,58351596960.0
44.75,8.75,1983,57973328136.0
44.75,8.75,1984,56079939432.0
44.75,8.75,1985,59949261600.0
44.75,8.75,1986,59191918296.0
44.75,8.75,1987,60786375048.0
44.75,8.75,1988,58935137352.0
44.75,8.75,1989,61060479000.0
44.75,8.75,1990,61359895728.0
44.75,8.75,1991,62403274128.0
44.75,8.75,1992,58132659360.0
44.75,8.75,1993,60935585232.0
44.75,8.75,1994,59933129568.0
44.75,8.75,1995,59637933528.0
44.75,8.75,1996,58656597408.0
44.75,8.75,1997,60989571480.0
44.75,8.75,1998,62767438608.0
44.75,8.75,1999,59169213552.0
44.75,8.75,2000,62946456816.0
44.75,8.75,2001,62665851720.0
44.75,8.75,2002,57702105456.0
44.75,8.75,2003,65971899648.0
44.75,8.75,2004,62990772096.0
44.75,8.75,2005,61066525104.0
44.75,8.75,2006,63905271864.0
44.75,8.75,2007,62625075120.0
44.75,8.75,2008,59218870080.0
44.75,8.75,2009,64137654312.0
44.75,8.75,2010,60200388672.0
44.75,8.75,2011,63356939904.0
44.75,8.75,2012,60994742280.0
44.75,8.75,2013,62252612376.0
44.75,8.75,2014,58737278976.0
44.75,8.75,2015,60599360016.0
44.75,8.75,2016,62490698520.0
44.75,9.25,1982,58360029672.0
44.75,9.25,1983,58061453832.0
44.75,9.25,1984,55570331448.0
44.75,9.25,1985,60063131472.0
44.75,9.25,1986,59388001272.0
44.75,9.25,1987,60319685232.0
44.75,9.25,1988,58111764288.0
44.75,9.25,1989,60566789184.0
44.75,9.25,1990,61256104464.0
44.75,9.25,1991,61606940400.0
44.75,9.25,1992,58709492616.0
44.75,9.25,1993,60789514560.0
44.75,9.25,1994,60649751784.0
44.75,9.25,1995,59486269752.0
44.75,9.25,1996,58160421672.0
44.75,9.25,1997,61203602640.0
44.75,9.25,1998,62477987952.0
44.75,9.25,1999,58966383264.0
44.75,9.25,2000,63133675872.0
44.75,9.25,2001,62718462336.0
44.75,9.25,2002,57305695008.0
44.75,9.25,2003,65856266784.0
44.75,9.25,2004,62611725984.0
44.75,9.25,2005,60818762424.0
44.75,9.25,2006,64227149952.0
44.75,9.25,2007,62295536304.0
44.75,9.25,2008,59494280832.0
44.75,9.25,2009,64114698912.0
44.75,9.25,2010,59015004960.0
44.75,9.25,2011,63061876032.0
44.75,9.25,2012,60954614400.0
44.75,9.25,2013,61782320400.0
44.75,9.25,2014,58377197184.0
44.75,9.25,2015,60797894448.0
44.75,9.25,2016,62262181776.0
44.75,9.75,1982,59318186760.0
44.75,9.75,1983,58929054432.0
44.75,9.75,1984,56647985304.0
44.75,9.75,1985,60287146368.0
44.75,9.75,1986,60161154720.0
44.75,9.75,1987,61228372224.0
44.75,9.75,1988,58538591016.0
44.75,9.75,1989,60695510184.0
44.75,9.75,1990,62015074920.0
44.75,9.75,1991,61905161568.0
44.75,9.75,1992,60045016080.0
44.75,9.75,1993,61300499520.0
44.75,9.75,1994,61018284216.0
44.75,9.75,1995,59957029080.0
44.75,9.75,1996,59247923664.0
44.75,9.75,1997,61943335488.0
44.75,9.75,1998,63008224656.0
44.75,9.75,1999,59438817816.0
44.75,9.75,2000,63621609504.0
44.75,9.75,2001,63168123936.0
44.75,9.75,2002,57678009888.0
44.75,9.75,2003,66037545024.0
44.75,9.75,2004,63210597408.0
44.75,9.75,2005,61125478752.0
44.75,9.75,2006,64708899552.0
44.75,9.75,2007,62862296808.0
44.75,9.75,2008,60202206456.0
44.75,9.75,2009,64228707264.0
44.75,9.75,2010,59896820688.0
44.75,9.75,2011,63664322880.0
44.75,9.75,2012,62343065040.0
44.75,9.75,2013,62457710160.0
44.75,9.75,2014,59071450392.0
44.75,9.75,2015,61891946472.0
44.75,9.75,2016,62899867320.0
44.75,10.25,1982,60273322512.0
44.75,10.25,1983,59935782072.0
44.75,10.25,1984,58012805760.0
44.75,10.25,1985,60486097680.0
44.75,10.25,1986,61005017520.0
44.75,10.25,1987,62304945840.0
44.75,10.25,1988,59419936176.0
44.75,10.25,1989,60851162736.0
44.75,10.25,1990,62694147552.0
44.75,10.25,1991,62518599648.0
44.75,10.25,1992,61340180736.0
44.75,10.25,1993,61994139072.0
44.75,10.25,1994,61124615592.0
44.75,10.25,1995,60499483920.0
44.75,10.25,1996,60620475408.0
44.75,10.25,1997,62643440832.0
44.75,10.25,1998,63685144272.0
44.75,10.25,1999,60037059792.0
44.75,10.25,2000,64056478512.0
44.75,10.25,2001,63534296688.0
44.75,10.25,2002,58251782256.0
44.75,10.25,2003,66131667456.0
44.75,10.25,2004,63905553456.0
44.75,10.25,2005,61487155416.0
44.75,10.25,2006,64946994528.0
44.75,10.25,2007,63460688256.0
44.75,10.25,2008,60860020968.0
44.75,10.25,2009,64186793424.0
44.75,10.25,2010,61146439488.0
44.75,10.25,2011,64430240976.0
44.75,10.25,2012,63786805008.0
44.75,10.25,2013,63210116112.0
44.75,10.25,2014,59913151584.0
44.75,10.25,2015,62892384672.0
44.75,10.25,2016,63617995680.0
44.75,10.75,1982,60700720128.0
44.75,10.75,1983,60905162136.0
44.75,10.75,1984,58743253776.0
44.75,10.75,1985,60973174224.0
44.75,10.75,1986,61865157216.0
44.75,10.75,1987,62734964856.0
44.75,10.75,1988,60315970440.0
44.75,10.75,1989,60885521040.0
44.75,10.75,1990,62842960464.0
44.75,10.75,1991,63016158480.0
44.75,10.75,1992,62304105264.0
44.75,10.75,1993,62817186192.0
44.75,10.75,1994,61575519024.0
44.75,10.75,1995,60999708720.0
44.75,10.75,1996,61375786128.0
44.75,10.75,1997,63164662848.0
44.75,10.75,1998,64250667744.0
44.75,10.75,1999,60619178520.0
44.75,10.75,2000,64544604000.0
44.75,10.75,2001,63803585376.0
44.75,10.75,2002,58855388232.0
44.75,10.75,2003,66239284320.0
44.75,10.75,2004,64238934912.0
44.75,10.75,2005,61848502680.0
44.75,10.75,2006,65015596992.0
44.75,10.75,2007,63628175136.0
44.75,10.75,2008,61476891648.0
44.75,10.75,2009,64171008144.0
44.75,10.75,2010,61447362096.0
44.75,10.75,2011,65086192176.0
44.75,10.75,2012,64364428656.0
44.75,10.75,2013,63506829648.0
44.75,10.75,2014,60423640176.0
44.75,10.75,2015,63289845168.0
44.75,10.75,2016,64111047408.0
44.75,11.25,1982,60196384152.0
44.75,11.25,1983,61059438168.0
44.75,11.25,1984,58570800288.0
44.75,11.25,1985,60982739904.0
44.75,11.25,1986,62058586176.0
44.75,11.25,1987,62220052776.0
44.75,11.25,1988,60501961296.0
44.75,11.25,1989,60227280912.0
44.75,11.25,1990,62283495264.0
44.75,11.25,1991,62625247944.0
44.75,11.25,1992,62409246336.0
44.75,11.25,1993,62940283056.0
44.75,11.25,1994,61709801040.0
44.75,11.25,1995,60821811672.0
44.75,11.25,1996,61116643488.0
44.75,11.25,1997,62908469136.0
44.75,11.25,1998,63975325680.0
