year,lat,lon,yield_wheat_spring,temperature,precipitation,soil_water,solar_radiation,potential_evaporation,temperature_Mar,temperature_Apr,temperature_May,temperature_Jun,temperature_Jul,precipitation_Mar,precipitation_Apr,precipitation_May,precipitation_Jun,precipitation_Jul,soil_water_Mar,soil_water_Apr,soil_water_May,soil_water_Jun,soil_water_Jul,solar_radiation_Mar,solar_radiation_Apr,solar_radiation_May,solar_radiation_Jun,solar_radiation_Jul,potential_evaporation_Mar,potential_evaporation_Apr,potential_evaporation_May,potential_evaporation_Jun,potential_evaporation_Jul
2005,44.25,11.75,4.5245347,15.967986390481588,294.8188786506653,0.3145219270699944,2626436669.0,1034.5795123577118,6.820436,10.762081,17.278402,21.50616,23.48357,38.783769369125366,100.71306467056274,52.672595739364624,49.745367765426636,52.90408110618591,0.38447997,0.37774235,0.31773984,0.2554718,0.2373102,366431191.0,459432330.0,583296992.0,602057100.0,615219056.0,100.15834498405457,153.36772441864014,224.05835247039795,266.5736675262451,290.421422958374
2006,44.25,11.75,4.3603897,16.040156087065053,303.3852140903473,0.3200540639021817,2612211282.0,1027.4283609390259,6.4706283,11.97108,16.29664,20.966791,24.523304,67.11267805099487,93.70930194854736,64.51613211631775,35.11638164520264,42.93072032928467,0.4027008,0.38302916,0.33686766,0.26731628,0.21068664,327869950.0,442258260.0,570062906.0,635979960.0,636040206.0,104.01168203353882,135.9347105026245,221.85041666030884,280.9119415283203,284.7196102142334
2007,44.25,11.75,3.4161708,17.233589982674793,286.88914930820465,0.2834965032494925,2639257310.0,1133.6528940200806,8.993692,14.120624,17.645117,20.951338,24.476688,123.56284594535828,27.73564338684082,67.72445130348206,45.739359855651855,22.126848816871643,0.35671872,0.32986268,0.29391176,0.26541078,0.17249085,326046778.0,526404180.0,562077988.0,563916120.0,660812244.0,121.34740829467773,172.43124961853027,227.0043363571167,256.5867805480957,356.28311920166016
2008,44.25,11.75,4.5528097,15.930881877350652,452.8665945529938,0.3407098596392114,2443578384.0,939.8090724945068,7.998201,11.712595,16.372948,20.380936,23.197206,131.7386918067932,60.04307270050049,92.42387342453003,115.42268514633179,53.23827147483826,0.3924109,0.37395567,0.32539064,0.3529083,0.26034972,327159616.0,428952900.0,530438644.0,536201880.0,620825344.0,118.81829023361206,159.06392097473145,194.35418272018433,189.54754829406738,278.0251302719116
2009,44.25,11.75,4.469953,16.585417872160868,327.0866720676422,0.31427819111378363,2533392570.0,1029.2565569877625,8.018119,12.243594,18.588108,20.249706,23.805706,91.52775454521179,105.7139253616333,36.50592231750488,52.128732204437256,41.21033763885498,0.37680054,0.39167178,0.2995947,0.2716809,0.23276551,347913992.0,412747380.0,609988364.0,537466200.0,625276634.0,119.1782898902893,128.8423204421997,244.86318111419678,245.54469108581543,290.82807445526123
2010,44.25,11.75,4.3261633,15.435167449751711,454.1330087184906,0.3444814686876497,2438615577.0,910.3922414779663,6.5949936,11.292447,15.232355,19.97287,24.095913,104.84043955802917,111.91627979278564,114.62595868110657,79.92196798324585,42.828362703323364,0.40548953,0.3937152,0.37488952,0.31261414,0.23625915,296872182.0,444632340.0,505731675.0,574315080.0,617064300.0,95.09990930557251,136.99687957763672,184.94742155075073,220.43742656707764,272.9106044769287
2011,44.25,11.75,4.4337826,15.946950675615298,336.164581656456,0.30674150703000086,2624933096.0,1027.9684009552002,6.654457,13.063116,17.059092,20.732845,22.2866,123.9053955078125,42.59002447128296,26.49739158153534,103.8930344581604,39.278735637664795,0.40472898,0.33767885,0.26872316,0.29227662,0.2308313,327932198.0,503563440.0,618698372.0,575382420.0,599356666.0,94.29441118240356,167.07432746887207,245.10765981674194,232.7524995803833,288.7395029067993
2012,44.25,11.75,4.4213543,17.049362731135748,279.5176745057106,0.29729275824197754,2661449053.0,1152.2366590499878,9.986707,11.3835945,15.781283,22.89438,25.20663,25.973022162914276,110.7604193687439,103.06936955451965,9.626344442367554,30.088518977165222,0.3560565,0.3691333,0.35899597,0.21534303,0.18660888,426233043.0,408687030.0,554787532.0,619577460.0,652163988.0,137.5315613746643,150.5670976638794,201.5330376625061,301.34496688842773,361.25999546051025
2013,44.25,11.75,4.4129114,15.446661740346672,420.0364621281624,0.33841054063606885,2441058608.0,907.9466059207916,6.7450852,12.323973,14.593454,19.65395,23.951834,145.58283233642578,87.15862512588501,108.8209457397461,48.27566385269165,30.19839507341385,0.41906738,0.381203,0.38493592,0.28373167,0.2227313,276752283.0,433695210.0,506925981.0,600809760.0,622875374.0,76.41214442253113,135.81619262695312,179.91118097305298,233.3497667312622,282.4573211669922
2014,44.25,11.75,4.225219,15.749859361087575,556.1874485015869,0.34875048356118543,2489557609.0,909.9895007610321,9.199911,12.582301,15.324496,20.450228,21.241806,81.81227231025696,104.37013149261475,85.46274924278259,82.84708499908447,201.69521045684814,0.378576,0.3828479,0.3504956,0.31058532,0.32111636,379614189.0,432173670.0,555174102.0,579340860.0,543254788.0,118.43936228752136,138.5305881500244,204.0622148513794,232.24647045135498,216.71086502075195
2015,44.25,11.75,3.8313625,16.788106522528953,422.1321212053299,0.3233183290249382,2617932772.0,1029.7391967773438,7.945646,11.945791,16.8552,20.892908,26.277197,122.5365719795227,80.44885396957397,133.2478551864624,58.459224700927734,27.43961536884308,0.39783323,0.3656525,0.34595278,0.3077063,0.20030884,346664010.0,489838710.0,524504500.0,613599540.0,643326012.0,115.98575782775879,179.03749465942383,192.28046703338623,233.62282276153564,308.81265449523926
2016,44.25,11.75,4.5205903,16.27480026319915,381.10067200660706,0.33132034296693363,2540743986.0,1000.6332006454468,8.081655,13.008985,15.554253,20.108751,24.638685,99.07025289535522,56.413071155548096,92.1017746925354,88.21448564529419,45.301087617874146,0.40046754,0.33571228,0.3614722,0.33163637,0.2274652,332451130.0,461245140.0,558209250.0,577446360.0,611392106.0,111.98097229003906,171.79953575134277,204.19519329071045,222.31513023376465,290.34236907958984
1982,44.75,6.75,1.9771287,3.4944164706211462,418.8796851634979,0.3926759557007185,1908653969.0,694.3431611061096,-6.5263076,-1.1838903,2.9824648,9.130011,13.100685,69.19082832336426,61.53346538543701,59.75222682952881,119.66360092163086,108.73956370353699,0.37226623,0.41659483,0.44730344,0.40895635,0.31955567,152993556.0,250039275.0,365474810.0,540616620.0,599529708.0,50.3806688785553,83.71820211410522,97.66956686973572,193.34044933319092,269.23427391052246
1983,44.75,6.75,2.2671013,3.537323121151893,673.6582500934601,0.41302670236506495,1650534330.0,582.9961408376694,-3.1198695,-1.668297,1.457511,6.9605165,13.999257,84.33672666549683,185.87830066680908,187.50790691375732,131.40628337860107,84.52903246879578,0.37699157,0.4194379,0.4554657,0.44858703,0.36600524,162984887.0,195166800.0,259612693.0,406258710.0,626511240.0,59.792622208595276,58.30737233161926,68.2989592552185,114.9492073059082,281.6479797363281
1984,44.75,6.75,1.768022,1.7780961495598937,526.4812628626823,0.39375418833657805,1674122136.5,593.692659497261,-6.9284463,-1.8379078,0.02187866,5.6021914,12.039477,88.26983451843262,54.4805645942688,245.11571598052979,107.67082214355469,30.944325625896454,0.38088015,0.39715636,0.45416564,0.4492279,0.28924012,151724958.5,229716240.0,223383768.0,390571080.0,678726090.0,46.15008902549744,80.9615707397461,60.659088492393494,104.94558334350586,300.97632789611816
1985,44.75,6.75,2.8330996,3.0797780658684526,531.3527779579163,0.3931801944386725,1882949986.5,694.3478646278381,-6.255643,-1.0327369,1.929376,7.5200806,13.248387,129.05232334136963,63.70555400848389,196.9652075767517,86.60973072052002,55.019962310791016,0.38043705,0.41990295,0.45440918,0.41733462,0.29545838,134535985.5,267801540.0,287632229.0,543898140.0,649082092.0,43.87323975563049,79.82295513153076,70.88456654548645,189.37331199645996,310.39379119873047
1986,44.75,6.75,1.7615272,3.605157786724614,619.4649088382721,0.3897175003890119,1828031409.0,644.6482130289078,-4.5033197,-2.409026,4.7613745,8.803336,11.347101,67.38771104812622,275.03817558288574,82.29291486740112,96.42375469207764,98.32235264778137,0.34338742,0.36980468,0.45359254,0.41949096,0.36262998,151818315.0,175799505.0,345662555.0,555359400.0,599391634.0,49.78190743923187,54.469664096832275,84.51377749443054,204.2201328277588,251.6627311706543
1987,44.75,6.75,2.1999803,2.6712965528949413,473.25204050540924,0.40392927250830957,1980314479.0,668.6419706344604,-6.718473,-0.32297975,1.8722082,7.3647447,11.215795,53.29134237766266,113.06887149810791,65.84137105941772,91.16360664367676,149.8868489265442,0.35180053,0.4076837,0.44168884,0.40945187,0.40932068,155335513.0,273461700.0,451095074.0,551155140.0,549267052.0,47.91702747344971,76.3674259185791,134.41557025909424,201.18687629699707,208.75507068634033
1988,44.75,6.75,2.2430735,3.4663688774202384,561.8318494558334,0.40434543681300544,1891045121.0,663.3266353607178,-5.693361,-0.34154662,3.5487683,7.5084777,12.31706,97.92610025405884,118.55489730834961,137.72683095932007,147.368745803833,60.25527513027191,0.37926394,0.42618957,0.4522705,0.4329675,0.3326636,185974921.0,209078115.0,331910149.0,524237100.0,639844836.0,54.76355457305908,56.8789279460907,82.44801449775696,178.1834077835083,291.05273056030273
1989,44.75,6.75,2.2875857,4.1505150109334705,531.4053611755371,0.41648272420066634,2091340268.0,757.0109632015228,-1.2852039,-2.4653554,4.380235,7.8683944,12.161021,36.81512379646301,242.39496231079102,74.96023154258728,99.35483694076538,77.88020658493042,0.43205747,0.44048342,0.44352847,0.4130786,0.35393006,217385361.0,198066315.0,472373846.0,591033300.0,612481446.0,79.46577048301697,62.674105167388916,136.32384634017944,214.72851276397705,263.81872844696045
1990,44.75,6.75,1.7284735,4.460236147338269,464.5793704986572,0.39159297280841404,2063449331.0,772.3288810253143,-1.6606581,-1.9836804,4.560524,8.62363,12.6878,51.57978820800781,130.2220630645752,126.86749172210693,103.65381717681885,52.25621032714844,0.3954309,0.4131897,0.45286685,0.41344604,0.28443298,205722944.0,213148440.0,429873373.0,558516600.0,656187974.0,73.98457837104797,70.30819416046143,113.90258169174194,208.07197093963623,306.06155586242676
1991,44.75,6.75,2.2508342,3.4190307863397535,509.1498486995697,0.39415042521127686,1921619110.0,698.8264179229736,-1.7541077,-2.5397863,0.7293811,7.5212975,13.078481,196.47434329986572,79.49681282043457,106.73077774047852,50.08017539978027,76.36773943901062,0.39952025,0.4247461,0.43539914,0.4105658,0.30203733,163143111.0,248955645.0,323062160.0,529766160.0,656692034.0,45.85689640045166,72.34484195709229,88.43338203430176,187.12841033935547,305.06288719177246
1992,44.75,6.75,1.4853748,3.8582671608021055,650.5590889453888,0.42350781528778325,1910111708.0,638.2498633861542,-2.7403576,-0.60206664,4.7985244,6.428622,11.345647,66.87462210655212,91.01510524749756,120.3078453540802,266.0178852081299,106.34363102912903,0.40496096,0.42751223,0.44449586,0.45093265,0.39065123,201555273.0,243464520.0,431778509.0,445347690.0,587965716.0,61.87440514564514,77.29734420776367,129.49434804916382,133.2275390625,236.35622692108154
1993,44.75,6.75,2.3505518,3.9604675434773267,586.6070871353149,0.4047910395790549,2035827601.5,739.5646961927414,-4.3620987,-0.59804076,4.0234923,9.768028,11.011249,78.80327296257019,242.85398483276367,89.7655758857727,101.96861743927002,73.21563601493835,0.40239745,0.43942747,0.44474548,0.39101928,0.34703857,182938734.5,223504830.0,413453975.0,576674040.0,639256022.0,59.81967318058014,66.79042339324951,117.73625874519348,217.9502534866333,277.26808738708496
1994,44.75,6.75,2.5686302,4.867755768930211,482.50448006391525,0.40394442007432574,1970600985.0,742.7993803024292,-0.23423585,-2.551727,4.236537,9.113222,13.672595,8.905876576900482,120.62710762023926,138.95089483261108,112.60921955108643,101.411381483078,0.39611754,0.43135065,0.45161375,0.40337032,0.3381354,232340009.0,219200610.0,329107160.0,574790880.0,615162326.0,77.23300099372864,66.49646043777466,92.30878853797913,219.74960803985596,287.0115222930908
1995,44.75,6.75,2.1698012,3.5537154713487316,550.3340834379196,0.4107268534454645,1953051482.0,694.5416882038116,-5.808202,0.3456189,3.236503,7.250183,12.760228,49.27530038356781,158.60950469970703,134.4288148880005,89.32462692260742,118.69583654403687,0.37636048,0.43046755,0.44867617,0.4207428,0.37834716,174203291.0,255953460.0,380694911.0,542417400.0,599782420.0,61.94066524505615,82.05059051513672,109.95160984992981,190.32763481140137,250.2711877822876
1996,44.75,6.75,2.6105857,3.3620323184268925,447.8496812582016,0.4123403883837407,1904445945.0,650.9596788883209,-5.4116273,-0.5000855,3.4201255,8.868624,10.486173,44.58309495449066,94.82558727264404,76.82569169998169,121.5131950378418,110.10211229324341,0.37451416,0.41677004,0.4496594,0.42561156,0.39571777,164896316.0,241315530.0,362008545.0,561181320.0,575044234.0,50.081984758377075,76.04165554046631,94.92902994155884,202.673921585083,227.2330870628357
1997,44.75,6.75,3.3270404,4.3722656405244775,383.4821807742119,0.41612178535243266,2113214330.0,741.9082887172699,-1.1096838,-0.09590454,4.349962,8.217228,10.479623,6.1272613406181335,35.6085991859436,86.74160981178284,162.48604774475098,92.51866269111633,0.39270324,0.4415289,0.44387573,0.4101892,0.39294007,263404210.0,329690460.0,399625402.0,501464310.0,619029948.0,86.3642930984497,95.04588603973389,119.09609484672546,189.57153797149658,251.83047676086426
1998,44.75,6.75,3.3799388,4.348396170373056,445.3911908864975,0.3732735236096226,2083730492.0,819.0108389854431,-3.1845117,-2.2677186,3.958435,9.959425,13.243929,27.335997581481934,161.75638675689697,93.2022762298584,110.67947387695312,52.41705644130707,0.35782838,0.42367554,0.4502173,0.37644285,0.25993165,190036355.0,198602955.0,401288428.0,615367320.0,678435434.0,70.49871325492859,64.97435331344604,105.65839886665344,240.99271774291992,336.8866558074951
1999,44.75,6.75,3.3839798,4.2111868577844955,568.545750617981,0.3983764332883498,1983393902.0,737.4198911190033,-3.7077847,-1.0166199,5.2580276,8.940898,11.565346,77.42936444282532,114.58921194076538,153.43244791030884,102.11647510528564,120.97825121879578,0.37622923,0.41207704,0.45174193,0.40212527,0.35027158,171488094.0,215112840.0,385809818.0,606240420.0,604742730.0,59.23716449737549,71.68179988861084,111.78766131401062,234.95173931121826,259.7615261077881
2000,44.75,6.75,3.457949,4.228192351222817,572.7168600559235,0.3849327324652204,2055010047.0,782.7358493804932,-3.430571,-1.0777478,5.178441,10.475237,10.025961,76.36366701126099,206.42914295196533,75.95247006416321,119.09470081329346,94.87687921524048,0.38307557,0.4040161,0.44337893,0.3794922,0.31514096,179049676.0,197475360.0,434663741.0,606852180.0,636969090.0,66.64305543899536,67.6836347579956,125.74437379837036,240.50777435302734,282.1570110321045
2001,44.75,6.75,3.3157256,4.536687981069478,573.6244390010834,0.4012050570226183,2024939644.5,734.7447803020477,-1.5140857,-1.3921888,4.5526795,9.19719,11.798929,197.8496561050415,56.70748829841614,158.19572496414185,68.43471765518188,92.436851978302,0.39985105,0.4289972,0.45215636,0.38418156,0.3411865,165030499.5,283297620.0,333865505.0,616689240.0,626056780.0,50.35493350028992,82.27259159088135,77.63229846954346,244.31056022644043,280.1743965148926
2002,44.75,6.75,3.2441492,4.5157901816118775,609.3194682598114,0.3958962240250282,2017456876.0,755.3882036209106,-2.5598779,-0.394281,3.0393898,11.165464,11.384372,60.23065209388733,83.6029314994812,199.58215999603271,145.46676635742188,120.43695831298828,0.37189332,0.42476806,0.448335,0.38322574,0.35178164,196503017.0,268494780.0,364532007.0,590224380.0,597702692.0,65.51971578598022,80.38813591003418,104.68825197219849,242.93452262878418,261.8575773239136
2003,44.75,6.75,3.3433049,5.62536190070358,338.9106555581093,0.3746887607122558,2185108386.0,890.8933870792389,-2.5747535,-0.81855714,5.146039,12.917158,13.484274,23.195197761058807,101.23894214630127,76.83005237579346,87.6427674293518,50.00369584560394,0.3765265,0.41921878,0.4486249,0.37904662,0.25160402,196640316.0,236927310.0,447130856.0,628178880.0,676231024.0,76.01881146430969,71.87607765197754,124.36100482940674,274.4696617126465,344.16783142089844
2004,44.75,6.75,2.8782916,3.4301328659057617,351.22537410259247,0.3782881128242592,1981741470.5,718.5476237535477,-4.8622446,-1.3714563,2.1974547,9.618953,11.612707,37.316213488578796,103.82615804672241,76.48910665512085,52.45264291763306,81.14125299453735,0.34490967,0.383479,0.45004454,0.39973265,0.3141339,177467482.5,231802800.0,344678646.0,585101100.0,642691442.0,60.12808382511139,66.74075603485107,81.03047704696655,223.00515174865723,287.6431550979614
2005,44.75,6.75,3.1561832,4.569367940129798,396.9594203233719,0.39300157217418447,2230886832.0,854.0661034584045,-4.282611,-0.65315306,5.558324,10.561632,11.687478,38.76944935321808,132.16721534729004,61.19645309448242,79.45070028305054,85.37560224533081,0.41309324,0.4487567,0.41838628,0.3540326,0.33128053,200074217.0,232345635.0,550844580.0,607699320.0,639923080.0,65.93928670883179,75.76826333999634,187.55415964126587,245.59839248657227,279.2060012817383
2006,44.75,6.75,2.835763,4.825157724174798,458.1318302154541,0.3928191377446542,2151974725.5,815.0237855911255,-5.0319495,0.5729553,5.175859,10.116243,13.326193,114.01031994819641,65.90044498443604,81.77600479125977,82.36111164093018,114.08394885063171,0.37812743,0.442243,0.42215818,0.35248595,0.36937436,147899310.5,288710310.0,478172861.0,617684400.0,619507844.0,45.67383670806885,79.49745655059814,164.72306537628174,256.5143394470215,268.6150875091553
2007,44.75,6.75,2.4337893,4.9499241651273245,470.9105575084686,0.390457154489031,2255245089.5,857.4590699672699,-3.4772446,2.1037488,5.449725,9.061105,11.653093,78.21655511856079,65.32145261764526,161.11474657058716,125.99428653717041,40.263516664505005,0.40406066,0.43200317,0.43378052,0.41485047,0.26971802,204700951.5,319654500.0,487905838.0,557317740.0,685666060.0,67.09824347496033,92.86258220672607,171.09781169891357,208.93805980682373,317.4623727798462
2008,44.75,6.75,2.8217912,3.917355189915576,655.9107184410095,0.39478666116209593,1924417868.5,714.6975556612015,-4.227268,-1.276466,3.7990417,9.322889,11.975409,72.73058843612671,127.39182472229004,225.66312551498413,146.56471252441406,83.56046724319458,0.37487426,0.39308044,0.45476866,0.41368532,0.3380792,173312862.5,219807480.0,337960326.0,540102720.0,653234480.0,59.849828362464905,75.37324905395508,84.34825658798218,199.4606351852417,295.6655864715576
2009,44.75,6.75,3.472301,4.870455147881134,525.9618151187897,0.3851641001654606,2043340863.5,795.9882895946503,-3.9410996,-0.08820317,6.084359,9.630175,12.660627,90.18931531906128,207.79529571533203,77.61886167526245,88.57993125915527,61.77841114997864,0.3475952,0.42766905,0.4511621,0.39494935,0.30613157,159095146.5,224112165.0,379693890.0,595710360.0,684729302.0,62.74985885620117,68.69831800460815,102.95815014839172,231.973614692688,329.60834789276123
2010,44.75,6.75,1.9890808,3.542613736944261,571.6341798305511,0.410355626757628,1871621270.5,661.6183588504791,-5.281803,-1.0156775,2.0852466,8.753729,13.192633,100.81661486625671,61.615519523620605,121.28338766098022,216.57062530517578,71.34803247451782,0.3922394,0.4154095,0.45311826,0.44283324,0.34938842,150738321.5,236722800.0,325253209.0,511019340.0,647887600.0,44.93100666999817,78.2719874382019,83.89211511611938,171.51550769805908,283.0077419281006
2011,44.75,6.75,2.140819,4.687144466474945,584.171724319458,0.4094820108289033,2130431040.0,756.030445098877,-3.5213246,1.6707714,5.9935436,9.352689,9.993242,137.75806522369385,33.04506182670593,101.56084179878235,177.08640575408936,134.72134971618652,0.36289796,0.4470392,0.4395514,0.41601992,0.383324,165617097.0,325523520.0,508127789.0,540741780.0,590420854.0,56.05990219116211,88.55968952178955,161.04963207244873,202.0682430267334,248.29297828674316
2012,44.75,6.75,3.7405043,5.20660091381447,449.9460595846176,0.38490630170099094,2079478563.5,839.7907814979553,-0.7979797,-0.867655,4.113237,11.047897,12.52999,36.34856474399567,179.5936918258667,98.88804316520691,63.93392086029053,71.18183898925781,0.37640443,0.43249083,0.44969115,0.3722223,0.29484862,207271409.5,221919120.0,382053486.0,613714560.0,654519988.0,84.35606145858765,65.1483964920044,111.30525970458984,260.026216506958,318.95484733581543
2013,44.75,6.75,2.9434118,3.0544495488717858,709.4366645812988,0.4144884587502947,1761268714.5,589.2198044061661,-5.3064766,0.0054565547,1.1427501,7.3904343,12.081599,151.98152542114258,155.54306030273438,181.7844533920288,94.11163330078125,126.01599216461182,0.3744397,0.4176123,0.4539349,0.4295935,0.3974499,130785171.5,212668275.0,313782744.0,499338960.0,604693564.0,40.94033420085907,60.60445547103882,82.45737147331238,158.19199562072754,247.02564764022827
2014,44.75,6.75,2.6283674,4.124630135648391,535.9916408061981,0.42451222075356376,1993670193.0,670.3126258850098,-2.6077454,0.7907385,2.9914489,9.295618,10.212352,49.09452819824219,56.16250991821289,119.39538502693176,124.49870109558105,186.84051656723022,0.37723264,0.44240052,0.4519635,0.4215692,0.42987734,178584273.0,286793130.0,395229974.0,569409780.0,563653036.0,65.75471925735474,75.67335605621338,107.28718519210815,211.77586555480957,209.82149982452393
2015,44.75,6.75,3.7215323,6.027774583280476,523.1608092784882,0.387313290359148,2105159030.0,851.9692108631134,-2.6231825,1.0121192,5.8047304,10.556034,15.373449,105.12033581733704,82.3865532875061,93.1592755317688,156.45556926727295,86.03907537460327,0.3687439,0.431557,0.44351196,0.39660582,0.29787475,156647402.0,284113890.0,430012222.0,584726700.0,649658816.0,56.868290185928345,89.98958587646484,140.5103464126587,228.25863361358643,336.3423547744751
2016,44.75,6.75,1.60354,4.207104249717363,537.1839318275452,0.40420765191121816,2071154337.5,768.2438691854477,-4.9494395,0.45195436,3.2365189,9.185705,13.150249,85.07246136665344,97.93535470962524,138.1500825881958,121.88077926635742,94.14525389671326,0.38588807,0.45142883,0.44466797,0.41244388,0.32839847,153944341.5,271403760.0,415811060.0,579842220.0,650152956.0,51.88067853450775,77.38547801971436,126.84599876403809,213.91133308410645,298.22038078308105
1982,44.75,7.25,4.405949,9.706347580244339,571.0026433467865,0.42815791917782203,2116599566.5,653.4097843170166,0.4611145,4.658531,9.879417,15.545323,18.012873,80.21477198600769,118.6191987991333,101.16271209716797,100.1040244102478,170.90193605422974,0.42279297,0.45186034,0.4400012,0.4181409,0.40843567,259907394.5,331136310.0,478204450.0,525437520.0,521913892.0,64.94919157028198,84.32312965393066,138.41167879104614,182.2047472000122,183.5210371017456
1983,44.75,7.25,4.1848683,9.898089723649369,881.0063848495483,0.43445027770559774,2016552342.0,624.7874956130981,2.412787,5.0424066,8.998605,13.850281,19.157225,137.45015716552734,217.54932403564453,235.3979721069336,191.8800973892212,98.72883415222168,0.43772832,0.45381346,0.4508319,0.4292468,0.40108767,261497865.0,287295150.0,386945379.0,491514240.0,589299708.0,65.95669984817505,76.67492151260376,111.38054418563843,158.9155912399292,211.8597388267517
1984,44.75,7.25,4.403974,8.20542164838392,690.6346491575241,0.41944943884618924,2052996081.0,635.3394507169724,-0.31508654,4.3149047,6.3482847,13.0067215,17.701664,92.2244131565094,96.39301300048828,314.1330633163452,135.98134517669678,51.902814507484436,0.43221435,0.44294557,0.461167,0.42437682,0.33746034,245841873.0,364363260.0,332782644.0,503835420.0,606172884.0,58.70032465457916,95.40540933609009,86.19133687019348,158.4643793106079,236.5780005455017
1985,44.75,7.25,5.1782293,9.471368252841476,743.1214551925659,0.4332090883083593,2093480800.5,652.8985848426819,0.61591923,5.9590597,8.714611,13.900629,18.196201,186.13812255859375,68.06052446365356,257.198335647583,131.8630599975586,99.861412525177,0.4432025,0.43516415,0.44941038,0.43132934,0.4069415,222782290.5,415054260.0,385257026.0,509253000.0,561134224.0,55.29463315010071,118.17949533462524,110.26126217842102,169.99633312225342,199.1668610572815
1986,44.75,7.25,4.0915804,9.66135613824807,871.1331515312195,0.43533968126851746,2017148336.0,600.6886239051819,1.4198841,4.195115,11.679969,14.385056,16.602804,75.93614339828491,368.83541107177734,165.77305698394775,129.41737174987793,131.17116832733154,0.43145815,0.45764035,0.44541016,0.42802915,0.41464415,237991960.0,245838450.0,431288616.0,545769960.0,556259350.0,50.512206077575684,59.5616340637207,123.89822626113892,176.3001537322998,190.41640377044678
1987,44.75,7.25,4.9529266,8.9781181788912,527.2206851243973,0.4245707168688182,2219481379.5,687.2611787319183,-0.84503543,5.969911,9.201036,13.38873,17.221188,51.39446318149567,110.65481185913086,88.31988620758057,109.40945148468018,167.44207239151,0.43407592,0.43033877,0.41379637,0.41968566,0.42498535,252484630.5,396365280.0,535530456.0,516830520.0,518270493.0,58.300809144973755,106.40348196029663,168.70062255859375,175.0565242767334,178.7997407913208
1988,44.75,7.25,3.8334546,9.911151827550402,837.2376561164856,0.4394349617506164,2095390018.0,638.6697387695312,1.9046081,6.00611,10.6158,13.277618,17.73425,84.70639371871948,155.9476375579834,246.4619379043579,237.62606620788574,112.49562072753906,0.41654235,0.45593017,0.45544434,0.4485553,0.42152897,346378903.0,308042250.0,391515895.0,494402310.0,555050660.0,98.8933424949646,79.1903829574585,112.93090486526489,151.20494842529297,196.4501600265503
1989,44.75,7.25,4.4988303,10.504612682691587,676.443200469017,0.4326489051572638,2339628590.0,738.7864062786102,5.3405776,4.5099573,11.306643,13.813942,17.46532,40.85771048069,291.79261207580566,86.73231935501099,134.15735721588135,122.90320134162903,0.43442202,0.45751342,0.41854006,0.4345819,0.41905156,364868326.0,306766560.0,556667620.0,542918640.0,568407444.0,104.66488909721375,85.37221670150757,174.8824644088745,176.3436985015869,197.5231375694275
1990,44.75,7.25,3.9882612,10.756043172350116,722.3140196800232,0.4290851621456396,2356649174.0,749.2223629951477,5.285514,4.7983503,11.488493,14.368709,17.763504,55.13180994987488,191.58569812774658,223.77246952056885,172.68445014953613,79.13959193229675,0.42949095,0.4531714,0.43286008,0.44341493,0.38772768,386181787.0,373280430.0,500356461.0,482489670.0,614340826.0,115.2110800743103,104.64565515518188,151.75920486450195,156.1254072189331,221.48101568222046
1991,44.75,7.25,5.7097025,9.642271766475602,729.7464525699615,0.41416683734632004,2233315165.5,725.3188982009888,3.8686268,3.732792,7.344069,14.326297,18.900043,267.3308906555176,117.73082256317139,187.51417446136475,82.20264673233032,74.96791815757751,0.4532074,0.44324583,0.43755922,0.40505558,0.33241028,227173998.5,377926170.0,468838451.0,533826120.0,625550426.0,51.123558044433594,98.77656698226929,134.2702784538269,191.61749839782715,249.53099632263184
1992,44.75,7.25,5.1221995,10.03136395161448,856.6595091819763,0.4354289100061055,2179897114.0,654.1790685653687,3.715033,6.0399647,11.391962,12.386669,16.570414,74.21413469314575,116.84390544891357,171.46784830093384,353.50284576416016,140.630774974823,0.428833,0.44186276,0.42858395,0.4470117,0.4314343,335576736.0,375253620.0,478018946.0,450149520.0,540898292.0,87.12747049331665,106.96230411529541,151.374445438385,133.94691467285156,174.76793384552002
1993,44.75,7.25,5.82901,9.857482306707919,811.1542117595673,0.4306602154681885,2211894394.0,686.6135597229004,0.8014954,5.7263346,10.934275,15.409825,16.461327,138.50413990020752,312.6083564758301,117.66969561576843,135.79331874847412,106.57870101928711,0.4431317,0.45236453,0.4391528,0.41078186,0.4079291,277088757.0,324224130.0,491870645.0,535498500.0,583212362.0,62.85139608383179,88.52824687957764,144.0069875717163,184.2224407196045,207.00448846817017
1994,44.75,7.25,4.3585515,11.146275563956864,628.4492688775063,0.4242052706628064,2283004256.0,734.516687631607,5.688655,4.9605384,11.373802,14.8258,18.801737,15.555046141147614,139.81192588806152,211.90081787109375,156.1626434326172,105.01883554458618,0.42435116,0.42565855,0.44482726,0.42203918,0.4041272,356214459.0,399123900.0,391678583.0,549395580.0,586591734.0,92.72062110900879,120.56994438171387,122.51592898368835,185.9744167327881,212.73577642440796
1995,44.75,7.25,4.5024085,10.077608636781282,764.6308903694153,0.42367087996083924,2397992652.0,756.3987357616425,1.7901576,7.068666,10.341269,12.935184,18.247885,21.269617557525635,235.66689491271973,195.09913396835327,187.20717430114746,125.38806962966919,0.41794983,0.4134729,0.4378461,0.43652162,0.41264954,391297562.0,421517220.0,490048000.0,529713120.0,565416750.0,111.0538260936737,128.02855968475342,155.60733127593994,164.45684909820557,197.25216960906982
