year,lat,lon,yield_wheat_winter,temperature,precipitation,soil_water,solar_radiation,potential_evaporation
2005,45.25,6.75,5.17848,-3.5492686358365146,608.6223747730255,0.40703608600561286,1716243530.375,492.9827216267586
2006,45.25,6.75,4.8342686,-3.581626151218887,743.7408320903778,0.4049225705714265,1655398285.625,477.5959459543228
2007,45.25,6.75,4.280045,-1.2208596645307934,802.4377176761627,0.40643938526141743,1670763652.875,480.64122381806374
2008,45.25,6.75,4.8142986,-2.8173353956560048,873.3805168867111,0.38681851983560944,1524888969.125,430.2568260729313
2009,45.25,6.75,5.4958844,-3.4391797071646066,1013.604813337326,0.38937297623512174,1503107150.25,401.8739045262337
2010,45.25,6.75,4.1577616,-4.1828813582412465,970.9360523223877,0.4022573217872746,1353045196.875,344.93262296915054
2011,45.25,6.75,4.4692683,-2.743883528000067,776.8110280036926,0.40043044262681127,1695542260.125,470.82072657346725
2012,45.25,6.75,5.6336703,-2.4817515479193792,908.1046076416969,0.40457646150157284,1541868438.5,441.6076328456402
2013,45.25,6.75,4.7218585,-4.299846938449489,1021.007615685463,0.4038449635436712,1288997662.0,305.33193320035934
2014,45.25,6.75,4.2688236,-2.5709326327585975,848.6637622117996,0.40888919527373035,1526474650.0,406.8677675127983
2015,45.25,6.75,6.8434663,-1.502636913364091,910.9505226612091,0.39530324898968056,1553617980.5,459.1575443148613
2016,45.25,6.75,3.424879,-1.7697344822157557,865.9741135239601,0.4132322981769656,1542919946.75,419.11199098825455
1982,45.25,7.25,3.6633432,1.4486850677442944,799.098515868187,0.3159468680127593,1895345460.0,500.55649065971375
1983,45.25,7.25,3.2099018,1.2684460006469538,1251.7270543575287,0.32746836616973246,1612215907.25,406.1960401535034
1984,45.25,7.25,3.5314713,0.306136711144153,1004.1002836227417,0.32697124380633663,1701865218.0,416.68780195713043
1985,45.25,7.25,3.8240824,0.8115660789584326,981.9293880462646,0.3272237115162463,1763832891.5,461.13629373908043
1986,45.25,7.25,2.9799008,0.9187055286789728,1189.723516702652,0.3263071074712375,1648776805.25,419.7626904845238
1987,45.25,7.25,3.5208476,0.9785166702979853,730.9872789382935,0.31920410975937014,1937373829.75,524.7108005285263
1988,45.25,7.25,3.5169902,1.9114385323269376,1065.3754569292068,0.3264578456986588,1740470244.75,430.8079220056534
