year,lat,lon,yield_soybean,temperature,precipitation,soil_water,solar_radiation,potential_evaporation
2008,44.25,11.75,3.076954,20.26967,348.5993567109108,0.2807228,2645317894.0,1112.3274159431458
2009,44.25,11.75,3.247623,21.22728,232.19862139225006,0.25406542,2699843506.0,1195.4760851860046
2010,44.25,11.75,3.5637763,19.641296,420.884393453598,0.31360793,2586854671.0,1038.9761199951172
2011,44.25,11.75,3.143944,21.321642,209.4049111008644,0.23441772,2796144910.0,1259.2426266670227
2012,44.25,11.75,2.6130137,21.56498,337.3903205394745,0.25824538,2740713826.0,1305.2902054786682
2013,44.25,11.75,3.6208527,20.192678,283.8341445326805,0.2716394,2677786987.0,1132.9994616508484
2014,44.25,11.75,4.163788,19.179749,512.1819461584091,0.33454186,2554643846.0,981.637553691864
2015,44.25,11.75,3.5572486,21.313484,311.44479739665985,0.26458582,2685534414.0,1158.1082463264465
2016,44.25,11.75,3.6672568,20.402456,365.1275336742401,0.29497132,2708924090.0,1122.4625945091248
1982,44.75,6.75,0.5882948,9.00012,495.91922426223755,0.38880908,2395490810.0,920.6137568950653
1983,44.75,6.75,0.81278265,8.292278,603.7585952281952,0.40414062,2192057214.0,824.6607613563538
1984,44.75,6.75,0.40845147,6.681314,589.5343052744865,0.3869646,2194261488.0,835.4384645223618
1985,44.75,6.75,0.70212585,9.034566,449.5947654247284,0.34407485,2519757383.0,1066.9906046390533
1986,44.75,6.75,0.5268442,9.080254,395.6994540691376,0.36425892,2462425687.0,989.8647391796112
1987,44.75,6.75,0.9198511,8.730997,422.77521562576294,0.38053554,2539327382.0,1002.0833506584167
1988,44.75,6.75,0.6723409,8.7837715,465.0335112810135,0.3674468,2475606699.0,998.6994230747223
1989,44.75,6.75,0.60234594,8.739018,369.00857377052307,0.36295217,2654650626.0,1060.2824425697327
1990,44.75,6.75,0.6654054,9.280351,399.09562611579895,0.34998974,2643795151.0,1082.010377407074
1991,44.75,6.75,0.6004593,8.828684,460.8995336294174,0.35312694,2484313302.0,1044.2063789367676
1992,44.75,6.75,0.63426757,8.826757,636.1213154792786,0.38110524,2452387295.0,956.5889792442322
1993,44.75,6.75,0.8292033,8.771837,529.7997877597809,0.36926684,2553477749.0,1034.3664648532867
1994,44.75,6.75,1.1062824,9.334453,613.7873878479004,0.38277024,2411649636.0,996.7218058109283
1995,44.75,6.75,0.75109196,7.686783,574.2629747390747,0.4092329,2429473727.0,904.4154646396637
1996,44.75,6.75,0.7693913,7.503408,506.5743064880371,0.41285604,2388099076.0,869.3534898757935
1997,44.75,6.75,1.2695173,9.009896,493.1924822330475,0.38929686,2496995854.0,997.0522000789642
1998,44.75,6.75,0.9409035,9.387564,408.4040182828903,0.3394769,2662255198.0,1143.1931002140045
1999,44.75,6.75,1.0939401,9.265107,560.0374917984009,0.38945156,2504558984.0,995.8843038082123
2000,44.75,6.75,0.75419676,9.220792,496.2566251754761,0.3599941,2656754639.0,1091.8108668327332
2001,44.75,6.75,0.9301936,8.891851,452.7919877767563,0.34911364,2584182875.0,1092.9474115371704
2002,44.75,6.75,0.9645374,8.44912,671.6856217384338,0.3972869,2437950451.0,958.563588142395
2003,44.75,6.75,0.6738485,10.800026,331.33557760715485,0.33067298,2755327650.0,1243.7780447006226
2004,44.75,6.75,0.90174186,8.945281,327.05230236053467,0.35074744,2590303968.0,1083.7759861946106
2005,44.75,6.75,0.93755114,9.244362,433.27655148506165,0.36625785,2718218440.0,1101.3828492164612
2006,44.75,6.75,0.98713875,9.442598,539.9703845977783,0.37134838,2655123189.0,1085.2085919380188
2007,44.75,6.75,0.86123735,9.064802,452.35918378829956,0.33746365,2712345302.0,1162.352744102478
2008,44.75,6.75,1.0649238,8.913794,579.4805332422256,0.36469775,2527916650.0,1068.8337998390198
2009,44.75,6.75,0.80669165,10.145047,418.01714634895325,0.35749292,2631217586.0,1147.21378159523
2010,44.75,6.75,0.8318046,8.647296,549.1571221351624,0.3734502,2475722031.0,998.2252326011658
2011,44.75,6.75,1.014548,9.630377,538.2383127212524,0.38022304,2680528653.0,1103.0693807601929
2012,44.75,6.75,0.8052052,9.944277,419.7441477775574,0.3501223,2611390560.0,1173.748942375183
2013,44.75,6.75,0.65735996,8.495601,513.3532078266144,0.37524587,2437684638.0,983.1961634159088
2014,44.75,6.75,1.107149,8.384201,568.7165682315826,0.3996716,2491497900.0,944.4323592185974
2015,44.75,6.75,0.93559134,10.154173,547.4577536582947,0.37913904,2573071341.0,1092.1423554420471
2016,44.75,6.75,0.6808387,9.5464735,518.9176557064056,0.36713952,2650087990.0,1111.8728923797607
1982,44.75,7.25,4.462841,14.717183,670.9880228042603,0.42512378,2295736800.0,761.8193230628967
1983,44.75,7.25,3.910389,14.298716,750.1088490486145,0.42196846,2287071305.0,764.7098441123962
1984,44.75,7.25,4.024369,12.729689,824.8149815797806,0.41422042,2254308494.0,750.0008013248444
1985,44.75,7.25,4.45754,14.560364,653.1556105613708,0.41045046,2411890098.0,818.9374520778656
1986,44.75,7.25,4.456937,14.502614,646.3394379615784,0.4235139,2345641434.0,765.5719876289368
1987,44.75,7.25,4.078135,14.553576,548.5896272659302,0.41512114,2432670320.0,825.1179051399231
1988,44.75,7.25,4.2309084,14.454554,756.8497273921967,0.42032057,2355155378.0,780.5162043571472
1989,44.75,7.25,4.738832,14.4379425,543.6311643123627,0.41779643,2537651934.0,852.0892004966736
1990,44.75,7.25,4.3078165,14.864491,636.9523208141327,0.41045314,2508033904.0,847.1404390335083
1991,44.75,7.25,4.9051776,14.693622,581.1785886287689,0.38288307,2500183487.0,900.2243189811707
1992,44.75,7.25,3.811566,14.385852,910.0538737773895,0.4253811,2329223264.0,761.9771494865417
1993,44.75,7.25,4.689739,14.531354,709.5279960632324,0.41532874,2451005459.0,838.5280299186707
1994,44.75,7.25,4.700104,15.228155,866.3439121246338,0.4157509,2345186127.0,826.7505810260773
1995,44.75,7.25,5.3343763,13.683017,801.7193779945374,0.42351073,2432386225.0,812.5695471763611
1996,44.75,7.25,5.0666246,13.445299,656.9576485157013,0.42666906,2356455854.0,787.0632801055908
1997,44.75,7.25,5.29316,14.869301,678.6649866104126,0.4163863,2481667496.0,861.6587657928467
1998,44.75,7.25,4.6490583,15.178126,586.6150226593018,0.40054408,2569128914.0,919.1492586135864
1999,44.75,7.25,4.6183577,15.112765,850.3097681999207,0.4276731,2381871096.0,814.4615440368652
2000,44.75,7.25,4.7099905,15.171244,735.7927260398865,0.41055125,2506909425.0,877.5147166252136
2001,44.75,7.25,5.083269,14.814133,697.7815527915955,0.40895015,2558005416.0,906.2644476890564
2002,44.75,7.25,5.1149545,14.104012,1053.1610655784607,0.43708628,2307748738.0,748.9469051361084
2003,44.75,7.25,3.645,16.981604,417.5938129425049,0.37532336,2695893500.0,1050.1257557868958
2004,44.75,7.25,4.7175026,14.859515,523.4253211021423,0.39882243,2548489122.0,899.3127160072327
2005,44.75,7.25,4.867752,15.132876,665.6741240024567,0.41146022,2531552775.0,897.574333190918
2006,44.75,7.25,4.3441243,15.556175,677.0126574039459,0.3929618,2542484592.0,947.4445190429688
2007,44.75,7.25,4.8644905,14.846959,657.3764183521271,0.40270266,2562346944.0,921.0203084945679
2008,44.75,7.25,4.5898905,14.530764,831.511373758316,0.4325427,2375698922.0,790.3205881118774
2009,44.75,7.25,4.985003,15.725688,627.0532114505768,0.40997082,2581115276.0,904.9072737693787
2010,44.75,7.25,4.8786926,14.546359,958.089729309082,0.4244856,2439864651.0,826.1254444122314
2011,44.75,7.25,4.731963,15.418594,760.1611630916595,0.42019334,2551553608.0,888.3663301467896
2012,44.75,7.25,4.1156325,15.325401,730.0765495300293,0.42659205,2451487181.0,839.8128714561462
2013,44.75,7.25,4.9349737,14.576757,770.2238326072693,0.4213201,2546234798.0,859.393789768219
2014,44.75,7.25,5.8792787,14.2605915,894.8291192054749,0.43520227,2389353655.0,792.8476843833923
2015,44.75,7.25,5.254533,15.672719,773.2697429656982,0.4279995,2407601450.0,828.3254022598267
2016,44.75,7.25,5.144419,15.272896,739.8981142044067,0.42461824,2605174729.0,893.9375882148743
1982,44.75,7.75,3.9976232,19.00301,351.97967505455017,0.3324484,2233102091.0,793.6576352119446
1983,44.75,7.75,3.5618541,18.527842,439.2637816667557,0.345947,2261902650.0,780.732264995575
1984,44.75,7.75,4.1574564,16.913017,633.75821352005,0.3522361,2216600198.0,758.7768754959106
1985,44.75,7.75,4.1040564,18.758066,389.62315571308136,0.3230216,2318157391.0,824.7289171218872
1986,44.75,7.75,4.450743,18.694769,393.1071492433548,0.3371442,2269003082.0,787.2020053863525
1987,44.75,7.75,3.9926004,18.864887,278.60748291015625,0.3084951,2358079449.0,855.39422082901
1988,44.75,7.75,4.2596083,18.654896,417.82440304756165,0.34088975,2282412635.0,795.9956362247467
1989,44.75,7.75,4.2387104,18.774565,231.3004645705223,0.30656496,2444242341.0,873.4783129692078
1990,44.75,7.75,3.9899242,19.123428,303.96046525239944,0.31750193,2401377913.0,861.818609714508
1991,44.75,7.75,4.6153474,19.113338,370.9002167582512,0.29115516,2477772450.0,929.9519090652466
1992,44.75,7.75,3.8686724,18.422226,568.3373324275017,0.3553351,2248048149.0,756.0883808135986
1993,44.75,7.75,4.2927403,18.768463,432.1925278902054,0.32510203,2371753570.0,859.8931241035461
1994,44.75,7.75,4.4421606,19.250702,573.751785159111,0.34326857,2272529755.0,814.9420590400696
1995,44.75,7.75,5.082413,17.926722,515.7272478342056,0.34888622,2350637727.0,819.3183393478394
1996,44.75,7.75,4.755294,17.813406,336.4236350059509,0.3316411,2304031095.0,836.7577514648438
1997,44.75,7.75,4.8629155,19.31099,340.9468216896057,0.306796,2399981342.0,906.3090424537659
1998,44.75,7.75,4.422197,19.71422,308.00275242328644,0.31175646,2476216129.0,955.9278612136841
1999,44.75,7.75,4.2444506,19.467108,485.5878505706787,0.3435077,2289150099.0,843.1489949226379
2000,44.75,7.75,4.4632783,19.430885,514.3294440507889,0.33946776,2416153091.0,867.1087646484375
2001,44.75,7.75,4.8705564,19.166382,392.4651275873184,0.31919116,2466384658.0,916.2289428710938
2002,44.75,7.75,5.140144,18.202698,724.4482247829437,0.3863868,2232446029.0,744.5471668243408
2003,44.75,7.75,3.4210958,21.902058,157.94690018892288,0.25750145,2619200560.0,1115.5227947235107
2004,44.75,7.75,4.240326,19.301685,271.434683740139,0.29348654,2492993526.0,939.4098482131958
2005,44.75,7.75,4.656564,19.571394,372.66203659772873,0.32524925,2423738057.0,908.6543307304382
2006,44.75,7.75,3.7514172,20.120441,440.2095402479172,0.28448385,2473884089.0,998.386974811554
2007,44.75,7.75,4.203522,19.231161,412.611013263464,0.32266372,2476737534.0,945.8791127204895
2008,44.75,7.75,4.148549,18.93156,501.7637232542038,0.3516183,2270560367.0,815.7570013999939
2009,44.75,7.75,4.88817,20.411718,287.07178884744644,0.29520714,2521191388.0,979.3480067253113
2010,44.75,7.75,4.730104,18.898188,560.9959065914154,0.34555444,2383573674.0,844.5599327087402
2011,44.75,7.75,4.466153,20.050129,389.45487880706787,0.31465882,2475852186.0,926.8533434867859
2012,44.75,7.75,3.8397913,19.523214,448.65840911865234,0.34226942,2332553641.0,847.4681506156921
2013,44.75,7.75,4.6789694,19.195179,426.56558060646057,0.3279989,2495837520.0,897.8931970596313
2014,44.75,7.75,5.5463004,18.443996,511.36249017715454,0.37641186,2299949368.0,785.0808663368225
2015,44.75,7.75,4.861524,19.844563,498.9043690562248,0.35662228,2314509714.0,834.117103099823
2016,44.75,7.75,4.9727793,19.779535,381.8925015926361,0.33170775,2507277762.0,924.6521964073181
1982,44.75,8.25,3.557309,19.565088,407.5514484643936,0.2811101,2371370807.0,942.107720375061
1983,44.75,8.25,3.4777892,19.072855,341.1812953352928,0.2951465,2371785206.0,910.4138746261597
1984,44.75,8.25,4.3784075,17.251844,596.782158061862,0.30899635,2315254107.0,885.3117451667786
1985,44.75,8.25,3.9530432,19.282536,346.1434672474861,0.26638743,2439080506.0,981.6665534973145
1986,44.75,8.25,4.5156426,19.171192,310.34517109394073,0.28076696,2401630236.0,946.8335175514221
1987,44.75,8.25,3.827556,19.30906,313.33320212364197,0.25991333,2491957868.0,1014.4604096412659
1988,44.75,8.25,4.411735,19.087616,318.9349017739296,0.2863534,2421089608.0,952.3738579750061
1989,44.75,8.25,4.223497,18.949066,298.1507771015167,0.2806931,2525584229.0,984.5443286895752
1990,44.75,8.25,3.7041426,19.559132,260.3595424890518,0.26379848,2514655944.0,1014.6863446235657
1991,44.75,8.25,4.486784,19.725529,305.10191625356674,0.23144701,2581309092.0,1121.9520955085754
1992,44.75,8.25,3.79671,19.01132,509.2617281675339,0.31134462,2363252115.0,881.991961479187
1993,44.75,8.25,4.445091,19.284946,423.88572639226913,0.26705968,2491656334.0,1024.78382396698
1994,44.75,8.25,4.9956617,19.800264,521.5109238624573,0.29570106,2412431208.0,970.3369326591492
1995,44.75,8.25,5.4351482,18.537298,527.0247738361359,0.30788183,2450101632.0,955.0606355667114
1996,44.75,8.25,4.7226157,18.360752,372.3145372867584,0.2924575,2416247983.0,980.8437461853027
1997,44.75,8.25,4.747798,19.601833,348.6931691169739,0.26594347,2498311792.0,1039.8490419387817
1998,44.75,8.25,4.321022,19.864315,376.3355402946472,0.27574268,2580481210.0,1078.5399913787842
1999,44.75,8.25,4.4254246,20.009686,415.8242441415787,0.29378697,2415521942.0,1003.9746603965759
2000,44.75,8.25,4.460841,19.83351,437.78992915153503,0.27879712,2555369576.0,1047.3186168670654
2001,44.75,8.25,4.9341903,19.642023,342.25184750556946,0.2680419,2567208879.0,1106.5698475837708
2002,44.75,8.25,5.2149734,18.743166,652.3431572914124,0.34585547,2359376650.0,875.4178166389465
2003,44.75,8.25,3.4906616,22.027058,194.32478833198547,0.21679823,2713844362.0,1269.9617266654968
2004,44.75,8.25,4.639345,19.554264,255.1424378156662,0.2460188,2594662734.0,1103.6422538757324
2005,44.75,8.25,4.766693,19.72986,391.5455540418625,0.29093796,2514343048.0,1030.3601231575012
2006,44.75,8.25,4.001616,20.347958,473.17977797985077,0.24685927,2600669890.0,1154.8841319084167
2007,44.75,8.25,4.130273,19.503973,363.3177769780159,0.2652587,2579377837.0,1132.941351890564
2008,44.75,8.25,4.212374,19.184872,486.3895981311798,0.31677672,2402147363.0,936.4526405334473
2009,44.75,8.25,4.7517357,20.612219,288.9862499833107,0.25151476,2625852530.0,1138.1001524925232
2010,44.75,8.25,4.615117,19.360546,480.648139834404,0.29864526,2498988637.0,1008.9141755104065
2011,44.75,8.25,4.478875,20.387234,344.65187150239944,0.25915575,2599126770.0,1109.021806716919
2012,44.75,8.25,3.844687,20.039106,409.9472439289093,0.28118995,2480536328.0,1038.4765152931213
2013,44.75,8.25,4.6899796,19.382898,426.6403567790985,0.29712683,2579006485.0,1020.2987251281738
2014,44.75,8.25,5.077452,18.86259,520.6257081031799,0.3364268,2411733971.0,906.9776973724365
2015,44.75,8.25,4.896222,20.302485,489.73849523067474,0.3081516,2458060048.0,987.8879437446594
2016,44.75,8.25,4.748769,20.09599,375.27696323394775,0.29243565,2584487702.0,1079.5192823410034
1982,44.75,8.75,2.677189,19.252666,393.0670758485794,0.2738783,2431316540.0,1220.2792720794678
1983,44.75,8.75,2.6617424,18.728106,340.5737830400467,0.2973672,2415555339.0,1160.5857048034668
1984,44.75,8.75,3.3775966,16.833408,535.959007665515,0.3076162,2336664143.0,1121.4380373954773
1985,44.75,8.75,2.9922686,18.89233,329.1419835984707,0.26317492,2497885900.0,1276.098889350891
1986,44.75,8.75,3.11755,18.782755,269.09648871421814,0.27508911,2466329929.0,1226.8782925605774
1987,44.75,8.75,3.1421123,18.894794,290.58212304115295,0.26122388,2532765627.0,1297.1601190567017
1988,44.75,8.75,3.042453,18.939255,280.8690760731697,0.27673548,2455630723.0,1227.3986868858337
1989,44.75,8.75,3.1123424,18.820456,244.51912033557892,0.26171717,2544186625.0,1295.992265701294
1990,44.75,8.75,2.9454448,19.30791,188.54967707395554,0.23615405,2556662322.0,1360.1288437843323
1991,44.75,8.75,3.3056598,19.272919,285.74537974596024,0.22786741,2600136422.0,1454.6742072105408
1992,44.75,8.75,3.024564,18.851757,455.1640673875809,0.2957206,2422194140.0,1133.3352193832397
1993,44.75,8.75,3.2260087,19.02479,334.43735432624817,0.25009876,2538982718.0,1355.8882937431335
1994,44.75,8.75,3.3733177,19.48639,459.3736962080002,0.28975683,2497213732.0,1276.9812259674072
1995,44.75,8.75,3.6288238,18.397703,430.56962937116623,0.28710377,2484913897.0,1266.0216088294983
1996,44.75,8.75,3.417609,17.98122,373.6343047618866,0.2891487,2444024892.0,1255.5448002815247
1997,44.75,8.75,3.5494032,19.219864,291.1455792784691,0.24665578,2541232145.0,1361.1027822494507
1998,44.75,8.75,3.2998545,19.52697,338.625351190567,0.25828075,2615309942.0,1430.9516987800598
1999,44.75,8.75,3.4567275,19.671984,381.63462698459625,0.2836426,2465383898.0,1299.014756679535
2000,44.75,8.75,3.2068188,19.728008,327.5723305940628,0.2537257,2622769034.0,1408.1855750083923
2001,44.75,8.75,3.903999,19.400412,310.9506289958954,0.25933543,2611077155.0,1462.8982729911804
2002,44.75,8.75,3.8984985,18.809824,488.35922932624817,0.32231224,2404254394.0,1137.9764404296875
2003,44.75,8.75,2.4849157,21.821808,163.36771202087402,0.20445545,2748829152.0,1662.5816888809204
2004,44.75,8.75,3.3185935,19.389374,189.71961176395416,0.22660717,2624615504.0,1488.6162934303284
2005,44.75,8.75,3.6114902,19.495846,367.71629202365875,0.28031436,2544438546.0,1341.7388591766357
2006,44.75,8.75,2.8856194,20.102097,436.15435802936554,0.25026113,2662719661.0,1515.7763662338257
2007,44.75,8.75,2.7550097,19.015865,331.0637867450714,0.25813243,2609378130.0,1425.8969793319702
2008,44.75,8.75,2.9436436,19.051388,447.2574814558029,0.29166347,2467452920.0,1229.739013671875
2009,44.75,8.75,3.3277888,20.40275,248.0176681280136,0.23521069,2672402263.0,1492.7247457504272
2010,44.75,8.75,3.4100757,19.094296,429.4273918271065,0.29070106,2508349528.0,1296.3372821807861
2011,44.75,8.75,3.2893612,20.001202,300.2149835526943,0.24996229,2639872496.0,1407.9059839248657
2012,44.75,8.75,2.7278316,20.010326,352.45223212242126,0.26237926,2541447595.0,1403.1083798408508
2013,44.75,8.75,3.5405166,19.132883,394.40271830558777,0.2862515,2593858849.0,1303.817638874054
2014,44.75,8.75,3.9129066,18.724936,417.5940623283386,0.31235656,2447386624.0,1167.8780784606934
2015,44.75,8.75,3.3650873,20.228157,403.0189483165741,0.2835464,2524973334.0,1285.8429989814758
2016,44.75,8.75,3.46256,20.0301,279.362478017807,0.25565514,2603779105.0,1439.7560873031616
1982,44.75,9.25,4.320557,17.456041,532.7095239162445,0.3147134,2431667903.0,1253.2829909324646
1983,44.75,9.25,4.04697,17.034279,412.8890790939331,0.32386047,2419227243.0,1240.473858833313
1984,44.75,9.25,4.905701,15.145157,629.1734495013952,0.3291788,2315430477.0,1163.1620316505432
1985,44.75,9.25,4.3152075,17.130707,396.3461236357689,0.29865062,2502630478.0,1321.0350470542908
1986,44.75,9.25,4.3185244,16.933174,351.15195667743683,0.3091521,2474500053.0,1267.2156581878662
1987,44.75,9.25,4.1184974,17.016872,397.8421711921692,0.30516404,2513320218.0,1310.1713767051697
1988,44.75,9.25,4.218404,16.7821,417.76188373565674,0.3226025,2421323512.0,1208.5171904563904
1989,44.75,9.25,4.9191437,16.522583,383.85000562667847,0.3182213,2523616216.0,1271.303599357605
1990,44.75,9.25,4.6158166,17.109272,322.7296869754791,0.29381496,2552337686.0,1348.8021850585938
1991,44.75,9.25,4.572493,17.28001,389.140604197979,0.26540905,2566955850.0,1451.8768591880798
1992,44.75,9.25,4.345633,17.19818,522.5922400951385,0.32538083,2446228859.0,1220.9025688171387
1993,44.75,9.25,4.858425,17.156338,421.5808674097061,0.29448742,2532896440.0,1362.0851244926453
1994,44.75,9.25,5.4168277,17.81725,509.74477672576904,0.31239638,2527072991.0,1359.0682926177979
1995,44.75,9.25,5.8209133,16.33525,560.8193601369858,0.32794544,2478594573.0,1283.143711090088
1996,44.75,9.25,5.0996523,16.011688,488.67749989032745,0.32378358,2423350903.0,1277.9798350334167
1997,44.75,9.25,5.2371554,17.283379,411.21559035778046,0.29940334,2550150110.0,1364.8182163238525
1998,44.75,9.25,4.957508,17.591362,425.12400209903717,0.2971654,2603249498.0,1460.5550909042358
1999,44.75,9.25,5.037185,17.62595,503.24786710739136,0.32746395,2456932636.0,1297.4720978736877
2000,44.75,9.25,4.8642464,17.516134,407.1944980621338,0.29472667,2630569828.0,1412.2815370559692
2001,44.75,9.25,5.710559,17.200336,441.6146650314331,0.30472875,2613269264.0,1441.233507156372
2002,44.75,9.25,5.512408,16.656525,657.9185471534729,0.36077458,2387737292.0,1133.6590595245361
2003,44.75,9.25,3.4073896,19.59009,254.85196709632874,0.24983239,2744011116.0,1665.7505521774292
2004,44.75,9.25,4.620108,17.122671,285.9804068803787,0.26557946,2608821916.0,1492.1864643096924
2005,44.75,9.25,5.088864,17.344128,488.55175280570984,0.31977916,2534115101.0,1337.7262830734253
2006,44.75,9.25,4.5234637,17.795238,440.27774465084076,0.28594226,2676131248.0,1519.8725204467773
2007,44.75,9.25,4.461335,16.978207,392.574010014534,0.29123425,2595647346.0,1428.4392585754395
2008,44.75,9.25,4.2844095,16.982342,529.6736702919006,0.3250326,2478928368.0,1252.7334909439087
2009,44.75,9.25,4.6513596,18.29236,334.43291330337524,0.27059692,2671445788.0,1502.1056718826294
2010,44.75,9.25,4.8612223,16.811438,593.9241049289703,0.33572754,2458958540.0,1254.9834413528442
2011,44.75,9.25,4.81342,17.872534,397.2959021925926,0.29496336,2627578168.0,1400.8901376724243
2012,44.75,9.25,4.1611824,18.017466,464.13023233413696,0.29672033,2539775600.0,1411.964443206787
2013,44.75,9.25,4.9370966,17.032131,509.9292891025543,0.31948388,2574263350.0,1328.3668007850647
2014,44.75,9.25,5.660678,16.597857,559.9449687004089,0.3559564,2432383216.0,1166.0564017295837
2015,44.75,9.25,4.8504143,18.294968,476.86045652627945,0.31569153,2533245602.0,1334.4812812805176
2016,44.75,9.25,5.0319557,17.722364,403.5187141895294,0.30842334,2594257574.0,1392.9155850410461
1982,44.75,9.75,3.9851756,18.455355,509.9591073989868,0.32576674,2471591115.0,915.2506632804871
1983,44.75,9.75,3.2368891,18.11709,358.2251957654953,0.3241785,2455377268.0,916.8368988037109
1984,44.75,9.75,4.358423,16.113018,596.8113526701927,0.33666894,2360332721.0,846.7703678607941
1985,44.75,9.75,3.7167885,18.18452,344.4213077425957,0.30820388,2511964432.0,950.014181137085
1986,44.75,9.75,3.946288,17.916235,339.21251475811005,0.3215216,2506714780.0,916.0537548065186
1987,44.75,9.75,3.7247367,17.99664,364.32223987579346,0.31316295,2551182176.0,959.5685486793518
1988,44.75,9.75,3.5005653,17.772472,391.70532143116,0.33539954,2439107959.0,888.3878893852234
1989,44.75,9.75,4.2129035,17.449879,453.2275730371475,0.34312576,2528979591.0,898.1466569900513
1990,44.75,9.75,3.9051564,18.04282,317.55327129364014,0.31119153,2583961455.0,964.8025860786438
1991,44.75,9.75,4.029749,18.389433,356.9174322485924,0.27092177,2579381732.0,1033.549660205841
1992,44.75,9.75,3.768459,18.496616,413.6100537776947,0.31771335,2501875670.0,941.8768525123596
1993,44.75,9.75,3.901976,18.281933,384.7264723777771,0.3053883,2554187480.0,995.6820669174194
1994,44.75,9.75,4.476017,18.858719,503.4705592393875,0.3296582,2542428509.0,974.9390287399292
1995,44.75,9.75,4.546601,17.302095,517.1402571797371,0.33985767,2498209545.0,926.2969374656677
1996,44.75,9.75,4.070485,17.09694,412.5988025665283,0.3185088,2468663486.0,952.370005607605
1997,44.75,9.75,4.3999567,18.282396,401.820801615715,0.31627148,2580972312.0,987.1368880271912
1998,44.75,9.75,3.888422,18.764858,366.4013733267784,0.30414334,2625342694.0,1061.8171472549438
1999,44.75,9.75,4.1496468,18.686108,422.8140103816986,0.33342406,2476617409.0,954.5649538040161
2000,44.75,9.75,3.9721246,18.596994,397.7581865787506,0.30977377,2650900396.0,1019.3750405311584
2001,44.75,9.75,4.6077604,18.1694,437.6423497200012,0.31858876,2632005164.0,1029.019603729248
2002,44.75,9.75,4.6050363,17.750118,606.7645225524902,0.36943507,2403250412.0,852.14959192276
2003,44.75,9.75,2.884311,20.71423,221.0128818154335,0.25541076,2751564376.0,1176.6001834869385
2004,44.75,9.75,4.12107,18.12061,304.92884707450867,0.28452224,2633774892.0,1058.9686136245728
2005,44.75,9.75,4.2633944,18.416004,425.7404863834381,0.32790798,2546894948.0,969.1523966789246
2006,44.75,9.75,3.6137488,18.813065,393.64027988910675,0.29508743,2696204148.0,1083.11931848526
2007,44.75,9.75,3.4748101,18.246784,402.2907980084419,0.30321556,2619262367.0,1052.3605995178223
2008,44.75,9.75,3.4102268,18.243935,422.7841469049454,0.32253566,2508425269.0,942.2105751037598
2009,44.75,9.75,3.7780733,19.351032,288.64068496227264,0.28227797,2676196136.0,1071.1727380752563
2010,44.75,9.75,4.007253,17.739891,611.9194875955582,0.34948525,2495700862.0,913.0989437103271
2011,44.75,9.75,3.7923036,19.088095,330.8978367447853,0.2943706,2652680120.0,1034.562448501587
2012,44.75,9.75,3.370851,19.278917,460.64704716205597,0.3027362,2597627710.0,1060.8849177360535
2013,44.75,9.75,3.885538,18.140898,470.4640476703644,0.32809216,2602404590.0,980.8684287071228
2014,44.75,9.75,4.486984,17.512638,516.2438192367554,0.36842248,2461310433.0,854.9939422607422
2015,44.75,9.75,3.9573672,19.500843,376.16073459386826,0.3140349,2578831103.0,1007.3808908462524
2016,44.75,9.75,4.1239066,18.916973,376.0837655067444,0.31987843,2620827805.0,1015.420244216919
1982,44.75,10.25,3.6014893,20.011011,414.5384565591812,0.31439343,2511388438.0,883.4335346221924
1983,44.75,10.25,2.6520348,19.699795,293.9248329401016,0.30130997,2497324253.0,898.5272917747498
1984,44.75,10.25,4.115437,17.655907,506.8213179707527,0.33424073,2417200240.0,815.301031589508
1985,44.75,10.25,2.9336145,19.729334,281.2994194626808,0.29632935,2520254070.0,908.7358765602112
1986,44.75,10.25,3.617611,19.333736,323.4209398031235,0.31481877,2541875730.0,862.8048987388611
1987,44.75,10.25,3.6628194,19.723606,267.1613575220108,0.2894835,2596039410.0,953.7816305160522
1988,44.75,10.25,3.1291475,19.493881,344.4138978123665,0.3218298,2475830674.0,876.7359228134155
1989,44.75,10.25,3.5678813,18.918066,448.2475395202637,0.3349567,2535465114.0,855.3165149688721
1990,44.75,10.25,3.3401823,19.741133,290.7271475791931,0.2948407,2612256148.0,949.147141456604
1991,44.75,10.25,3.5709453,19.980091,305.80147284269333,0.26971692,2604941652.0,989.8265733718872
1992,44.75,10.25,3.2856193,20.341913,320.1202560067177,0.29167762,2555840864.0,955.3623490333557
1993,44.75,10.25,3.294069,19.98373,309.91081750392914,0.28810948,2583089128.0,977.2084789276123
1994,44.75,10.25,3.797488,20.394405,415.3336021900177,0.32001576,2546858983.0,925.1315937042236
1995,44.75,10.25,4.1538296,18.841736,431.4296745657921,0.3314143,2520811830.0,885.8126401901245
1996,44.75,10.25,3.4704432,18.825018,340.85434144735336,0.29775563,2525853142.0,944.2970066070557
1997,44.75,10.25,3.792736,20.121506,301.6755278110504,0.2873873,2610143368.0,995.42902135849
1998,44.75,10.25,3.5654252,20.682299,291.28068006038666,0.2846609,2653547678.0,1054.4423398971558
1999,44.75,10.25,3.6645315,20.474232,365.9440076351166,0.3139251,2501544158.0,945.4039416313171
2000,44.75,10.25,3.5264068,20.267963,340.4867763519287,0.2955631,2669019938.0,984.4992480278015
2001,44.75,10.25,4.078116,19.683302,383.74556708335876,0.30833325,2647262362.0,973.3028445243835
