lat,lon,year,temperature
46.25,12.25,1988,13.941772
46.25,12.25,1989,13.303003
46.25,12.25,1990,13.722288
46.25,12.25,1991,13.797808
46.25,12.25,1992,14.49882
46.25,12.25,1993,14.02815
46.25,12.25,1994,14.986765
46.25,12.25,1995,13.318392
46.25,12.25,1996,13.066409
46.25,12.25,1997,14.059662
46.25,12.25,1998,14.357971
46.25,12.25,1999,14.57442
46.25,12.25,2000,14.507399
46.25,12.25,2001,14.085991
46.25,12.25,2002,14.04487
46.25,12.25,2003,16.05751
46.25,12.25,2004,13.662577
46.25,12.25,2005,14.106392
46.25,12.25,2006,14.402504
46.25,12.25,2007,14.133177
46.25,12.25,2008,14.04614
46.25,12.25,2009,14.933172
46.25,12.25,2010,14.092453
46.25,12.25,2011,15.022876
46.25,12.25,2012,15.049292
46.25,12.25,2013,14.298445
46.25,12.25,2014,13.696482
46.25,12.25,2015,15.374392
46.25,12.25,2016,14.767848
46.75,12.25,1982,9.224401
46.75,12.25,1983,9.106028
46.75,12.25,1984,6.904798
46.75,12.25,1985,8.375458
46.75,12.25,1986,8.812143
46.75,12.25,1987,8.2949505
46.75,12.25,1988,8.649943
46.75,12.25,1989,7.872331
46.75,12.25,1990,8.383522
46.75,12.25,1991,8.170465
46.75,12.25,1992,9.130915
46.75,12.25,1993,8.505369
46.75,12.25,1994,9.803375
46.75,12.25,1995,7.9017982
46.75,12.25,1996,7.6877046
46.75,12.25,1997,8.829584
46.75,12.25,1998,8.954486
46.75,12.25,1999,9.303015
46.75,12.25,2000,9.195931
46.75,12.25,2001,8.4520855
46.75,12.25,2002,8.842792
46.75,12.25,2003,10.7170105
46.75,12.25,2004,8.3295
46.75,12.25,2005,8.834158
46.75,12.25,2006,9.1502695
46.75,12.25,2007,8.781676
46.75,12.25,2008,8.720812
46.75,12.25,2009,9.454062
46.75,12.25,2010,8.57789
46.75,12.25,2011,9.462502
46.75,12.25,2012,9.651011
46.75,12.25,2013,8.875242
46.75,12.25,2014,8.183981
46.75,12.25,2015,10.083391
46.75,12.25,2016,9.465785
